"POA_CODE_2016","low_income","high_income","p_income","f_income","h_income","chinese_p","english_only_n","non_english_n","owner","rent","rental","rent_distress","repay","repay_distress","house","semi","unit"
2220,11.1,31.4,715,2219,2094,21.3,1272,442,49.3,14,518,5.5,2600,8.9,86.6,8.6,4.2
2221,15.0729927007299,27.1985401459854,3064,9257,8158,20.536496350365,4987,1766,42.1613138686131,19.1416058394161,490.408759124088,8.73211678832117,2554.45255474453,11.2985401459854,71.770802919708,15.7532846715328,12.1153284671533
2223,13.0087591240876,26.6007299270073,1629,4461,3873,12.5664233576642,13207,2721,37.6934306569343,27.7525547445255,432.299270072993,10.2240875912409,2332.28467153285,7.4007299270073,57.2956204379562,13.3204379562044,28.636496350365
2224,16.3219178082192,25.2787671232877,2629,7675,7044,7.57465753424658,9508,1647,43.1376712328767,18.5630136986301,473.630136986301,7.43630136986301,2618.49315068493,11.691095890411,67.1821917808219,19.7541095890411,12.4904109589041
2225,10.2,41.5,918,2799,2594,2.3,4854,223,39.9,8.3,580,2.8,2817,10.1,83.8,15,1.2
2226,13.5532467532468,33.238961038961,2687,7784,7033,2.23441558441558,10619,614,36.9006493506494,16.8402597402597,489.675324675325,6.98311688311688,2470,8.25324675324675,75.301948051948,14.4707792207792,9.4987012987013
2227,13.7081761006289,29.6748427672956,1680,4867,4286,2.26792452830189,12537,711,37.4823899371069,21.3132075471698,518.993710691824,7.7496855345912,2558.71698113208,7.91635220125786,64.5729559748428,16.8842767295597,17.8220125786164
2228,18.1706161137441,21.0284360189573,1607,4758,4061,4.19336492890995,13983,1542,34.618009478673,28.7274881516588,478.317535545024,11.4734597156398,2315.77251184834,8.34976303317536,52.8526066350711,16.7729857819905,29.024644549763
2229,18.9663101604278,20.8449197860963,2506,7204,6256,2.95026737967914,11856,1026,32.407486631016,30.9251336898396,489.251336898396,12.5219251336898,2388.32085561497,8.72673796791444,38.0882352941176,24.2529411764706,37.3588235294118
2230,13.4,28.4,854,2411,1978,0.4,3417,191,38.4,20.2,405,8.5,2200,8.5,60,22.6,17.4
2231,14.3,19.4,757,2041,1898,0,2060,66,35.2,14.8,504,5.5,2600,16.4,95.9,2.3,0
2232,15.8389380530973,22.1604719764012,3229,8875,7732,3.21297935103245,22579,1948,33.7386430678466,26.4814159292035,461.784660766962,10.0398230088496,2281.36283185841,7.89085545722714,53.2949852507375,13.9879056047198,32.3283185840708
2233,10.3162790697674,27.6235880398671,2525,7392,7093,0.528571428571429,21138,688,38.9707641196013,10.7239202657807,470.232558139535,4.03421926910299,2370.99335548173,10.1840531561462,85.1956810631229,5.81395348837209,8.58538205980066
2234,8.85065274151436,36.734725848564,4229,12720,12387,2.30313315926893,24359,2328,41.731592689295,10.0190600522193,595.723237597911,3.69295039164491,2385.21148825065,8.93890339425587,86.5360313315927,11.8644908616188,1.53185378590078
2747,12.8985148514851,14.6747524752475,2981,7458,7069,0.147029702970297,14232,933,27.819801980198,22.9985148514851,379.569306930693,8.69504950495049,1894.54455445545,9.87574257425743,92.7480198019802,6.7450495049505,0.304950495049505
2750,15.7713541666667,17.0528645833333,3874,10033,8876,0.440104166666667,27292,1353,34.5671875,23.9356770833333,397.200520833333,9.85833333333333,2038.69010416667,7.70078125,83.6072916666667,9.18489583333333,5.94010416666667
2760,20.8416949152542,7.77966101694915,1251,2946,2605,0,13576,2253,22.2752542372881,44.044406779661,354.627118644068,19.6057627118644,1718.42372881356,8.01796610169492,67.1698305084746,19.0752542372881,13.2474576271186
2761,10.9483660130719,16.7967320261438,2003,5315,5198,0,8440,2610,19.421568627451,24.4267973856209,400,9.57581699346405,1946.74509803922,13.8712418300654,89.659477124183,9.95947712418301,0.0568627450980392
2765,15.9,17.8,707,1807,1667,0,5667,469,26.6,31.9,400,13.4,2191,9.8,93.3,3.3,0.3
2766,12.9565217391304,15.6260869565217,1289,3471,3379,0,7069,2581,24.5913043478261,29.5391304347826,398.260869565217,9.94347826086956,1979.39130434783,10.3521739130435,80.0826086956522,18.2739130434783,1.09565217391304
2767,8.7,29.4,784,2221,2270,0,2309,1391,24.8,16.8,440,5.7,2167,12.2,80.9,19,0
2768,8.55238095238095,34.3255411255411,1667,4823,4767,2.71948051948052,13176,3829,22.0813852813853,19.1796536796537,571.991341991342,6.33896103896104,2439.82683982684,12.3779220779221,92.3995670995671,7.4004329004329,0.1
2770,22.5770354906054,8.86931106471816,4550,11312,10670,0,25684,6501,20.8701461377871,45.2613778705637,332.434237995825,19.7699373695198,1672.2254697286,7.99331941544885,74.7367432150313,13.2751565762004,11.458872651357
