POA_NAME16,n_hospitals,n_schools,n_supermarkets,n_shoppingCentres,n_publicTransports,normalised_n_hospitals,normalised_n_schools,normalised_n_supermarkets,normalised_n_shoppingCentres,normalised_n_publicTransports,scaled_n_hospitals,scaled_n_schools,scaled_n_supermarkets,scaled_n_shoppingCentres,scaled_n_publicTransports,scaled_normalised_n_hospitals,scaled_normalised_n_schools,scaled_normalised_n_supermarkets,scaled_normalised_n_shoppingCentres,scaled_normalised_n_publicTransports
2131,2,6,12,0,1,0.002173913043478261,0.006322444678609062,0.3,0,0.024390243902439025,-0.04558039457506636,-0.06862926234477962,2.054495397337629,-0.2755283345134789,-0.06754344038801968,-0.045580394575066366,-0.06862926234477965,2.054495397337629,-0.27552833451347897,-0.06754344038801968
2134,1,7,2,2,1,0.0010869565217391304,0.007376185458377239,0.05,0.15384615384615385,0.024390243902439025,-0.06130036564138463,-0.05333766764322425,-0.25405050612239505,1.6765198659379479,-0.06754344038801968,-0.061300365641384635,-0.053337667643224264,-0.2540505061223951,1.6765198659379483,-0.06754344038801968
2135,1,15,4,1,1,0.0010869565217391304,0.015806111696522657,0.1,0.07692307692307693,0.024390243902439025,-0.06130036564138463,0.06899508996921876,0.2076586745696098,0.7004957657122345,-0.06754344038801968,-0.061300365641384635,0.06899508996921878,0.20765867456960985,0.7004957657122347,-0.06754344038801968
2139,2,0,0,0,0,0.002173913043478261,0,0,0,0,-0.04558039457506636,-0.16037883055411187,-0.7157596868143999,-0.2755283345134789,-0.3883747822311132,-0.045580394575066366,-0.16037883055411192,-0.7157596868143999,-0.27552833451347897,-0.3883747822311132
2144,2,12,13,1,1,0.002173913043478261,0.012644889357218124,0.325,0.07692307692307693,0.024390243902439025,-0.04558039457506636,0.02312030586455263,2.285349987683632,0.7004957657122345,-0.06754344038801968,-0.045580394575066366,0.023120305864552625,2.285349987683632,0.7004957657122347,-0.06754344038801968
2145,8,20,12,0,3,0.008695652173913044,0.02107481559536354,0.3,0,0.07317073170731707,0.048739431822843245,0.14545306347699563,2.054495397337629,-0.2755283345134789,0.5741192432981673,0.04873943182284323,0.14545306347699563,2.054495397337629,-0.27552833451347897,0.5741192432981673
2148,2,21,12,1,2,0.002173913043478261,0.022128556375131718,0.3,0.07692307692307693,0.04878048780487805,-0.04558039457506636,0.16074465817855102,2.054495397337629,0.7004957657122345,0.25328790145507385,-0.045580394575066366,0.16074465817855105,2.054495397337629,0.7004957657122347,0.25328790145507385
2153,2,12,4,1,2,0.002173913043478261,0.012644889357218124,0.1,0.07692307692307693,0.04878048780487805,-0.04558039457506636,0.02312030586455263,0.2076586745696098,0.7004957657122345,0.25328790145507385,-0.045580394575066366,0.023120305864552625,0.20765867456960985,0.7004957657122347,0.25328790145507385
2154,1,11,3,1,2,0.0010869565217391304,0.011591148577449948,0.075,0.07692307692307693,0.04878048780487805,-0.06130036564138463,0.007828711162997255,-0.02319591577639263,0.7004957657122345,0.25328790145507385,-0.061300365641384635,0.007828711162997258,-0.023195915776392684,0.7004957657122347,0.25328790145507385
2155,1,16,2,1,3,0.0010869565217391304,0.01685985247629083,0.05,0.07692307692307693,0.07317073170731707,-0.06130036564138463,0.08428668467077413,-0.25405050612239505,0.7004957657122345,0.5741192432981673,-0.061300365641384635,0.08428668467077412,-0.2540505061223951,0.7004957657122347,0.5741192432981673
2163,1,2,0,0,3,0.0010869565217391304,0.002107481559536354,0,0,0.07317073170731707,-0.06130036564138463,-0.12979564115100112,-0.7157596868143999,-0.2755283345134789,0.5741192432981673,-0.061300365641384635,-0.12979564115100115,-0.7157596868143999,-0.27552833451347897,0.5741192432981673
2170,3,30,19,2,3,0.003260869565217391,0.03161222339304531,0.475,0.15384615384615385,0.07317073170731707,-0.029860423508748093,0.2983690104925494,3.6704775297596464,1.6765198659379479,0.5741192432981673,-0.0298604235087481,0.2983690104925495,3.6704775297596464,1.6765198659379483,0.5741192432981673
2176,2,13,6,1,0,0.002173913043478261,0.0136986301369863,0.15,0.07692307692307693,0,-0.04558039457506636,0.038411900566108007,0.6693678552616146,0.7004957657122345,-0.3883747822311132,-0.045580394575066366,0.03841190056610799,0.6693678552616146,0.7004957657122347,-0.3883747822311132
2194,2,3,8,0,1,0.002173913043478261,0.003161222339304531,0.2,0,0.024390243902439025,-0.04558039457506636,-0.11450404644944576,1.1310770359536195,-0.2755283345134789,-0.06754344038801968,-0.045580394575066366,-0.11450404644944578,1.1310770359536197,-0.27552833451347897,-0.06754344038801968
2200,1,19,11,1,1,0.0010869565217391304,0.020021074815595362,0.275,0.07692307692307693,0.024390243902439025,-0.06130036564138463,0.13016146877544027,1.8236408069916268,0.7004957657122345,-0.06754344038801968,-0.061300365641384635,0.13016146877544024,1.8236408069916272,0.7004957657122347,-0.06754344038801968
2217,5,6,5,0,1,0.005434782608695652,0.006322444678609062,0.125,0,0.024390243902439025,0.0015795186238884414,-0.06862926234477962,0.4385132649156122,-0.2755283345134789,-0.06754344038801968,0.001579518623888431,-0.06862926234477965,0.4385132649156122,-0.27552833451347897,-0.06754344038801968
2220,3,6,4,2,2,0.003260869565217391,0.006322444678609062,0.1,0.15384615384615385,0.04878048780487805,-0.029860423508748093,-0.06862926234477962,0.2076586745696098,1.6765198659379479,0.25328790145507385,-0.0298604235087481,-0.06862926234477965,0.20765867456960985,1.6765198659379483,0.25328790145507385
2228,2,5,3,1,1,0.002173913043478261,0.005268703898840885,0.075,0.07692307692307693,0.024390243902439025,-0.04558039457506636,-0.083920857046335,-0.02319591577639263,0.7004957657122345,-0.06754344038801968,-0.045580394575066366,-0.08392085704633502,-0.023195915776392684,0.7004957657122347,-0.06754344038801968
2229,3,9,3,0,1,0.003260869565217391,0.009483667017913594,0.075,0,0.024390243902439025,-0.029860423508748093,-0.022754478240113497,-0.02319591577639263,-0.2755283345134789,-0.06754344038801968,-0.0298604235087481,-0.022754478240113504,-0.023195915776392684,-0.27552833451347897,-0.06754344038801968
2747,4,16,7,0,2,0.004347826086956522,0.01685985247629083,0.175,0,0.04878048780487805,-0.014140452442429825,0.08428668467077413,0.900222445607617,-0.2755283345134789,0.25328790145507385,-0.014140452442429832,0.08428668467077412,0.900222445607617,-0.27552833451347897,0.25328790145507385
2770,1,27,9,1,1,0.0010869565217391304,0.02845100105374078,0.225,0.07692307692307693,0.024390243902439025,-0.06130036564138463,0.25249422638788327,1.361931626299622,0.7004957657122345,-0.06754344038801968,-0.061300365641384635,0.2524942263878833,1.361931626299622,0.7004957657122347,-0.06754344038801968
Unknown,920,949,40,1,41,1,1,1,0.07692307692307693,1,14.385353044305102,14.351344541221941,8.518423927025696,0.7004957657122345,12.76571023333572,14.385353044305102,14.351344541221943,8.518423927025697,0.7004957657122347,12.76571023333572
2007,0,3,1,0,0,0,0.003161222339304531,0.025,0,0,-0.07702033670770289,-0.11450404644944576,-0.48490509646839747,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.11450404644944578,-0.4849050964683975,-0.27552833451347897,-0.3883747822311132
2008,0,1,2,1,0,0,0.001053740779768177,0.05,0.07692307692307693,0,-0.07702033670770289,-0.1450872358525565,-0.25405050612239505,0.7004957657122345,-0.3883747822311132,-0.07702033670770289,-0.14508723585255653,-0.2540505061223951,0.7004957657122347,-0.3883747822311132
2015,0,2,3,0,1,0,0.002107481559536354,0.075,0,0.024390243902439025,-0.07702033670770289,-0.12979564115100112,-0.02319591577639263,-0.2755283345134789,-0.06754344038801968,-0.07702033670770289,-0.12979564115100115,-0.023195915776392684,-0.27552833451347897,-0.06754344038801968
2016,0,2,2,0,1,0,0.002107481559536354,0.05,0,0.024390243902439025,-0.07702033670770289,-0.12979564115100112,-0.25405050612239505,-0.2755283345134789,-0.06754344038801968,-0.07702033670770289,-0.12979564115100115,-0.2540505061223951,-0.27552833451347897,-0.06754344038801968
2017,0,2,5,0,0,0,0.002107481559536354,0.125,0,0,-0.07702033670770289,-0.12979564115100112,0.4385132649156122,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.12979564115100115,0.4385132649156122,-0.27552833451347897,-0.3883747822311132
2018,0,2,4,0,0,0,0.002107481559536354,0.1,0,0,-0.07702033670770289,-0.12979564115100112,0.2076586745696098,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.12979564115100115,0.20765867456960985,-0.27552833451347897,-0.3883747822311132
2019,0,2,1,0,0,0,0.002107481559536354,0.025,0,0,-0.07702033670770289,-0.12979564115100112,-0.48490509646839747,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.12979564115100115,-0.4849050964683975,-0.27552833451347897,-0.3883747822311132
2020,0,2,2,0,3,0,0.002107481559536354,0.05,0,0.07317073170731707,-0.07702033670770289,-0.12979564115100112,-0.25405050612239505,-0.2755283345134789,0.5741192432981673,-0.07702033670770289,-0.12979564115100115,-0.2540505061223951,-0.27552833451347897,0.5741192432981673
2021,0,6,2,0,0,0,0.006322444678609062,0.05,0,0,-0.07702033670770289,-0.06862926234477962,-0.25405050612239505,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.06862926234477965,-0.2540505061223951,-0.27552833451347897,-0.3883747822311132
2022,0,3,4,2,1,0,0.003161222339304531,0.1,0.15384615384615385,0.024390243902439025,-0.07702033670770289,-0.11450404644944576,0.2076586745696098,1.6765198659379479,-0.06754344038801968,-0.07702033670770289,-0.11450404644944578,0.20765867456960985,1.6765198659379483,-0.06754344038801968
2023,0,7,0,0,0,0,0.007376185458377239,0,0,0,-0.07702033670770289,-0.05333766764322425,-0.7157596868143999,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.053337667643224264,-0.7157596868143999,-0.27552833451347897,-0.3883747822311132
2026,0,8,7,0,0,0,0.008429926238145416,0.175,0,0,-0.07702033670770289,-0.038046072941668875,0.900222445607617,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.038046072941668896,0.900222445607617,-0.27552833451347897,-0.3883747822311132
2027,0,2,1,0,1,0,0.002107481559536354,0.025,0,0.024390243902439025,-0.07702033670770289,-0.12979564115100112,-0.48490509646839747,-0.2755283345134789,-0.06754344038801968,-0.07702033670770289,-0.12979564115100115,-0.4849050964683975,-0.27552833451347897,-0.06754344038801968
2028,0,1,4,0,0,0,0.001053740779768177,0.1,0,0,-0.07702033670770289,-0.1450872358525565,0.2076586745696098,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.14508723585255653,0.20765867456960985,-0.27552833451347897,-0.3883747822311132
2029,0,6,2,0,0,0,0.006322444678609062,0.05,0,0,-0.07702033670770289,-0.06862926234477962,-0.25405050612239505,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.06862926234477965,-0.2540505061223951,-0.27552833451347897,-0.3883747822311132
2030,0,5,2,0,0,0,0.005268703898840885,0.05,0,0,-0.07702033670770289,-0.083920857046335,-0.25405050612239505,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.08392085704633502,-0.2540505061223951,-0.27552833451347897,-0.3883747822311132
2032,0,2,2,0,0,0,0.002107481559536354,0.05,0,0,-0.07702033670770289,-0.12979564115100112,-0.25405050612239505,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.12979564115100115,-0.2540505061223951,-0.27552833451347897,-0.3883747822311132
2033,0,2,2,0,0,0,0.002107481559536354,0.05,0,0,-0.07702033670770289,-0.12979564115100112,-0.25405050612239505,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.12979564115100115,-0.2540505061223951,-0.27552833451347897,-0.3883747822311132
2034,0,3,3,0,0,0,0.003161222339304531,0.075,0,0,-0.07702033670770289,-0.11450404644944576,-0.02319591577639263,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.11450404644944578,-0.023195915776392684,-0.27552833451347897,-0.3883747822311132
2035,0,12,7,0,0,0,0.012644889357218124,0.175,0,0,-0.07702033670770289,0.02312030586455263,0.900222445607617,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,0.023120305864552625,0.900222445607617,-0.27552833451347897,-0.3883747822311132
2037,0,5,4,1,2,0,0.005268703898840885,0.1,0.07692307692307693,0.04878048780487805,-0.07702033670770289,-0.083920857046335,0.2076586745696098,0.7004957657122345,0.25328790145507385,-0.07702033670770289,-0.08392085704633502,0.20765867456960985,0.7004957657122347,0.25328790145507385
2038,0,3,5,0,1,0,0.003161222339304531,0.125,0,0.024390243902439025,-0.07702033670770289,-0.11450404644944576,0.4385132649156122,-0.2755283345134789,-0.06754344038801968,-0.07702033670770289,-0.11450404644944578,0.4385132649156122,-0.27552833451347897,-0.06754344038801968
2039,0,3,1,0,0,0,0.003161222339304531,0.025,0,0,-0.07702033670770289,-0.11450404644944576,-0.48490509646839747,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.11450404644944578,-0.4849050964683975,-0.27552833451347897,-0.3883747822311132
2040,0,7,1,0,5,0,0.007376185458377239,0.025,0,0.12195121951219512,-0.07702033670770289,-0.05333766764322425,-0.48490509646839747,-0.2755283345134789,1.2157819269843544,-0.07702033670770289,-0.053337667643224264,-0.4849050964683975,-0.27552833451347897,1.2157819269843544
2042,0,8,9,0,2,0,0.008429926238145416,0.225,0,0.04878048780487805,-0.07702033670770289,-0.038046072941668875,1.361931626299622,-0.2755283345134789,0.25328790145507385,-0.07702033670770289,-0.038046072941668896,1.361931626299622,-0.27552833451347897,0.25328790145507385
2043,0,2,1,0,1,0,0.002107481559536354,0.025,0,0.024390243902439025,-0.07702033670770289,-0.12979564115100112,-0.48490509646839747,-0.2755283345134789,-0.06754344038801968,-0.07702033670770289,-0.12979564115100115,-0.4849050964683975,-0.27552833451347897,-0.06754344038801968
2044,0,3,3,0,3,0,0.003161222339304531,0.075,0,0.07317073170731707,-0.07702033670770289,-0.11450404644944576,-0.02319591577639263,-0.2755283345134789,0.5741192432981673,-0.07702033670770289,-0.11450404644944578,-0.023195915776392684,-0.27552833451347897,0.5741192432981673
2045,0,3,2,0,0,0,0.003161222339304531,0.05,0,0,-0.07702033670770289,-0.11450404644944576,-0.25405050612239505,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.11450404644944578,-0.2540505061223951,-0.27552833451347897,-0.3883747822311132
2047,0,2,0,1,0,0,0.002107481559536354,0,0.07692307692307693,0,-0.07702033670770289,-0.12979564115100112,-0.7157596868143999,0.7004957657122345,-0.3883747822311132,-0.07702033670770289,-0.12979564115100115,-0.7157596868143999,0.7004957657122347,-0.3883747822311132
2048,0,4,0,0,1,0,0.004214963119072708,0,0,0.024390243902439025,-0.07702033670770289,-0.09921245174789038,-0.7157596868143999,-0.2755283345134789,-0.06754344038801968,-0.07702033670770289,-0.09921245174789041,-0.7157596868143999,-0.27552833451347897,-0.06754344038801968
2060,0,10,6,0,2,0,0.01053740779768177,0.15,0,0.04878048780487805,-0.07702033670770289,-0.007462883538558121,0.6693678552616146,-0.2755283345134789,0.25328790145507385,-0.07702033670770289,-0.007462883538558135,0.6693678552616146,-0.27552833451347897,0.25328790145507385
2061,0,4,4,0,2,0,0.004214963119072708,0.1,0,0.04878048780487805,-0.07702033670770289,-0.09921245174789038,0.2076586745696098,-0.2755283345134789,0.25328790145507385,-0.07702033670770289,-0.09921245174789041,0.20765867456960985,-0.27552833451347897,0.25328790145507385
2062,0,1,3,0,0,0,0.001053740779768177,0.075,0,0,-0.07702033670770289,-0.1450872358525565,-0.02319591577639263,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.14508723585255653,-0.023195915776392684,-0.27552833451347897,-0.3883747822311132
2063,0,3,1,0,0,0,0.003161222339304531,0.025,0,0,-0.07702033670770289,-0.11450404644944576,-0.48490509646839747,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.11450404644944578,-0.4849050964683975,-0.27552833451347897,-0.3883747822311132
2064,0,1,3,0,1,0,0.001053740779768177,0.075,0,0.024390243902439025,-0.07702033670770289,-0.1450872358525565,-0.02319591577639263,-0.2755283345134789,-0.06754344038801968,-0.07702033670770289,-0.14508723585255653,-0.023195915776392684,-0.27552833451347897,-0.06754344038801968
2066,0,6,4,0,0,0,0.006322444678609062,0.1,0,0,-0.07702033670770289,-0.06862926234477962,0.2076586745696098,-0.2755283345134789,-0.3883747822311132,-0.07702033670770289,-0.06862926234477965,0.20765867456960985,-0.27552833451347897,-0.3883747822311132
2069,0,4,1,0,1,0,0.004214963119072708,0.025,0,0.024390243902439025,-0.07702033670770289,-0.09921245174789038,-0.48490509646839747,-0.2755283345134789,-0.06754344038801968,-0.07702033670770289,-0.09921245174789041,-0.4849050964683975,-0.27552833451347897,-0.06754344038801968
2070,0,6,0,0,1,0,0.006322444678609062,0,0,0.024390243902439025,-0.07702033670770289,-0.06862926234477962,-0.7157596868143999,-0.2755283345134789,-0.06754344038801968,-0.07702033670770289,-0.06862926234477965,-0.7157596868143999,-0.27552833451347897,-0.06754344038801968
2072,0,3,1,0,1,0,0.003161222339304531,0.025,0,0.024390243902439025,-0.07702033670770289,-0.11450404644944576,-0.48490509646839747,-0.2755283345134789,-0.06754344038801968,-0.07702033670770289,-0.11450404644944578,-0.4849050964683975,-0.27552833451347897,-0.06754344038801968
2073,0,7,0,0,1,0,0.007376185458377239,0,0,0.024390243902439025,-0.07702033670770289,-0.05333766764322425,-0.7157596868143999,-0.2755283345134789,-0.06754344038801968,-0.07702033670770289,-0.053337667643224264,-0.7157596868143999,-0.27552833451347897,-0.06754344038801968
