from,to,m,km,miles,seconds,minutes,hours,mode,source,target
"Sydney postcode 2092, NSW, Australia","Sydney postcode 2107, NSW, Australia",25608,25.608,15.9128112,1949,32.483333333333334,0.5413888888888889,driving,2092,2107
"Sydney postcode 2093, NSW, Australia","Sydney postcode 2107, NSW, Australia",28805,28.805,17.899427,2290,38.166666666666664,0.6361111111111111,driving,2093,2107
"Sydney postcode 2094, NSW, Australia","Sydney postcode 2107, NSW, Australia",23202,23.202,14.4177228,2407,40.11666666666667,0.6686111111111112,driving,2094,2107
"Sydney postcode 2095, NSW, Australia","Sydney postcode 2107, NSW, Australia",24174,24.174,15.021723600000001,2652,44.2,0.7366666666666667,driving,2095,2107
"Sydney postcode 2096, NSW, Australia","Sydney postcode 2107, NSW, Australia",20296,20.296,12.6119344,2090,34.833333333333336,0.5805555555555556,driving,2096,2107
"Sydney postcode 2097, NSW, Australia","Sydney postcode 2107, NSW, Australia",14779,14.779,9.183670600000001,1453,24.216666666666665,0.4036111111111111,driving,2097,2107
"Sydney postcode 2099, NSW, Australia","Sydney postcode 2107, NSW, Australia",16901,16.901,10.502281400000001,1650,27.5,0.4583333333333333,driving,2099,2107
"Sydney postcode 2100, NSW, Australia","Sydney postcode 2107, NSW, Australia",19844,19.844,12.3310616,2018,33.63333333333333,0.5605555555555556,driving,2100,2107
"Sydney postcode 2101, NSW, Australia","Sydney postcode 2107, NSW, Australia",12957,12.957,8.051479800000001,1259,20.983333333333334,0.3497222222222222,driving,2101,2107
"Sydney postcode 2102, NSW, Australia","Sydney postcode 2107, NSW, Australia",9805,9.805,6.092827000000001,1012,16.866666666666667,0.2811111111111111,driving,2102,2107
"Sydney postcode 2103, NSW, Australia","Sydney postcode 2107, NSW, Australia",7024,7.024,4.3647136,711,11.85,0.1975,driving,2103,2107
"Sydney postcode 2104, NSW, Australia","Sydney postcode 2107, NSW, Australia",10700,10.7,6.648980000000001,1035,17.25,0.2875,driving,2104,2107
"Sydney postcode 2106, NSW, Australia","Sydney postcode 2107, NSW, Australia",4870,4.87,3.026218,507,8.45,0.14083333333333334,driving,2106,2107
"Sydney postcode 2107, NSW, Australia","Sydney postcode 2107, NSW, Australia",0,0,0,0,0,0,driving,2107,2107
"Sydney postcode 2108, NSW, Australia","Sydney postcode 2107, NSW, Australia",26851,26.851,16.6852114,3417,56.95,0.9491666666666667,driving,2108,2107
"Sydney postcode 2109, NSW, Australia","Sydney postcode 2107, NSW, Australia",35027,35.027,21.765777800000002,2742,45.7,0.7616666666666667,driving,2109,2107
"Sydney postcode 2110, NSW, Australia","Sydney postcode 2107, NSW, Australia",38318,38.318,23.8108052,3052,50.86666666666667,0.8477777777777777,driving,2110,2107
"Sydney postcode 2111, NSW, Australia","Sydney postcode 2107, NSW, Australia",38554,38.554,23.957455600000003,3127,52.11666666666667,0.8686111111111111,driving,2111,2107
"Sydney postcode 2112, NSW, Australia","Sydney postcode 2107, NSW, Australia",35964,35.964,22.3480296,2873,47.88333333333333,0.7980555555555555,driving,2112,2107
"Sydney postcode 2113, NSW, Australia","Sydney postcode 2107, NSW, Australia",33294,33.294,20.6888916,2671,44.516666666666666,0.7419444444444444,driving,2113,2107
"Sydney postcode 2114, NSW, Australia","Sydney postcode 2107, NSW, Australia",39023,39.023,24.2488922,3153,52.55,0.8758333333333334,driving,2114,2107
"Sydney postcode 2115, NSW, Australia","Sydney postcode 2107, NSW, Australia",40820,40.82,25.365548,3288,54.8,0.9133333333333333,driving,2115,2107
"Sydney postcode 2116, NSW, Australia","Sydney postcode 2107, NSW, Australia",43547,43.547,27.060105800000002,3591,59.85,0.9975,driving,2116,2107
"Sydney postcode 2117, NSW, Australia","Sydney postcode 2107, NSW, Australia",46569,46.569,28.937976600000002,3385,56.416666666666664,0.9402777777777778,driving,2117,2107
"Sydney postcode 2118, NSW, Australia","Sydney postcode 2107, NSW, Australia",43337,43.337,26.9296118,3053,50.88333333333333,0.8480555555555556,driving,2118,2107
"Sydney postcode 2119, NSW, Australia","Sydney postcode 2107, NSW, Australia",39141,39.141,24.322217400000003,2802,46.7,0.7783333333333333,driving,2119,2107
"Sydney postcode 2120, NSW, Australia","Sydney postcode 2107, NSW, Australia",35299,35.299,21.9347986,2884,48.06666666666667,0.8011111111111111,driving,2120,2107
"Sydney postcode 2121, NSW, Australia","Sydney postcode 2107, NSW, Australia",38318,38.318,23.8108052,2747,45.78333333333333,0.7630555555555556,driving,2121,2107
"Sydney postcode 2122, NSW, Australia","Sydney postcode 2107, NSW, Australia",36097,36.097,22.4306758,2858,47.63333333333333,0.7938888888888889,driving,2122,2107
"Sydney postcode 2123, NSW, Australia","Sydney postcode 2107, NSW, Australia",39093,39.093,24.2923902,3145,52.416666666666664,0.8736111111111111,driving,2123,2107
"Sydney postcode 2125, NSW, Australia","Sydney postcode 2107, NSW, Australia",43593,43.593,27.088690200000002,3102,51.7,0.8616666666666667,driving,2125,2107
"Sydney postcode 2126, NSW, Australia","Sydney postcode 2107, NSW, Australia",43678,43.678,27.1415092,2997,49.95,0.8325,driving,2126,2107
"Sydney postcode 2127, NSW, Australia","Sydney postcode 2107, NSW, Australia",43998,43.998,27.340357200000003,3465,57.75,0.9625,driving,2127,2107
"Sydney postcode 2128, NSW, Australia","Sydney postcode 2107, NSW, Australia",44462,44.462,27.6286868,3589,59.81666666666667,0.9969444444444444,driving,2128,2107
"Sydney postcode 2129, NSW, Australia","Sydney postcode 2107, NSW, Australia",43808,43.808,27.2222912,3435,57.25,0.9541666666666667,driving,2129,2107
"Sydney postcode 2130, NSW, Australia","Sydney postcode 2107, NSW, Australia",51602,51.602,32.065482800000005,3951,65.85,1.0975,driving,2130,2107
"Sydney postcode 2131, NSW, Australia","Sydney postcode 2107, NSW, Australia",51000,51,31.6914,3902,65.03333333333333,1.083888888888889,driving,2131,2107
"Sydney postcode 2132, NSW, Australia","Sydney postcode 2107, NSW, Australia",45890,45.89,28.516046000000003,3896,64.93333333333334,1.0822222222222222,driving,2132,2107
"Sydney postcode 2133, NSW, Australia","Sydney postcode 2107, NSW, Australia",50341,50.341,31.281897400000002,4052,67.53333333333333,1.1255555555555556,driving,2133,2107
"Sydney postcode 2134, NSW, Australia","Sydney postcode 2107, NSW, Australia",44834,44.834,27.859847600000002,3780,63,1.05,driving,2134,2107
"Sydney postcode 2135, NSW, Australia","Sydney postcode 2107, NSW, Australia",46061,46.061,28.622305400000002,3672,61.2,1.02,driving,2135,2107
"Sydney postcode 2136, NSW, Australia","Sydney postcode 2107, NSW, Australia",46884,46.884,29.1337176,3691,61.516666666666666,1.0252777777777777,driving,2136,2107
"Sydney postcode 2137, NSW, Australia","Sydney postcode 2107, NSW, Australia",42487,42.487,26.4014218,3410,56.833333333333336,0.9472222222222222,driving,2137,2107
"Sydney postcode 2138, NSW, Australia","Sydney postcode 2107, NSW, Australia",40532,40.532,25.186584800000002,3221,53.68333333333333,0.8947222222222222,driving,2138,2107
"Sydney postcode 2139, NSW, Australia","Sydney postcode 2107, NSW, Australia",40461,40.461,25.142465400000003,3357,55.95,0.9325,driving,2139,2107
"Sydney postcode 2140, NSW, Australia","Sydney postcode 2107, NSW, Australia",42252,42.252,26.255392800000003,3270,54.5,0.9083333333333333,driving,2140,2107
"Sydney postcode 2141, NSW, Australia","Sydney postcode 2107, NSW, Australia",46609,46.609,28.962832600000002,3685,61.416666666666664,1.023611111111111,driving,2141,2107
"Sydney postcode 2142, NSW, Australia","Sydney postcode 2107, NSW, Australia",49663,49.663,30.860588200000002,3789,63.15,1.0525,driving,2142,2107
"Sydney postcode 2143, NSW, Australia","Sydney postcode 2107, NSW, Australia",51298,51.298,31.876577200000003,4130,68.83333333333333,1.1472222222222221,driving,2143,2107
"Sydney postcode 2144, NSW, Australia","Sydney postcode 2107, NSW, Australia",48209,48.209,29.9570726,3912,65.2,1.0866666666666667,driving,2144,2107
"Sydney postcode 2145, NSW, Australia","Sydney postcode 2107, NSW, Australia",55260,55.26,34.338564000000005,3902,65.03333333333333,1.083888888888889,driving,2145,2107
"Sydney postcode 2146, NSW, Australia","Sydney postcode 2107, NSW, Australia",54178,54.178,33.666209200000004,3568,59.46666666666667,0.9911111111111112,driving,2146,2107
"Sydney postcode 2147, NSW, Australia","Sydney postcode 2107, NSW, Australia",52058,52.058,32.3488412,3448,57.46666666666667,0.9577777777777777,driving,2147,2107
"Sydney postcode 2148, NSW, Australia","Sydney postcode 2107, NSW, Australia",56495,56.495,35.105993000000005,3830,63.833333333333336,1.0638888888888889,driving,2148,2107
"Sydney postcode 2150, NSW, Australia","Sydney postcode 2107, NSW, Australia",53853,53.853,33.4642542,3677,61.28333333333333,1.021388888888889,driving,2150,2107
"Sydney postcode 2151, NSW, Australia","Sydney postcode 2107, NSW, Australia",44297,44.297,27.5261558,3179,52.983333333333334,0.8830555555555556,driving,2151,2107
"Sydney postcode 2152, NSW, Australia","Sydney postcode 2107, NSW, Australia",48169,48.169,29.9322166,3202,53.36666666666667,0.8894444444444445,driving,2152,2107
"Sydney postcode 2153, NSW, Australia","Sydney postcode 2107, NSW, Australia",46443,46.443,28.859680200000003,3142,52.36666666666667,0.8727777777777778,driving,2153,2107
"Sydney postcode 2154, NSW, Australia","Sydney postcode 2107, NSW, Australia",48200,48.2,29.95148,3430,57.166666666666664,0.9527777777777777,driving,2154,2107
"Sydney postcode 2155, NSW, Australia","Sydney postcode 2107, NSW, Australia",61214,61.214,38.0383796,3948,65.8,1.0966666666666667,driving,2155,2107
"Sydney postcode 2156, NSW, Australia","Sydney postcode 2107, NSW, Australia",58150,58.15,36.13441,4071,67.85,1.1308333333333334,driving,2156,2107
"Sydney postcode 2157, NSW, Australia","Sydney postcode 2107, NSW, Australia",59725,59.725,37.113115,4427,73.78333333333333,1.2297222222222222,driving,2157,2107
"Sydney postcode 2158, NSW, Australia","Sydney postcode 2107, NSW, Australia",48939,48.939,30.410694600000003,3458,57.63333333333333,0.9605555555555556,driving,2158,2107
"Sydney postcode 2159, NSW, Australia","Sydney postcode 2107, NSW, Australia",53681,53.681,33.3573734,4325,72.08333333333333,1.2013888888888888,driving,2159,2107
"Sydney postcode 2160, NSW, Australia","Sydney postcode 2107, NSW, Australia",52850,52.85,32.840990000000005,3874,64.56666666666666,1.076111111111111,driving,2160,2107
"Sydney postcode 2161, NSW, Australia","Sydney postcode 2107, NSW, Australia",53840,53.84,33.456176,4170,69.5,1.1583333333333334,driving,2161,2107
"Sydney postcode 2162, NSW, Australia","Sydney postcode 2107, NSW, Australia",51401,51.401,31.940581400000003,4213,70.21666666666667,1.1702777777777778,driving,2162,2107
"Sydney postcode 2163, NSW, Australia","Sydney postcode 2107, NSW, Australia",57086,57.086,35.4732404,4488,74.8,1.2466666666666666,driving,2163,2107
"Sydney postcode 2164, NSW, Australia","Sydney postcode 2107, NSW, Australia",62927,62.927,39.1028378,4473,74.55,1.2425,driving,2164,2107
"Sydney postcode 2165, NSW, Australia","Sydney postcode 2107, NSW, Australia",58678,58.678,36.4625092,4472,74.53333333333333,1.2422222222222221,driving,2165,2107
"Sydney postcode 2166, NSW, Australia","Sydney postcode 2107, NSW, Australia",60032,60.032,37.3038848,4801,80.01666666666667,1.333611111111111,driving,2166,2107
"Sydney postcode 2167, NSW, Australia","Sydney postcode 2107, NSW, Australia",91490,91.49,56.851886,4980,83,1.3833333333333333,driving,2167,2107
"Sydney postcode 2168, NSW, Australia","Sydney postcode 2107, NSW, Australia",84416,84.416,52.456102400000006,4807,80.11666666666666,1.3352777777777778,driving,2168,2107
"Sydney postcode 2170, NSW, Australia","Sydney postcode 2107, NSW, Australia",74389,74.389,46.2253246,4648,77.46666666666667,1.291111111111111,driving,2170,2107
"Sydney postcode 2171, NSW, Australia","Sydney postcode 2107, NSW, Australia",85205,85.205,52.946387,4600,76.66666666666667,1.2777777777777777,driving,2171,2107
"Sydney postcode 2172, NSW, Australia","Sydney postcode 2107, NSW, Australia",76470,76.47,47.518458,4915,81.91666666666667,1.3652777777777778,driving,2172,2107
"Sydney postcode 2173, NSW, Australia","Sydney postcode 2107, NSW, Australia",85644,85.644,53.219181600000006,5599,93.31666666666666,1.5552777777777778,driving,2173,2107
"Sydney postcode 2174, NSW, Australia","Sydney postcode 2107, NSW, Australia",89142,89.142,55.3928388,4843,80.71666666666667,1.3452777777777778,driving,2174,2107
"Sydney postcode 2175, NSW, Australia","Sydney postcode 2107, NSW, Australia",75558,75.558,46.9517412,4187,69.78333333333333,1.1630555555555555,driving,2175,2107
"Sydney postcode 2176, NSW, Australia","Sydney postcode 2107, NSW, Australia",78805,78.805,48.969427,4425,73.75,1.2291666666666667,driving,2176,2107
"Sydney postcode 2177, NSW, Australia","Sydney postcode 2107, NSW, Australia",82271,82.271,51.123199400000004,4537,75.61666666666666,1.2602777777777778,driving,2177,2107
"Sydney postcode 2178, NSW, Australia","Sydney postcode 2107, NSW, Australia",81627,81.627,50.7230178,4440,74,1.2333333333333334,driving,2178,2107
"Sydney postcode 2179, NSW, Australia","Sydney postcode 2107, NSW, Australia",90173,90.173,56.0335022,4959,82.65,1.3775,driving,2179,2107
"Sydney postcode 2190, NSW, Australia","Sydney postcode 2107, NSW, Australia",49146,49.146,30.5393244,3830,63.833333333333336,1.0638888888888889,driving,2190,2107
"Sydney postcode 2191, NSW, Australia","Sydney postcode 2107, NSW, Australia",49362,49.362,30.6735468,3901,65.01666666666667,1.083611111111111,driving,2191,2107
"Sydney postcode 2192, NSW, Australia","Sydney postcode 2107, NSW, Australia",51912,51.912,32.2581168,4216,70.26666666666667,1.1711111111111112,driving,2192,2107
"Sydney postcode 2193, NSW, Australia","Sydney postcode 2107, NSW, Australia",53672,53.672,33.3517808,4122,68.7,1.145,driving,2193,2107
"Sydney postcode 2194, NSW, Australia","Sydney postcode 2107, NSW, Australia",51099,51.099,31.7529186,4200,70,1.1666666666666667,driving,2194,2107
"Sydney postcode 2195, NSW, Australia","Sydney postcode 2107, NSW, Australia",50706,50.706,31.508708400000003,3981,66.35,1.1058333333333332,driving,2195,2107
"Sydney postcode 2196, NSW, Australia","Sydney postcode 2107, NSW, Australia",51624,51.624,32.079153600000005,4106,68.43333333333334,1.1405555555555555,driving,2196,2107
"Sydney postcode 2197, NSW, Australia","Sydney postcode 2107, NSW, Australia",53629,53.629,33.3250606,4258,70.96666666666667,1.1827777777777777,driving,2197,2107
"Sydney postcode 2198, NSW, Australia","Sydney postcode 2107, NSW, Australia",54577,54.577,33.9141478,4379,72.98333333333333,1.216388888888889,driving,2198,2107
"Sydney postcode 2199, NSW, Australia","Sydney postcode 2107, NSW, Australia",51486,51.486,31.993400400000002,4074,67.9,1.1316666666666666,driving,2199,2107
"Sydney postcode 2200, NSW, Australia","Sydney postcode 2107, NSW, Australia",51618,51.618,32.075425200000005,4162,69.36666666666666,1.156111111111111,driving,2200,2107
"Sydney postcode 2203, NSW, Australia","Sydney postcode 2107, NSW, Australia",52804,52.804,32.812405600000005,4111,68.51666666666667,1.1419444444444444,driving,2203,2107
"Sydney postcode 2204, NSW, Australia","Sydney postcode 2107, NSW, Australia",53155,53.155,33.030517,4175,69.58333333333333,1.1597222222222223,driving,2204,2107
"Sydney postcode 2205, NSW, Australia","Sydney postcode 2107, NSW, Australia",52447,52.447,32.5905658,3721,62.016666666666666,1.033611111111111,driving,2205,2107
"Sydney postcode 2206, NSW, Australia","Sydney postcode 2107, NSW, Australia",60044,60.044,37.3113416,4276,71.26666666666667,1.1877777777777778,driving,2206,2107
"Sydney postcode 2207, NSW, Australia","Sydney postcode 2107, NSW, Australia",55551,55.551,34.5193914,4141,69.01666666666667,1.1502777777777777,driving,2207,2107
"Sydney postcode 2208, NSW, Australia","Sydney postcode 2107, NSW, Australia",56808,56.808,35.3004912,3886,64.76666666666667,1.0794444444444444,driving,2208,2107
"Sydney postcode 2209, NSW, Australia","Sydney postcode 2107, NSW, Australia",53315,53.315,33.129941,4284,71.4,1.19,driving,2209,2107
"Sydney postcode 2210, NSW, Australia","Sydney postcode 2107, NSW, Australia",62805,62.805,39.027027000000004,4303,71.71666666666667,1.1952777777777779,driving,2210,2107
"Sydney postcode 2211, NSW, Australia","Sydney postcode 2107, NSW, Australia",66050,66.05,41.04347,4407,73.45,1.2241666666666666,driving,2211,2107
"Sydney postcode 2212, NSW, Australia","Sydney postcode 2107, NSW, Australia",65724,65.724,40.8408936,4375,72.91666666666667,1.2152777777777777,driving,2212,2107
"Sydney postcode 2213, NSW, Australia","Sydney postcode 2107, NSW, Australia",67685,67.685,42.059459000000004,4527,75.45,1.2575,driving,2213,2107
"Sydney postcode 2214, NSW, Australia","Sydney postcode 2107, NSW, Australia",68419,68.419,42.5155666,4395,73.25,1.2208333333333334,driving,2214,2107
"Sydney postcode 2216, NSW, Australia","Sydney postcode 2107, NSW, Australia",52423,52.423,32.5756522,3789,63.15,1.0525,driving,2216,2107
"Sydney postcode 2217, NSW, Australia","Sydney postcode 2107, NSW, Australia",55364,55.364,34.403189600000005,4024,67.06666666666666,1.1177777777777778,driving,2217,2107
"Sydney postcode 2218, NSW, Australia","Sydney postcode 2107, NSW, Australia",56825,56.825,35.311055,4189,69.81666666666666,1.1636111111111112,driving,2218,2107
"Sydney postcode 2219, NSW, Australia","Sydney postcode 2107, NSW, Australia",57215,57.215,35.553401,4222,70.36666666666666,1.1727777777777777,driving,2219,2107
"Sydney postcode 2220, NSW, Australia","Sydney postcode 2107, NSW, Australia",59380,59.38,36.898732,4208,70.13333333333334,1.1688888888888889,driving,2220,2107
"Sydney postcode 2221, NSW, Australia","Sydney postcode 2107, NSW, Australia",58461,58.461,36.3276654,4348,72.46666666666667,1.2077777777777778,driving,2221,2107
"Sydney postcode 2222, NSW, Australia","Sydney postcode 2107, NSW, Australia",55157,55.157,34.2745598,4455,74.25,1.2375,driving,2222,2107
"Sydney postcode 2223, NSW, Australia","Sydney postcode 2107, NSW, Australia",58526,58.526,36.3680564,4840,80.66666666666667,1.3444444444444446,driving,2223,2107
"Sydney postcode 2224, NSW, Australia","Sydney postcode 2107, NSW, Australia",62261,62.261,38.6889854,4573,76.21666666666667,1.2702777777777778,driving,2224,2107
"Sydney postcode 2225, NSW, Australia","Sydney postcode 2107, NSW, Australia",67753,67.753,42.1017142,5029,83.81666666666666,1.3969444444444445,driving,2225,2107
"Sydney postcode 2226, NSW, Australia","Sydney postcode 2107, NSW, Australia",68499,68.499,42.5652786,5132,85.53333333333333,1.4255555555555555,driving,2226,2107
"Sydney postcode 2227, NSW, Australia","Sydney postcode 2107, NSW, Australia",66507,66.507,41.327449800000004,5038,83.96666666666667,1.3994444444444445,driving,2227,2107
"Sydney postcode 2228, NSW, Australia","Sydney postcode 2107, NSW, Australia",64190,64.19,39.887666,4799,79.98333333333333,1.3330555555555557,driving,2228,2107
"Sydney postcode 2229, NSW, Australia","Sydney postcode 2107, NSW, Australia",63496,63.496,39.4564144,4741,79.01666666666667,1.3169444444444445,driving,2229,2107
"Sydney postcode 2230, NSW, Australia","Sydney postcode 2107, NSW, Australia",67592,67.592,42.001668800000004,5150,85.83333333333333,1.4305555555555556,driving,2230,2107
"Sydney postcode 2231, NSW, Australia","Sydney postcode 2107, NSW, Australia",70953,70.953,44.0901942,5124,85.4,1.4233333333333333,driving,2231,2107
"Sydney postcode 2232, NSW, Australia","Sydney postcode 2107, NSW, Australia",66799,66.799,41.5088986,4969,82.81666666666666,1.3802777777777777,driving,2232,2107
"Sydney postcode 2233, NSW, Australia","Sydney postcode 2107, NSW, Australia",79885,79.885,49.640539000000004,5792,96.53333333333333,1.6088888888888888,driving,2233,2107
"Sydney postcode 2234, NSW, Australia","Sydney postcode 2107, NSW, Australia",72979,72.979,45.3491506,4780,79.66666666666667,1.3277777777777777,driving,2234,2107
"Sydney postcode 2747, NSW, Australia","Sydney postcode 2107, NSW, Australia",74330,74.33,46.188662,4639,77.31666666666666,1.2886111111111112,driving,2747,2107
"Sydney postcode 2748, NSW, Australia","Sydney postcode 2107, NSW, Australia",83286,83.286,51.753920400000005,4667,77.78333333333333,1.2963888888888888,driving,2748,2107
"Sydney postcode 2749, NSW, Australia","Sydney postcode 2107, NSW, Australia",82232,82.232,51.098964800000005,5268,87.8,1.4633333333333334,driving,2749,2107
"Sydney postcode 2750, NSW, Australia","Sydney postcode 2107, NSW, Australia",90311,90.311,56.1192554,4955,82.58333333333333,1.3763888888888889,driving,2750,2107
"Sydney postcode 2759, NSW, Australia","Sydney postcode 2107, NSW, Australia",77395,77.395,48.093253000000004,4353,72.55,1.2091666666666667,driving,2759,2107
"Sydney postcode 2760, NSW, Australia","Sydney postcode 2107, NSW, Australia",69999,69.999,43.497378600000005,4361,72.68333333333334,1.2113888888888888,driving,2760,2107
"Sydney postcode 2761, NSW, Australia","Sydney postcode 2107, NSW, Australia",61579,61.579,38.265190600000004,3640,60.666666666666664,1.011111111111111,driving,2761,2107
"Sydney postcode 2762, NSW, Australia","Sydney postcode 2107, NSW, Australia",66722,66.722,41.4610508,4044,67.4,1.1233333333333333,driving,2762,2107
"Sydney postcode 2763, NSW, Australia","Sydney postcode 2107, NSW, Australia",61367,61.367,38.133453800000005,3726,62.1,1.035,driving,2763,2107
"Sydney postcode 2765, NSW, Australia","Sydney postcode 2107, NSW, Australia",65402,65.402,40.6408028,4265,71.08333333333333,1.1847222222222222,driving,2765,2107
"Sydney postcode 2766, NSW, Australia","Sydney postcode 2107, NSW, Australia",71135,71.135,44.203289000000005,3996,66.6,1.11,driving,2766,2107
"Sydney postcode 2767, NSW, Australia","Sydney postcode 2107, NSW, Australia",61753,61.753,38.3733142,3774,62.9,1.0483333333333333,driving,2767,2107
"Sydney postcode 2768, NSW, Australia","Sydney postcode 2107, NSW, Australia",55329,55.329,34.381440600000005,3517,58.61666666666667,0.9769444444444444,driving,2768,2107
"Sydney postcode 2769, NSW, Australia","Sydney postcode 2107, NSW, Australia",59385,59.385,36.901839,3866,64.43333333333334,1.073888888888889,driving,2769,2107
"Sydney postcode 2770, NSW, Australia","Sydney postcode 2107, NSW, Australia",67612,67.612,42.014096800000004,4011,66.85,1.1141666666666667,driving,2770,2107
