from,to,m,km,miles,seconds,minutes,hours,mode,source,target
"Sydney postcode 2133, NSW, Australia","Sydney postcode 2145, NSW, Australia",21598,21.598,13.4209972,1668,27.8,0.4633333333333333,driving,2133,2145
"Sydney postcode 2134, NSW, Australia","Sydney postcode 2145, NSW, Australia",18573,18.573,11.5412622,1320,22,0.36666666666666664,driving,2134,2145
"Sydney postcode 2135, NSW, Australia","Sydney postcode 2145, NSW, Australia",17586,17.586,10.9279404,1280,21.333333333333332,0.35555555555555557,driving,2135,2145
"Sydney postcode 2136, NSW, Australia","Sydney postcode 2145, NSW, Australia",18409,18.409,11.439352600000001,1299,21.65,0.36083333333333334,driving,2136,2145
"Sydney postcode 2137, NSW, Australia","Sydney postcode 2145, NSW, Australia",18507,18.507,11.5002498,1206,20.1,0.335,driving,2137,2145
"Sydney postcode 2138, NSW, Australia","Sydney postcode 2145, NSW, Australia",18706,18.706,11.623908400000001,1197,19.95,0.3325,driving,2138,2145
"Sydney postcode 2139, NSW, Australia","Sydney postcode 2145, NSW, Australia",18495,18.495,11.492793,1302,21.7,0.3616666666666667,driving,2139,2145
"Sydney postcode 2140, NSW, Australia","Sydney postcode 2145, NSW, Australia",15590,15.59,9.687626,999,16.65,0.2775,driving,2140,2145
"Sydney postcode 2141, NSW, Australia","Sydney postcode 2145, NSW, Australia",14650,14.65,9.10351,1170,19.5,0.325,driving,2141,2145
"Sydney postcode 2142, NSW, Australia","Sydney postcode 2145, NSW, Australia",7838,7.838,4.870533200000001,720,12,0.2,driving,2142,2145
"Sydney postcode 2143, NSW, Australia","Sydney postcode 2145, NSW, Australia",18491,18.491,11.4903074,1607,26.783333333333335,0.4463888888888889,driving,2143,2145
"Sydney postcode 2144, NSW, Australia","Sydney postcode 2145, NSW, Australia",11393,11.393,7.0796102,1170,19.5,0.325,driving,2144,2145
"Sydney postcode 2145, NSW, Australia","Sydney postcode 2145, NSW, Australia",0,0,0,0,0,0,driving,2145,2145
"Sydney postcode 2146, NSW, Australia","Sydney postcode 2145, NSW, Australia",4251,4.251,2.6415714,560,9.333333333333334,0.15555555555555556,driving,2146,2145
"Sydney postcode 2147, NSW, Australia","Sydney postcode 2145, NSW, Australia",8837,8.837,5.4913118,1019,16.983333333333334,0.28305555555555556,driving,2147,2145
"Sydney postcode 2148, NSW, Australia","Sydney postcode 2145, NSW, Australia",7761,7.761,4.8226854,765,12.75,0.2125,driving,2148,2145
"Sydney postcode 2150, NSW, Australia","Sydney postcode 2145, NSW, Australia",10940,10.94,6.798116,940,15.666666666666666,0.2611111111111111,driving,2150,2145
"Sydney postcode 2151, NSW, Australia","Sydney postcode 2145, NSW, Australia",10432,10.432,6.482444800000001,1078,17.966666666666665,0.29944444444444446,driving,2151,2145
"Sydney postcode 2152, NSW, Australia","Sydney postcode 2145, NSW, Australia",7420,7.42,4.610788,771,12.85,0.21416666666666667,driving,2152,2145
"Sydney postcode 2153, NSW, Australia","Sydney postcode 2145, NSW, Australia",11315,11.315,7.031141000000001,1210,20.166666666666668,0.33611111111111114,driving,2153,2145
"Sydney postcode 2154, NSW, Australia","Sydney postcode 2145, NSW, Australia",15762,15.762,9.7945068,1650,27.5,0.4583333333333333,driving,2154,2145
"Sydney postcode 2155, NSW, Australia","Sydney postcode 2145, NSW, Australia",21926,21.926,13.6248164,1898,31.633333333333333,0.5272222222222223,driving,2155,2145
"Sydney postcode 2156, NSW, Australia","Sydney postcode 2145, NSW, Australia",32050,32.05,19.91587,2532,42.2,0.7033333333333334,driving,2156,2145
"Sydney postcode 2157, NSW, Australia","Sydney postcode 2145, NSW, Australia",39545,39.545,24.573263,3087,51.45,0.8575,driving,2157,2145
"Sydney postcode 2158, NSW, Australia","Sydney postcode 2145, NSW, Australia",20985,20.985,13.040079,2097,34.95,0.5825,driving,2158,2145
"Sydney postcode 2159, NSW, Australia","Sydney postcode 2145, NSW, Australia",35864,35.864,22.2858896,3177,52.95,0.8825,driving,2159,2145
"Sydney postcode 2160, NSW, Australia","Sydney postcode 2145, NSW, Australia",5708,5.708,3.5469512,658,10.966666666666667,0.1827777777777778,driving,2160,2145
"Sydney postcode 2161, NSW, Australia","Sydney postcode 2145, NSW, Australia",9268,9.268,5.7591352,1012,16.866666666666667,0.2811111111111111,driving,2161,2145
"Sydney postcode 2162, NSW, Australia","Sydney postcode 2145, NSW, Australia",14611,14.611,9.0792754,1417,23.616666666666667,0.39361111111111113,driving,2162,2145
"Sydney postcode 2163, NSW, Australia","Sydney postcode 2145, NSW, Australia",14312,14.312,8.8934768,1326,22.1,0.36833333333333335,driving,2163,2145
"Sydney postcode 2164, NSW, Australia","Sydney postcode 2145, NSW, Australia",7225,7.225,4.489615000000001,790,13.166666666666666,0.21944444444444444,driving,2164,2145
"Sydney postcode 2165, NSW, Australia","Sydney postcode 2145, NSW, Australia",9700,9.7,6.02758,968,16.133333333333333,0.2688888888888889,driving,2165,2145
"Sydney postcode 2166, NSW, Australia","Sydney postcode 2145, NSW, Australia",13531,13.531,8.408163400000001,1333,22.216666666666665,0.37027777777777776,driving,2166,2145
"Sydney postcode 2167, NSW, Australia","Sydney postcode 2145, NSW, Australia",36078,36.078,22.4188692,1990,33.166666666666664,0.5527777777777778,driving,2167,2145
"Sydney postcode 2168, NSW, Australia","Sydney postcode 2145, NSW, Australia",17010,17.01,10.570014,1616,26.933333333333334,0.4488888888888889,driving,2168,2145
"Sydney postcode 2170, NSW, Australia","Sydney postcode 2145, NSW, Australia",19241,19.241,11.9563574,1894,31.566666666666666,0.5261111111111111,driving,2170,2145
"Sydney postcode 2171, NSW, Australia","Sydney postcode 2145, NSW, Australia",29793,29.793,18.5133702,1610,26.833333333333332,0.44722222222222224,driving,2171,2145
"Sydney postcode 2172, NSW, Australia","Sydney postcode 2145, NSW, Australia",24561,24.561,15.262205400000001,2261,37.68333333333333,0.6280555555555556,driving,2172,2145
"Sydney postcode 2173, NSW, Australia","Sydney postcode 2145, NSW, Australia",33196,33.196,20.627994400000002,2835,47.25,0.7875,driving,2173,2145
"Sydney postcode 2174, NSW, Australia","Sydney postcode 2145, NSW, Australia",33730,33.73,20.959822000000003,1853,30.883333333333333,0.5147222222222222,driving,2174,2145
"Sydney postcode 2175, NSW, Australia","Sydney postcode 2145, NSW, Australia",20146,20.146,12.5187244,1197,19.95,0.3325,driving,2175,2145
"Sydney postcode 2176, NSW, Australia","Sydney postcode 2145, NSW, Australia",12345,12.345,7.671183,1251,20.85,0.3475,driving,2176,2145
"Sydney postcode 2177, NSW, Australia","Sydney postcode 2145, NSW, Australia",14187,14.187,8.815801800000001,1389,23.15,0.3858333333333333,driving,2177,2145
"Sydney postcode 2178, NSW, Australia","Sydney postcode 2145, NSW, Australia",26215,26.215,16.290001,1451,24.183333333333334,0.40305555555555556,driving,2178,2145
"Sydney postcode 2179, NSW, Australia","Sydney postcode 2145, NSW, Australia",34761,34.761,21.6004854,1969,32.81666666666667,0.5469444444444445,driving,2179,2145
"Sydney postcode 2190, NSW, Australia","Sydney postcode 2145, NSW, Australia",20671,20.671,12.8449594,1438,23.966666666666665,0.39944444444444444,driving,2190,2145
"Sydney postcode 2191, NSW, Australia","Sydney postcode 2145, NSW, Australia",20887,20.887,12.979181800000001,1510,25.166666666666668,0.41944444444444445,driving,2191,2145
"Sydney postcode 2192, NSW, Australia","Sydney postcode 2145, NSW, Australia",23437,23.437,14.5637518,1824,30.4,0.5066666666666667,driving,2192,2145
"Sydney postcode 2193, NSW, Australia","Sydney postcode 2145, NSW, Australia",25223,25.223,15.6735722,1674,27.9,0.465,driving,2193,2145
"Sydney postcode 2194, NSW, Australia","Sydney postcode 2145, NSW, Australia",22571,22.571,14.0256194,1871,31.183333333333334,0.5197222222222222,driving,2194,2145
"Sydney postcode 2195, NSW, Australia","Sydney postcode 2145, NSW, Australia",22232,22.232,13.8149648,1589,26.483333333333334,0.4413888888888889,driving,2195,2145
"Sydney postcode 2196, NSW, Australia","Sydney postcode 2145, NSW, Australia",23150,23.15,14.38541,1714,28.566666666666666,0.4761111111111111,driving,2196,2145
"Sydney postcode 2197, NSW, Australia","Sydney postcode 2145, NSW, Australia",14397,14.397,8.9462958,1529,25.483333333333334,0.4247222222222222,driving,2197,2145
"Sydney postcode 2198, NSW, Australia","Sydney postcode 2145, NSW, Australia",14139,14.139,8.785974600000001,1426,23.766666666666666,0.39611111111111114,driving,2198,2145
"Sydney postcode 2199, NSW, Australia","Sydney postcode 2145, NSW, Australia",19919,19.919,12.377666600000001,1602,26.7,0.445,driving,2199,2145
"Sydney postcode 2200, NSW, Australia","Sydney postcode 2145, NSW, Australia",20432,20.432,12.6964448,1771,29.516666666666666,0.49194444444444446,driving,2200,2145
"Sydney postcode 2203, NSW, Australia","Sydney postcode 2145, NSW, Australia",24355,24.355,15.134197,1663,27.716666666666665,0.46194444444444444,driving,2203,2145
"Sydney postcode 2204, NSW, Australia","Sydney postcode 2145, NSW, Australia",24705,24.705,15.351687,1727,28.783333333333335,0.4797222222222222,driving,2204,2145
"Sydney postcode 2205, NSW, Australia","Sydney postcode 2145, NSW, Australia",31977,31.977,19.870507800000002,2258,37.63333333333333,0.6272222222222222,driving,2205,2145
"Sydney postcode 2206, NSW, Australia","Sydney postcode 2145, NSW, Australia",27943,27.943,17.3637802,2104,35.06666666666667,0.5844444444444444,driving,2206,2145
"Sydney postcode 2207, NSW, Australia","Sydney postcode 2145, NSW, Australia",29409,29.409,18.2747526,2373,39.55,0.6591666666666667,driving,2207,2145
"Sydney postcode 2208, NSW, Australia","Sydney postcode 2145, NSW, Australia",26910,26.91,16.721874,2086,34.766666666666666,0.5794444444444444,driving,2208,2145
"Sydney postcode 2209, NSW, Australia","Sydney postcode 2145, NSW, Australia",24841,24.841,15.436197400000001,1892,31.533333333333335,0.5255555555555556,driving,2209,2145
"Sydney postcode 2210, NSW, Australia","Sydney postcode 2145, NSW, Australia",26809,26.809,16.6591126,2144,35.733333333333334,0.5955555555555555,driving,2210,2145
"Sydney postcode 2211, NSW, Australia","Sydney postcode 2145, NSW, Australia",25721,25.721,15.983029400000001,2182,36.36666666666667,0.6061111111111112,driving,2211,2145
"Sydney postcode 2212, NSW, Australia","Sydney postcode 2145, NSW, Australia",21806,21.806,13.550248400000001,2086,34.766666666666666,0.5794444444444444,driving,2212,2145
"Sydney postcode 2213, NSW, Australia","Sydney postcode 2145, NSW, Australia",20938,20.938,13.0108732,2037,33.95,0.5658333333333333,driving,2213,2145
"Sydney postcode 2214, NSW, Australia","Sydney postcode 2145, NSW, Australia",18360,18.36,11.408904000000001,1802,30.033333333333335,0.5005555555555555,driving,2214,2145
"Sydney postcode 2216, NSW, Australia","Sydney postcode 2145, NSW, Australia",33152,33.152,20.600652800000002,2432,40.53333333333333,0.6755555555555556,driving,2216,2145
"Sydney postcode 2217, NSW, Australia","Sydney postcode 2145, NSW, Australia",32567,32.567,20.237133800000002,2703,45.05,0.7508333333333334,driving,2217,2145
"Sydney postcode 2218, NSW, Australia","Sydney postcode 2145, NSW, Australia",29798,29.798,18.5164772,2476,41.266666666666666,0.6877777777777778,driving,2218,2145
"Sydney postcode 2219, NSW, Australia","Sydney postcode 2145, NSW, Australia",33610,33.61,20.885254,2811,46.85,0.7808333333333334,driving,2219,2145
"Sydney postcode 2220, NSW, Australia","Sydney postcode 2145, NSW, Australia",27122,27.122,16.853610800000002,2119,35.31666666666667,0.5886111111111111,driving,2220,2145
"Sydney postcode 2221, NSW, Australia","Sydney postcode 2145, NSW, Australia",30548,30.548,18.9825272,2442,40.7,0.6783333333333333,driving,2221,2145
"Sydney postcode 2222, NSW, Australia","Sydney postcode 2145, NSW, Australia",26682,26.682,16.5801948,2063,34.38333333333333,0.5730555555555555,driving,2222,2145
"Sydney postcode 2223, NSW, Australia","Sydney postcode 2145, NSW, Australia",30051,30.051,18.673691400000003,2448,40.8,0.68,driving,2223,2145
"Sydney postcode 2224, NSW, Australia","Sydney postcode 2145, NSW, Australia",34349,34.349,21.344468600000003,2666,44.43333333333333,0.7405555555555555,driving,2224,2145
"Sydney postcode 2225, NSW, Australia","Sydney postcode 2145, NSW, Australia",39840,39.84,24.756576000000003,3123,52.05,0.8675,driving,2225,2145
"Sydney postcode 2226, NSW, Australia","Sydney postcode 2145, NSW, Australia",40257,40.257,25.0156998,3078,51.3,0.855,driving,2226,2145
"Sydney postcode 2227, NSW, Australia","Sydney postcode 2145, NSW, Australia",38595,38.595,23.982933000000003,3132,52.2,0.87,driving,2227,2145
"Sydney postcode 2228, NSW, Australia","Sydney postcode 2145, NSW, Australia",36606,36.606,22.7469684,3028,50.46666666666667,0.8411111111111111,driving,2228,2145
"Sydney postcode 2229, NSW, Australia","Sydney postcode 2145, NSW, Australia",38150,38.15,23.70641,3169,52.81666666666667,0.8802777777777778,driving,2229,2145
"Sydney postcode 2230, NSW, Australia","Sydney postcode 2145, NSW, Australia",42103,42.103,26.1628042,3606,60.1,1.0016666666666667,driving,2230,2145
"Sydney postcode 2231, NSW, Australia","Sydney postcode 2145, NSW, Australia",46084,46.084,28.6365976,3592,59.86666666666667,0.9977777777777778,driving,2231,2145
"Sydney postcode 2232, NSW, Australia","Sydney postcode 2145, NSW, Australia",38862,38.862,24.1488468,2862,47.7,0.795,driving,2232,2145
"Sydney postcode 2233, NSW, Australia","Sydney postcode 2145, NSW, Australia",52977,52.977,32.919907800000004,3819,63.65,1.0608333333333333,driving,2233,2145
"Sydney postcode 2234, NSW, Australia","Sydney postcode 2145, NSW, Australia",32650,32.65,20.288710000000002,2555,42.583333333333336,0.7097222222222223,driving,2234,2145
"Sydney postcode 2747, NSW, Australia","Sydney postcode 2145, NSW, Australia",29477,29.477,18.317007800000003,1682,28.033333333333335,0.4672222222222222,driving,2747,2145
"Sydney postcode 2748, NSW, Australia","Sydney postcode 2145, NSW, Australia",28201,28.201,17.5241014,1663,27.716666666666665,0.46194444444444444,driving,2748,2145
"Sydney postcode 2749, NSW, Australia","Sydney postcode 2145, NSW, Australia",38929,38.929,24.1904806,2307,38.45,0.6408333333333334,driving,2749,2145
"Sydney postcode 2750, NSW, Australia","Sydney postcode 2145, NSW, Australia",35226,35.226,21.8894364,1950,32.5,0.5416666666666666,driving,2750,2145
"Sydney postcode 2759, NSW, Australia","Sydney postcode 2145, NSW, Australia",22310,22.31,13.863434000000002,1349,22.483333333333334,0.37472222222222223,driving,2759,2145
"Sydney postcode 2760, NSW, Australia","Sydney postcode 2145, NSW, Australia",26157,26.157,16.2539598,1628,27.133333333333333,0.45222222222222225,driving,2760,2145
"Sydney postcode 2761, NSW, Australia","Sydney postcode 2145, NSW, Australia",20491,20.491,12.733107400000002,1239,20.65,0.3441666666666667,driving,2761,2145
"Sydney postcode 2762, NSW, Australia","Sydney postcode 2145, NSW, Australia",26731,26.731,16.6106434,1657,27.616666666666667,0.4602777777777778,driving,2762,2145
"Sydney postcode 2763, NSW, Australia","Sydney postcode 2145, NSW, Australia",19514,19.514,12.1259996,1779,29.65,0.49416666666666664,driving,2763,2145
"Sydney postcode 2765, NSW, Australia","Sydney postcode 2145, NSW, Australia",26114,26.114,16.2272396,2215,36.916666666666664,0.6152777777777778,driving,2765,2145
"Sydney postcode 2766, NSW, Australia","Sydney postcode 2145, NSW, Australia",14451,14.451,8.979851400000001,954,15.9,0.265,driving,2766,2145
"Sydney postcode 2767, NSW, Australia","Sydney postcode 2145, NSW, Australia",14855,14.855,9.230897,1353,22.55,0.37583333333333335,driving,2767,2145
"Sydney postcode 2768, NSW, Australia","Sydney postcode 2145, NSW, Australia",16041,16.041,9.9678774,1468,24.466666666666665,0.4077777777777778,driving,2768,2145
"Sydney postcode 2769, NSW, Australia","Sydney postcode 2145, NSW, Australia",20097,20.097,12.4882758,1817,30.283333333333335,0.5047222222222222,driving,2769,2145
"Sydney postcode 2770, NSW, Australia","Sydney postcode 2145, NSW, Australia",21753,21.753,13.517314200000001,1361,22.683333333333334,0.37805555555555553,driving,2770,2145
"Sydney postcode 2000, NSW, Australia","Sydney postcode 2107, NSW, Australia",38259,38.259,23.7741426,3139,52.31666666666667,0.8719444444444444,driving,2000,2107
"Sydney postcode 2006, NSW, Australia","Sydney postcode 2107, NSW, Australia",41355,41.355,25.697997,3435,57.25,0.9541666666666667,driving,2006,2107
"Sydney postcode 2007, NSW, Australia","Sydney postcode 2107, NSW, Australia",39956,39.956,24.828658400000002,3165,52.75,0.8791666666666667,driving,2007,2107
"Sydney postcode 2008, NSW, Australia","Sydney postcode 2107, NSW, Australia",40739,40.739,25.3152146,3302,55.03333333333333,0.9172222222222223,driving,2008,2107
"Sydney postcode 2009, NSW, Australia","Sydney postcode 2107, NSW, Australia",39350,39.35,24.452090000000002,3069,51.15,0.8525,driving,2009,2107
"Sydney postcode 2010, NSW, Australia","Sydney postcode 2107, NSW, Australia",39613,39.613,24.6155182,3336,55.6,0.9266666666666666,driving,2010,2107
"Sydney postcode 2011, NSW, Australia","Sydney postcode 2107, NSW, Australia",39821,39.821,24.744769400000003,3251,54.18333333333333,0.9030555555555555,driving,2011,2107
"Sydney postcode 2015, NSW, Australia","Sydney postcode 2107, NSW, Australia",44769,44.769,27.819456600000002,3531,58.85,0.9808333333333333,driving,2015,2107
"Sydney postcode 2016, NSW, Australia","Sydney postcode 2107, NSW, Australia",41842,41.842,26.0006188,3353,55.88333333333333,0.9313888888888889,driving,2016,2107
"Sydney postcode 2017, NSW, Australia","Sydney postcode 2107, NSW, Australia",42404,42.404,26.349845600000002,3346,55.766666666666666,0.9294444444444444,driving,2017,2107
"Sydney postcode 2018, NSW, Australia","Sydney postcode 2107, NSW, Australia",44334,44.334,27.5491476,3382,56.36666666666667,0.9394444444444444,driving,2018,2107
"Sydney postcode 2019, NSW, Australia","Sydney postcode 2107, NSW, Australia",49141,49.141,30.5362174,3656,60.93333333333333,1.0155555555555555,driving,2019,2107
"Sydney postcode 2020, NSW, Australia","Sydney postcode 2107, NSW, Australia",48984,48.984,30.438657600000003,3607,60.11666666666667,1.0019444444444445,driving,2020,2107
"Sydney postcode 2021, NSW, Australia","Sydney postcode 2107, NSW, Australia",41434,41.434,25.7470876,3246,54.1,0.9016666666666666,driving,2021,2107
"Sydney postcode 2022, NSW, Australia","Sydney postcode 2107, NSW, Australia",43521,43.521,27.043949400000002,3490,58.166666666666664,0.9694444444444444,driving,2022,2107
"Sydney postcode 2023, NSW, Australia","Sydney postcode 2107, NSW, Australia",42760,42.76,26.571064,3447,57.45,0.9575,driving,2023,2107
"Sydney postcode 2024, NSW, Australia","Sydney postcode 2107, NSW, Australia",45035,45.035,27.984749,3746,62.43333333333333,1.0405555555555555,driving,2024,2107
"Sydney postcode 2025, NSW, Australia","Sydney postcode 2107, NSW, Australia",41984,41.984,26.0888576,3361,56.016666666666666,0.9336111111111111,driving,2025,2107
"Sydney postcode 2026, NSW, Australia","Sydney postcode 2107, NSW, Australia",45630,45.63,28.354482,3795,63.25,1.0541666666666667,driving,2026,2107
"Sydney postcode 2027, NSW, Australia","Sydney postcode 2107, NSW, Australia",41066,41.066,25.518412400000003,3246,54.1,0.9016666666666666,driving,2027,2107
"Sydney postcode 2028, NSW, Australia","Sydney postcode 2107, NSW, Australia",41363,41.363,25.7029682,3312,55.2,0.92,driving,2028,2107
"Sydney postcode 2029, NSW, Australia","Sydney postcode 2107, NSW, Australia",44240,44.24,27.490736000000002,3618,60.3,1.005,driving,2029,2107
"Sydney postcode 2030, NSW, Australia","Sydney postcode 2107, NSW, Australia",46219,46.219,28.7204866,3792,63.2,1.0533333333333332,driving,2030,2107
"Sydney postcode 2031, NSW, Australia","Sydney postcode 2107, NSW, Australia",43726,43.726,27.1713364,3482,58.03333333333333,0.9672222222222222,driving,2031,2107
"Sydney postcode 2032, NSW, Australia","Sydney postcode 2107, NSW, Australia",44801,44.801,27.839341400000002,3674,61.233333333333334,1.0205555555555557,driving,2032,2107
"Sydney postcode 2033, NSW, Australia","Sydney postcode 2107, NSW, Australia",43639,43.639,27.117274600000002,3260,54.333333333333336,0.9055555555555556,driving,2033,2107
"Sydney postcode 2034, NSW, Australia","Sydney postcode 2107, NSW, Australia",46067,46.067,28.626033800000002,3836,63.93333333333333,1.0655555555555556,driving,2034,2107
"Sydney postcode 2035, NSW, Australia","Sydney postcode 2107, NSW, Australia",49220,49.22,30.585308,3749,62.483333333333334,1.041388888888889,driving,2035,2107
"Sydney postcode 2036, NSW, Australia","Sydney postcode 2107, NSW, Australia",52338,52.338,32.5228332,4001,66.68333333333334,1.111388888888889,driving,2036,2107
"Sydney postcode 2037, NSW, Australia","Sydney postcode 2107, NSW, Australia",40761,40.761,25.3288854,3265,54.416666666666664,0.9069444444444444,driving,2037,2107
"Sydney postcode 2038, NSW, Australia","Sydney postcode 2107, NSW, Australia",42782,42.782,26.584734800000003,3392,56.53333333333333,0.9422222222222222,driving,2038,2107
"Sydney postcode 2039, NSW, Australia","Sydney postcode 2107, NSW, Australia",40630,40.63,25.247482,3423,57.05,0.9508333333333333,driving,2039,2107
"Sydney postcode 2040, NSW, Australia","Sydney postcode 2107, NSW, Australia",43545,43.545,27.058863000000002,3453,57.55,0.9591666666666666,driving,2040,2107
"Sydney postcode 2041, NSW, Australia","Sydney postcode 2107, NSW, Australia",42239,42.239,26.247314600000003,3278,54.63333333333333,0.9105555555555556,driving,2041,2107
"Sydney postcode 2042, NSW, Australia","Sydney postcode 2107, NSW, Australia",42825,42.825,26.611455000000003,3648,60.8,1.0133333333333334,driving,2042,2107
"Sydney postcode 2043, NSW, Australia","Sydney postcode 2107, NSW, Australia",44553,44.553,27.6852342,3734,62.233333333333334,1.0372222222222223,driving,2043,2107
"Sydney postcode 2044, NSW, Australia","Sydney postcode 2107, NSW, Australia",54297,54.297,33.740155800000004,3959,65.98333333333333,1.0997222222222223,driving,2044,2107
"Sydney postcode 2045, NSW, Australia","Sydney postcode 2107, NSW, Australia",49920,49.92,31.020288,3709,61.81666666666667,1.0302777777777778,driving,2045,2107
"Sydney postcode 2046, NSW, Australia","Sydney postcode 2107, NSW, Australia",40797,40.797,25.3512558,3475,57.916666666666664,0.9652777777777778,driving,2046,2107
"Sydney postcode 2047, NSW, Australia","Sydney postcode 2107, NSW, Australia",38712,38.712,24.055636800000002,3300,55,0.9166666666666666,driving,2047,2107
"Sydney postcode 2048, NSW, Australia","Sydney postcode 2107, NSW, Australia",42993,42.993,26.715850200000002,3600,60,1,driving,2048,2107
"Sydney postcode 2049, NSW, Australia","Sydney postcode 2107, NSW, Australia",51771,51.771,32.170499400000004,3873,64.55,1.0758333333333334,driving,2049,2107
"Sydney postcode 2050, NSW, Australia","Sydney postcode 2107, NSW, Australia",42161,42.161,26.1988454,3502,58.36666666666667,0.9727777777777777,driving,2050,2107
"Sydney postcode 2052, NSW, Australia","Sydney postcode 2107, NSW, Australia",43732,43.732,27.1750648,3583,59.71666666666667,0.9952777777777778,driving,2052,2107
"Sydney postcode 2060, NSW, Australia","Sydney postcode 2107, NSW, Australia",34774,34.774,21.6085636,2888,48.13333333333333,0.8022222222222222,driving,2060,2107
"Sydney postcode 2061, NSW, Australia","Sydney postcode 2107, NSW, Australia",35893,35.893,22.3039102,3049,50.81666666666667,0.8469444444444445,driving,2061,2107
"Sydney postcode 2062, NSW, Australia","Sydney postcode 2107, NSW, Australia",33078,33.078,20.554669200000003,2765,46.083333333333336,0.7680555555555556,driving,2062,2107
"Sydney postcode 2063, NSW, Australia","Sydney postcode 2107, NSW, Australia",31869,31.869,19.803396600000003,2641,44.016666666666666,0.7336111111111111,driving,2063,2107
"Sydney postcode 2064, NSW, Australia","Sydney postcode 2107, NSW, Australia",31310,31.31,19.456034000000002,2624,43.733333333333334,0.7288888888888889,driving,2064,2107
"Sydney postcode 2065, NSW, Australia","Sydney postcode 2107, NSW, Australia",32736,32.736,20.3421504,2841,47.35,0.7891666666666667,driving,2065,2107
"Sydney postcode 2066, NSW, Australia","Sydney postcode 2107, NSW, Australia",32149,32.149,19.9773886,2734,45.56666666666667,0.7594444444444445,driving,2066,2107
"Sydney postcode 2067, NSW, Australia","Sydney postcode 2107, NSW, Australia",29771,29.771,18.4996994,2488,41.46666666666667,0.6911111111111111,driving,2067,2107
"Sydney postcode 2068, NSW, Australia","Sydney postcode 2107, NSW, Australia",29571,29.571,18.375419400000002,2370,39.5,0.6583333333333333,driving,2068,2107
"Sydney postcode 2069, NSW, Australia","Sydney postcode 2107, NSW, Australia",26726,26.726,16.6075364,2031,33.85,0.5641666666666667,driving,2069,2107
"Sydney postcode 2070, NSW, Australia","Sydney postcode 2107, NSW, Australia",31682,31.682,19.6871948,2541,42.35,0.7058333333333333,driving,2070,2107
"Sydney postcode 2071, NSW, Australia","Sydney postcode 2107, NSW, Australia",29396,29.396,18.2666744,2251,37.516666666666666,0.6252777777777778,driving,2071,2107
"Sydney postcode 2072, NSW, Australia","Sydney postcode 2107, NSW, Australia",28130,28.13,17.479982,2188,36.46666666666667,0.6077777777777778,driving,2072,2107
"Sydney postcode 2073, NSW, Australia","Sydney postcode 2107, NSW, Australia",29516,29.516,18.341242400000002,2244,37.4,0.6233333333333333,driving,2073,2107
"Sydney postcode 2074, NSW, Australia","Sydney postcode 2107, NSW, Australia",30917,30.917,19.2118238,2508,41.8,0.6966666666666667,driving,2074,2107
"Sydney postcode 2075, NSW, Australia","Sydney postcode 2107, NSW, Australia",23855,23.855,14.823497000000001,1836,30.6,0.51,driving,2075,2107
"Sydney postcode 2076, NSW, Australia","Sydney postcode 2107, NSW, Australia",29474,29.474,18.315143600000003,2263,37.71666666666667,0.6286111111111111,driving,2076,2107
"Sydney postcode 2077, NSW, Australia","Sydney postcode 2107, NSW, Australia",33741,33.741,20.966657400000003,2787,46.45,0.7741666666666667,driving,2077,2107
"Sydney postcode 2079, NSW, Australia","Sydney postcode 2107, NSW, Australia",37241,37.241,23.1415574,2885,48.083333333333336,0.8013888888888889,driving,2079,2107
"Sydney postcode 2080, NSW, Australia","Sydney postcode 2107, NSW, Australia",41107,41.107,25.543889800000002,3064,51.06666666666667,0.8511111111111112,driving,2080,2107
"Sydney postcode 2081, NSW, Australia","Sydney postcode 2107, NSW, Australia",50285,50.285,31.247099000000002,3813,63.55,1.0591666666666666,driving,2081,2107
"Sydney postcode 2082, NSW, Australia","Sydney postcode 2107, NSW, Australia",47482,47.482,29.5053148,3356,55.93333333333333,0.9322222222222222,driving,2082,2107
"Sydney postcode 2083, NSW, Australia","Sydney postcode 2107, NSW, Australia",61002,61.002,37.9066428,3849,64.15,1.0691666666666666,driving,2083,2107
"Sydney postcode 2084, NSW, Australia","Sydney postcode 2107, NSW, Australia",23427,23.427,14.5575378,1946,32.43333333333333,0.5405555555555556,driving,2084,2107
"Sydney postcode 2085, NSW, Australia","Sydney postcode 2107, NSW, Australia",22644,22.644,14.070981600000001,1859,30.983333333333334,0.5163888888888889,driving,2085,2107
"Sydney postcode 2086, NSW, Australia","Sydney postcode 2107, NSW, Australia",22084,22.084,13.722997600000001,1817,30.283333333333335,0.5047222222222222,driving,2086,2107
"Sydney postcode 2087, NSW, Australia","Sydney postcode 2107, NSW, Australia",24778,24.778,15.397049200000001,2028,33.8,0.5633333333333334,driving,2087,2107
"Sydney postcode 2088, NSW, Australia","Sydney postcode 2107, NSW, Australia",31926,31.926,19.838816400000002,2640,44,0.7333333333333333,driving,2088,2107
"Sydney postcode 2089, NSW, Australia","Sydney postcode 2107, NSW, Australia",34198,34.198,21.2506372,2951,49.18333333333333,0.8197222222222222,driving,2089,2107
"Sydney postcode 2090, NSW, Australia","Sydney postcode 2107, NSW, Australia",32412,32.412,20.1408168,2635,43.916666666666664,0.7319444444444444,driving,2090,2107
