Suburb_Code,Suburb_Name,State_Code,State_Name
51566,Heathridge,5,Western Australia
51571,Helena Valley,5,Western Australia
51581,Henley Brook,5,Western Australia
51586,Herdsman,5,Western Australia
51591,Herne Hill,5,Western Australia
51596,High Wycombe,5,Western Australia
51601,Highgate,5,Western Australia
51606,Hillarys,5,Western Australia
51611,Hillman,5,Western Australia
51616,Hilton,5,Western Australia
51621,Hocking,5,Western Australia
51626,Hope Valley,5,Western Australia
51631,Hovea,5,Western Australia
51636,Huntingdale,5,Western Australia
51641,Iluka,5,Western Australia
51646,Inglewood,5,Western Australia
51651,Innaloo,5,Western Australia
51656,Jandakot,5,Western Australia
51661,Jane Brook,5,Western Australia
51671,Jolimont,5,Western Australia
51676,Joondalup,5,Western Australia
51681,Joondanna,5,Western Australia
51686,Kalamunda,5,Western Australia
51691,Kallaroo,5,Western Australia
51696,Karawara,5,Western Australia
51701,Kardinya,5,Western Australia
51711,Karrinyup,5,Western Australia
51716,Kelmscott,5,Western Australia
51721,Kensington,5,Western Australia
51726,Kenwick,5,Western Australia
51731,Kewdale,5,Western Australia
51736,Kiara,5,Western Australia
51741,Kingsley,5,Western Australia
51746,Kinross,5,Western Australia
51751,Koondoola,5,Western Australia
51756,Koongamia,5,Western Australia
51771,Landsdale,5,Western Australia
51776,Langford,5,Western Australia
51781,Lathlain,5,Western Australia
51786,Leda,5,Western Australia
51791,Leederville,5,Western Australia
51796,Leeming,5,Western Australia
51801,Lesmurdie,5,Western Australia
51806,Lockridge,5,Western Australia
51811,Lynwood,5,Western Australia
51816,Maddington,5,Western Australia
51821,Madeley,5,Western Australia
51826,Madora,5,Western Australia
51831,Mahogany Creek,5,Western Australia
51836,Maida Vale,5,Western Australia
51846,Mandurah,5,Western Australia
51851,Manning,5,Western Australia
51856,Marangaroo,5,Western Australia
51861,Marmion,5,Western Australia
51866,Martin,5,Western Australia
51871,Maylands,5,Western Australia
51876,Meadow Springs,5,Western Australia
51881,Medina,5,Western Australia
51886,Melville,5,Western Australia
51891,Menora,5,Western Australia
51896,Merriwa,5,Western Australia
51901,Middle Swan,5,Western Australia
51906,Midland,5,Western Australia
51911,Midvale,5,Western Australia
51916,Mindarie,5,Western Australia
51921,Mirrabooka,5,Western Australia
51926,Morley,5,Western Australia
51931,Mosman Park,5,Western Australia
51936,Mount Claremont,5,Western Australia
51941,Mount Hawthorn,5,Western Australia
51946,Mount Lawley,5,Western Australia
51951,Mount Nasura,5,Western Australia
51956,Mount Pleasant,5,Western Australia
51961,Mullaloo,5,Western Australia
51966,Mundaring,5,Western Australia
51971,Munster,5,Western Australia
51976,Murdoch,5,Western Australia
51981,Myaree,5,Western Australia
51986,Naval Base,5,Western Australia
51991,Nedlands,5,Western Australia
51996,Neerabup,5,Western Australia
52001,Nollamara,5,Western Australia
52006,Noranda,5,Western Australia
52011,North Beach,5,Western Australia
52016,North Fremantle,5,Western Australia
52021,North Lake,5,Western Australia
52026,North Perth,5,Western Australia
52031,North Yunderup,5,Western Australia
52036,Northbridge,5,Western Australia
52041,Nowergup,5,Western Australia
52046,O'Connor,5,Western Australia
52051,Oakford,5,Western Australia
52056,Ocean Reef,5,Western Australia
52061,Orelia,5,Western Australia
52066,Osborne Park,5,Western Australia
52071,Padbury,5,Western Australia
52076,Palmyra,5,Western Australia
52081,Parkerville,5,Western Australia
52086,Parklands,5,Western Australia
52091,Parkwood,5,Western Australia
52096,Parmelia,5,Western Australia
52101,Pearsall,5,Western Australia
52106,Peppermint Grove,5,Western Australia
52111,Perth,5,Western Australia
52116,Pinjarra,5,Western Australia
52121,Port Kennedy,5,Western Australia
52131,Queens Park,5,Western Australia
52136,Quinns Rocks,5,Western Australia
52141,Ravenswood,5,Western Australia
52146,Redcliffe,5,Western Australia
52151,Ridgewood,5,Western Australia
52156,Riverton,5,Western Australia
52161,Rivervale,5,Western Australia
52166,Rockingham,5,Western Australia
52171,Roleystone,5,Western Australia
52176,Rossmoyne,5,Western Australia
52181,Safety Bay,5,Western Australia
52186,Salter Point,5,Western Australia
52191,Samson,5,Western Australia
52196,San Remo,5,Western Australia
52201,Scarborough,5,Western Australia
52206,Secret Harbour,5,Western Australia
52211,Shelley,5,Western Australia
52216,Shenton Park,5,Western Australia
52221,Shoalwater,5,Western Australia
52226,Silver Sands,5,Western Australia
52231,Sinagra,5,Western Australia
52236,Singleton,5,Western Australia
52241,Sorrento,5,Western Australia
52246,South Fremantle,5,Western Australia
52251,South Guildford,5,Western Australia
52256,South Lake,5,Western Australia
52261,South Perth,5,Western Australia
52266,South Yunderup,5,Western Australia
52271,Southern River,5,Western Australia
52276,Spearwood,5,Western Australia
52281,St James,5,Western Australia
52286,Stirling,5,Western Australia
52291,Stoneville,5,Western Australia
52296,Stratton,5,Western Australia
52301,Subiaco,5,Western Australia
52306,Success,5,Western Australia
52311,Swan View,5,Western Australia
52316,Swanbourne,5,Western Australia
52326,Tapping,5,Western Australia
52336,The Vines,5,Western Australia
52341,Thornlie,5,Western Australia
52346,Trigg,5,Western Australia
52351,Tuart Hill,5,Western Australia
52356,Two Rocks,5,Western Australia
52361,Upper Swan,5,Western Australia
52366,Victoria Park,5,Western Australia
52371,Viveash,5,Western Australia
52376,Waikiki,5,Western Australia
52381,Walliston,5,Western Australia
52386,Wandi,5,Western Australia
52391,Wangara,5,Western Australia
52396,Wannanup,5,Western Australia
52401,Wanneroo,5,Western Australia
52406,Warnbro,5,Western Australia
52411,Warwick,5,Western Australia
52416,Waterford,5,Western Australia
52421,Waterman,5,Western Australia
52426,Wattle Grove,5,Western Australia
52431,Wattleup,5,Western Australia
52436,Wellard,5,Western Australia
52446,Wembley,5,Western Australia
52451,Wembley Downs,5,Western Australia
52456,West Leederville,5,Western Australia
52461,West Perth,5,Western Australia
52466,West Swan,5,Western Australia
52471,Westfield,5,Western Australia
52476,Westminster,5,Western Australia
52481,White Gum Valley,5,Western Australia
52491,Willagee,5,Western Australia
52496,Willetton,5,Western Australia
52501,Wilson,5,Western Australia
52506,Winthrop,5,Western Australia
52511,Woodbridge,5,Western Australia
52516,Woodlands,5,Western Australia
52521,Woodvale,5,Western Australia
52526,Yanchep,5,Western Australia
52531,Yangebup,5,Western Australia
52536,Yokine,5,Western Australia
59999,Unclassified WA,5,Western Australia
61006,Acton Park-Roches Beach,6,Tasmania
61011,Austins Ferry,6,Tasmania
61016,Battery Point,6,Tasmania
61021,Bellerive,6,Tasmania
61026,Berriedale,6,Tasmania
61031,Blackmans Bay,6,Tasmania
61036,Bonnet Hill,6,Tasmania
61041,Bridgewater,6,Tasmania
61046,Cambridge,6,Tasmania
61051,Carlton,6,Tasmania
61056,Chigwell,6,Tasmania
61061,Claremont,6,Tasmania
61066,Clarendon Vale,6,Tasmania
61071,Clifton Beach,6,Tasmania
61076,Collinsvale-Glenlusk,6,Tasmania
61081,Cremorne,6,Tasmania
61086,Derwent Park,6,Tasmania
61091,Dodges Ferry,6,Tasmania
61096,Dynnyrne-Tolmans Hill,6,Tasmania
61101,Fern Tree,6,Tasmania
61106,Gagebrook,6,Tasmania
61111,Geilston Bay,6,Tasmania
61116,Glebe-Queen's Domain,6,Tasmania
61121,Glenorchy,6,Tasmania
61126,Goodwood-Dowsings Point,6,Tasmania
61131,Granton,6,Tasmania
61136,Hobart,6,Tasmania
61141,Howden,6,Tasmania
61146,Howrah,6,Tasmania
61151,Huntingfield,6,Tasmania
61156,Kingston,6,Tasmania
61161,Kingston Beach,6,Tasmania
61166,Lauderdale,6,Tasmania
61171,Lenah Valley,6,Tasmania
61176,Lewisham,6,Tasmania
61181,Lindisfarne,6,Tasmania
61186,Lutana,6,Tasmania
61191,Midway Point,6,Tasmania
61196,Montagu Bay,6,Tasmania
61201,Montrose,6,Tasmania
61206,Moonah,6,Tasmania
61211,Mornington,6,Tasmania
61216,Mount Nelson,6,Tasmania
61221,Mount Rumney,6,Tasmania
61226,Mount Stuart,6,Tasmania
61231,New Town,6,Tasmania
61236,North Hobart,6,Tasmania
61241,Oakdowns,6,Tasmania
61246,Old Beach,6,Tasmania
61251,Opossum Bay,6,Tasmania
61256,Otago,6,Tasmania
61261,Primrose Sands,6,Tasmania
61266,Ridgeway,6,Tasmania
61271,Risdon-Risdon Vale,6,Tasmania
61276,Rokeby,6,Tasmania
61281,Rose Bay,6,Tasmania
61286,Rosetta,6,Tasmania
61291,Rosny,6,Tasmania
61301,Sandford,6,Tasmania
61306,Sandy Bay,6,Tasmania
61311,Seven Mile Beach,6,Tasmania
61316,Sorell,6,Tasmania
61321,South Arm,6,Tasmania
61326,South Hobart,6,Tasmania
61331,Taroona,6,Tasmania
61336,Tinderbox,6,Tasmania
61341,Tranmere,6,Tasmania
61346,Warrane,6,Tasmania
61351,West Hobart,6,Tasmania
61356,West Moonah,6,Tasmania
62006,Blackstone Heights,6,Tasmania
62011,East Launceston,6,Tasmania
62016,Hadspen,6,Tasmania
62021,Invermay,6,Tasmania
62026,Kings Meadows,6,Tasmania
62031,Launceston,6,Tasmania
62036,Legana,6,Tasmania
62041,Mayfield,6,Tasmania
62046,Mowbray,6,Tasmania
62051,Newnham,6,Tasmania
62056,Newstead,6,Tasmania
62061,Norwood,6,Tasmania
62066,Prospect,6,Tasmania
62071,Prospect Vale,6,Tasmania
62076,Punchbowl,6,Tasmania
62081,Ravenswood,6,Tasmania
62086,Riverside,6,Tasmania
62091,Rocherlea,6,Tasmania
62096,South Launceston,6,Tasmania
62101,St Leonards,6,Tasmania
62106,Summerhill,6,Tasmania
62111,Trevallyn,6,Tasmania
62116,Waverley,6,Tasmania
62121,West Launceston,6,Tasmania
62126,Youngtown,6,Tasmania
63006,Ambleside,6,Tasmania
63011,Devonport,6,Tasmania
63016,East Devonport,6,Tasmania
63021,Miandetta,6,Tasmania
63026,Quoiba-Spreyton,6,Tasmania
63031,Stony Rise,6,Tasmania
64006,Acton,6,Tasmania
64011,Brooklyn,6,Tasmania
64016,Burnie,6,Tasmania
64021,Cooee,6,Tasmania
64026,Emu Heights,6,Tasmania
64031,Havenview,6,Tasmania
64036,Hillcrest,6,Tasmania
64041,Montello,6,Tasmania
64046,Ocean Vista-Camdale,6,Tasmania
64051,Park Grove,6,Tasmania
64056,Parklands,6,Tasmania
64061,Romaine-Downlands,6,Tasmania
64066,Shorewell Park,6,Tasmania
64071,South Burnie,6,Tasmania
64076,Somerset,6,Tasmania
64081,Upper Burnie,6,Tasmania
64086,Wivenhoe,6,Tasmania
69999,Unclassified TAS,6,Tasmania
71006,Airport (Darwin),7,Northern Territory
71011,Alawa,7,Northern Territory
71016,Anula,7,Northern Territory
71021,Bayview,7,Northern Territory
71026,Berrimah,7,Northern Territory
71031,Brinkin,7,Northern Territory
71041,Coconut Grove,7,Northern Territory
71046,Coonawarra,7,Northern Territory
71051,Darwin City,7,Northern Territory
71061,Fannie Bay,7,Northern Territory
71066,Jingili,7,Northern Territory
71071,Karama,7,Northern Territory
71076,Knuckey Lagoon,7,Northern Territory
71081,Larrakeyah,7,Northern Territory
71086,Leanyer,7,Northern Territory
71091,Ludmilla,7,Northern Territory
71096,Malak,7,Northern Territory
71101,Marrara,7,Northern Territory
71106,Millner,7,Northern Territory
71111,Moil,7,Northern Territory
71116,Nakara,7,Northern Territory
71121,Nightcliff,7,Northern Territory
71126,Parap,7,Northern Territory
71131,Rapid Creek,7,Northern Territory
71136,Stuart Park,7,Northern Territory
71141,The Gardens,7,Northern Territory
71146,The Narrows,7,Northern Territory
71151,Tiwi,7,Northern Territory
71156,Wagaman,7,Northern Territory
71161,Wanguri,7,Northern Territory
71166,Winnellie,7,Northern Territory
71171,Woolner,7,Northern Territory
71176,Wulagi,7,Northern Territory
72006,Bakewell,7,Northern Territory
72011,Driver,7,Northern Territory
72016,Durack,7,Northern Territory
72026,Gray,7,Northern Territory
72031,Gunn,7,Northern Territory
72036,Marlow Lagoon,7,Northern Territory
72041,Moulden,7,Northern Territory
72045,Roseberry,7,Northern Territory
72051,Woodroffe,7,Northern Territory
72056,Yarrawonga,7,Northern Territory
79999,Unclassified NT,7,Northern Territory
89999,Unclassified ACT,8,Australian Capital Territory
99999,Unclassified OT,9,Other Territories
