Suburb_Code,Suburb_Name,State_Code,State_Name
21251,Brighton,2,Victoria
21256,Brighton East,2,Victoria
21261,Broadmeadows,2,Victoria
21266,Brooklyn,2,Victoria
21271,Brunswick,2,Victoria
21276,Brunswick East,2,Victoria
21281,Brunswick West,2,Victoria
21286,Bulleen,2,Victoria
21291,Bundoora,2,Victoria
21296,Burnley,2,Victoria
21301,Burnside,2,Victoria
21306,Burwood,2,Victoria
21311,Burwood East,2,Victoria
21316,Camberwell,2,Victoria
21321,Campbellfield,2,Victoria
21326,Canterbury,2,Victoria
21331,Carlton,2,Victoria
21336,Carlton North,2,Victoria
21341,Carnegie,2,Victoria
21346,Caroline Springs,2,Victoria
21351,Carrum,2,Victoria
21356,Carrum Downs,2,Victoria
21361,Caulfield,2,Victoria
21366,Caulfield East,2,Victoria
21371,Caulfield North,2,Victoria
21376,Caulfield South,2,Victoria
21381,Chadstone,2,Victoria
21386,Chelsea,2,Victoria
21391,Chelsea Heights,2,Victoria
21396,Cheltenham,2,Victoria
21401,Chirnside Park,2,Victoria
21406,Clarinda,2,Victoria
21411,Clayton,2,Victoria
21416,Clayton South,2,Victoria
21421,Clifton Hill,2,Victoria
21426,Coburg,2,Victoria
21431,Coburg North,2,Victoria
21436,Collingwood,2,Victoria
21441,Coolaroo,2,Victoria
21446,Craigieburn,2,Victoria
21451,Cranbourne,2,Victoria
21456,Cranbourne North,2,Victoria
21461,Cranbourne West,2,Victoria
21466,Cremorne,2,Victoria
21471,Croydon,2,Victoria
21476,Croydon Hills,2,Victoria
21481,Croydon North,2,Victoria
21486,Croydon South,2,Victoria
21491,Dallas,2,Victoria
21496,Dandenong,2,Victoria
21501,Dandenong North,2,Victoria
21506,Dandenong South,2,Victoria
21511,Deer Park,2,Victoria
21516,Delahey,2,Victoria
21521,Diamond Creek,2,Victoria
21526,Dingley Village,2,Victoria
21536,Doncaster,2,Victoria
21541,Doncaster East,2,Victoria
21546,Donvale,2,Victoria
21551,Doveton,2,Victoria
21556,Dromana,2,Victoria
21561,Eaglemont,2,Victoria
21566,East Melbourne,2,Victoria
21571,Edithvale,2,Victoria
21576,Elsternwick,2,Victoria
21581,Eltham,2,Victoria
21586,Eltham North,2,Victoria
21591,Elwood,2,Victoria
21596,Endeavour Hills,2,Victoria
21601,Epping,2,Victoria
21606,Essendon,2,Victoria
21611,Essendon North,2,Victoria
21616,Essendon West,2,Victoria
21621,Eumemmerring,2,Victoria
21626,Fairfield,2,Victoria
21631,Fawkner,2,Victoria
21636,Ferntree Gully,2,Victoria
21641,Ferny Creek,2,Victoria
21646,Fitzroy,2,Victoria
21651,Fitzroy North,2,Victoria
21656,Flemington,2,Victoria
21661,Footscray,2,Victoria
21666,Footscray West,2,Victoria
21671,Forest Hill,2,Victoria
21676,Frankston,2,Victoria
21681,Frankston North,2,Victoria
21686,Frankston South,2,Victoria
21691,Gardenvale,2,Victoria
21696,Gladstone Park,2,Victoria
21701,Glen Huntly,2,Victoria
21706,Glen Iris,2,Victoria
21711,Glen Waverley,2,Victoria
21716,Glenroy,2,Victoria
21721,Gowanbrae,2,Victoria
21726,Greensborough,2,Victoria
21731,Greenvale,2,Victoria
21736,Hadfield,2,Victoria
21741,Hallam,2,Victoria
21746,Hampton,2,Victoria
21751,Hampton East,2,Victoria
21756,Hampton Park,2,Victoria
21761,Harkaway,2,Victoria
21766,Hawthorn,2,Victoria
21771,Hawthorn East,2,Victoria
21776,Heatherton,2,Victoria
21781,Heathmont,2,Victoria
21786,Heidelberg,2,Victoria
21791,Heidelberg Heights,2,Victoria
21796,Heidelberg West,2,Victoria
21801,Highett,2,Victoria
21806,Hillside,2,Victoria
21811,Hoppers Crossing,2,Victoria
21816,Hughesdale,2,Victoria
21821,Huntingdale,2,Victoria
21826,Ivanhoe,2,Victoria
21831,Ivanhoe East,2,Victoria
21836,Jacana,2,Victoria
21841,Junction Village,2,Victoria
21846,Kallista,2,Victoria
21851,Kalorama,2,Victoria
21856,Kealba,2,Victoria
21861,Keilor,2,Victoria
21866,Keilor Downs,2,Victoria
21871,Keilor East,2,Victoria
21876,Keilor Lodge,2,Victoria
21881,Keilor Park,2,Victoria
21886,Kensington,2,Victoria
21891,Kew,2,Victoria
21896,Kew East,2,Victoria
21901,Keysborough,2,Victoria
21906,Kilsyth,2,Victoria
21911,Kilsyth South,2,Victoria
21916,Kings Park,2,Victoria
21921,Kingsbury,2,Victoria
21926,Kingsville,2,Victoria
21931,Knoxfield,2,Victoria
21936,Kooyong,2,Victoria
21941,Lalor,2,Victoria
21946,Langwarrin,2,Victoria
21951,Laverton,2,Victoria
21961,Lilydale,2,Victoria
21966,Lower Plenty,2,Victoria
21971,Lyndhurst,2,Victoria
21976,Lysterfield,2,Victoria
21981,Lysterfield South,2,Victoria
21986,Macleod,2,Victoria
21991,Maidstone,2,Victoria
21996,Malvern,2,Victoria
22001,Malvern East,2,Victoria
22006,Maribyrnong,2,Victoria
22011,McCrae,2,Victoria
22016,McKinnon,2,Victoria
22021,Meadow Heights,2,Victoria
22026,Melbourne,2,Victoria
22036,Mentone,2,Victoria
22041,Middle Park,2,Victoria
22046,Mill Park,2,Victoria
22051,Mitcham,2,Victoria
22056,Monbulk,2,Victoria
22061,Mont Albert,2,Victoria
22066,Mont Albert North,2,Victoria
22071,Montmorency,2,Victoria
22076,Montrose,2,Victoria
22081,Moonee Ponds,2,Victoria
22086,Moorabbin,2,Victoria
22091,Mooroolbark,2,Victoria
22096,Mordialloc,2,Victoria
22101,Mornington,2,Victoria
22106,Mount Dandenong,2,Victoria
22111,Mount Eliza,2,Victoria
22116,Mount Evelyn,2,Victoria
22121,Mount Martha,2,Victoria
22126,Mount Waverley,2,Victoria
22131,Mulgrave,2,Victoria
22136,Murrumbeena,2,Victoria
22141,Narre Warren,2,Victoria
22146,Narre Warren North,2,Victoria
22151,Narre Warren South,2,Victoria
22156,Newport,2,Victoria
22161,Niddrie,2,Victoria
22166,Noble Park,2,Victoria
22171,North Melbourne,2,Victoria
22176,North Warrandyte,2,Victoria
22181,Northcote,2,Victoria
22186,Notting Hill,2,Victoria
22191,Nunawading,2,Victoria
22196,Oak Park,2,Victoria
22201,Oakleigh,2,Victoria
22206,Oakleigh East,2,Victoria
22211,Oakleigh South,2,Victoria
22216,Olinda,2,Victoria
22221,Ormond,2,Victoria
22226,Park Orchards,2,Victoria
22231,Parkdale,2,Victoria
22236,Parkville,2,Victoria
22241,Pascoe Vale,2,Victoria
22246,Pascoe Vale South,2,Victoria
22251,Patterson Lakes,2,Victoria
22256,Pearcedale,2,Victoria
22261,Plenty,2,Victoria
22266,Point Cook,2,Victoria
22271,Port Melbourne,2,Victoria
22276,Portsea,2,Victoria
22281,Prahran,2,Victoria
22286,Preston,2,Victoria
22291,Princes Hill,2,Victoria
22296,Research,2,Victoria
22301,Reservoir,2,Victoria
22306,Richmond,2,Victoria
22311,Ringwood,2,Victoria
22316,Ringwood East,2,Victoria
22321,Ringwood North,2,Victoria
22326,Ripponlea,2,Victoria
22331,Rosanna,2,Victoria
22336,Rosebud,2,Victoria
22341,Rosebud West,2,Victoria
22346,Rowville,2,Victoria
22351,Roxburgh Park,2,Victoria
22356,Rye,2,Victoria
22361,Safety Beach,2,Victoria
22366,Saint Helena,2,Victoria
22371,Sandringham,2,Victoria
22376,Sassafras,2,Victoria
22381,Scoresby,2,Victoria
22386,Seabrook,2,Victoria
22391,Seaford,2,Victoria
22396,Seaholme,2,Victoria
22401,Seddon,2,Victoria
22406,Selby,2,Victoria
22411,Sherbrooke,2,Victoria
22416,Skye,2,Victoria
22426,Sorrento,2,Victoria
22431,South Kingsville,2,Victoria
22436,South Melbourne,2,Victoria
22441,South Morang,2,Victoria
22446,South Yarra,2,Victoria
22451,Southbank,2,Victoria
22456,Spotswood,2,Victoria
22461,Springvale,2,Victoria
22466,Springvale South,2,Victoria
22471,St Albans,2,Victoria
22476,St Kilda,2,Victoria
22481,St Kilda East,2,Victoria
22486,St Kilda West,2,Victoria
22491,Strathmore,2,Victoria
22496,Strathmore Heights,2,Victoria
22501,Sunshine,2,Victoria
22506,Sunshine North,2,Victoria
22511,Sunshine West,2,Victoria
22516,Surrey Hills,2,Victoria
22521,Sydenham,2,Victoria
22526,Tarneit,2,Victoria
22531,Taylors Lakes,2,Victoria
22536,Tecoma,2,Victoria
22541,Templestowe,2,Victoria
22546,Templestowe Lower,2,Victoria
22551,The Basin,2,Victoria
22556,The Patch,2,Victoria
22561,Thomastown,2,Victoria
22566,Thornbury,2,Victoria
22571,Toorak,2,Victoria
22576,Tootgarook,2,Victoria
22586,Travancore,2,Victoria
22596,Truganina,2,Victoria
22601,Tullamarine,2,Victoria
22606,Upper Ferntree Gully,2,Victoria
22611,Upwey,2,Victoria
22616,Vermont,2,Victoria
22621,Vermont South,2,Victoria
22626,Viewbank,2,Victoria
22631,Wandin,2,Victoria
22636,Wandin North,2,Victoria
22641,Wantirna,2,Victoria
22646,Wantirna South,2,Victoria
22651,Warrandyte,2,Victoria
22656,Warranwood,2,Victoria
22661,Watsonia,2,Victoria
22666,Watsonia North,2,Victoria
22671,Wattle Glen,2,Victoria
22676,Werribee,2,Victoria
22681,West Melbourne,2,Victoria
22686,Westmeadows,2,Victoria
22691,Wheelers Hill,2,Victoria
22696,Williamstown,2,Victoria
22701,Williamstown North,2,Victoria
22706,Windsor,2,Victoria
22711,Wonga Park,2,Victoria
22716,Wyndham Vale,2,Victoria
22721,Yallambie,2,Victoria
22726,Yarraville,2,Victoria
26006,Bell Park,2,Victoria
26011,Bell Post Hill,2,Victoria
26016,Belmont,2,Victoria
26021,Breakwater,2,Victoria
26026,Corio,2,Victoria
26031,Drumcondra,2,Victoria
26036,East Geelong,2,Victoria
26041,Geelong,2,Victoria
26046,Geelong West,2,Victoria
26051,Grovedale,2,Victoria
26056,Hamlyn Heights,2,Victoria
26061,Herne Hill,2,Victoria
26066,Highton,2,Victoria
26071,Lovely Banks,2,Victoria
26076,Manifold Heights,2,Victoria
26081,Marshall,2,Victoria
26086,Moolap,2,Victoria
26091,Newcomb,2,Victoria
26096,Newtown,2,Victoria
26101,Norlane,2,Victoria
26106,North Geelong,2,Victoria
26111,North Shore,2,Victoria
26116,Rippleside,2,Victoria
26121,South Geelong,2,Victoria
26126,St Albans Park,2,Victoria
26131,Thomson,2,Victoria
26136,Wandana Heights,2,Victoria
26141,Waurn Ponds,2,Victoria
26146,Whittington,2,Victoria
27006,Alfredton,2,Victoria
27011,Bakery Hill,2,Victoria
27016,Ballarat Central,2,Victoria
27021,Ballarat East,2,Victoria
27026,Ballarat North,2,Victoria
27031,Black Hill,2,Victoria
27036,Brown Hill,2,Victoria
27041,Canadian,2,Victoria
27046,Delacombe,2,Victoria
27051,Eureka,2,Victoria
27056,Golden Point,2,Victoria
27061,Invermay Park,2,Victoria
27066,Lake Gardens,2,Victoria
27071,Lake Wendouree,2,Victoria
27076,Mitchell Park,2,Victoria
27081,Mount Clear,2,Victoria
27086,Mount Pleasant,2,Victoria
27091,Nerrina,2,Victoria
27096,Newington,2,Victoria
27101,Redan,2,Victoria
27106,Sebastopol,2,Victoria
27111,Soldiers Hill,2,Victoria
27116,Wendouree,2,Victoria
28006,Ascot,2,Victoria
28011,Bendigo,2,Victoria
28016,California Gully,2,Victoria
28021,Eaglehawk,2,Victoria
28026,East Bendigo,2,Victoria
28031,Epsom,2,Victoria
28036,Flora Hill,2,Victoria
28041,Golden Gully,2,Victoria
28046,Golden Square,2,Victoria
28051,Huntly,2,Victoria
28056,Ironbark,2,Victoria
28061,Jackass Flat,2,Victoria
28066,Junortoun,2,Victoria
28071,Kangaroo Flat,2,Victoria
28076,Kennington,2,Victoria
28081,Long Gully,2,Victoria
28086,North Bendigo,2,Victoria
28091,Quarry Hill,2,Victoria
28096,Sailors Gully,2,Victoria
28101,Spring Gully,2,Victoria
28106,Strathdale,2,Victoria
28111,West Bendigo,2,Victoria
28116,White Hills,2,Victoria
29999,Unclassified VIC,2,Victoria
39999,Unclassified QLD,3,Queensland
41006,Aberfoyle Park,4,South Australia
41011,Adelaide,4,South Australia
41021,Albert Park,4,South Australia
41026,Alberton,4,South Australia
41031,Aldgate,4,South Australia
41036,Aldinga,4,South Australia
41041,Aldinga Beach,4,South Australia
41046,Allenby Gardens,4,South Australia
41051,Andrews Farm,4,South Australia
41056,Angle Park,4,South Australia
41061,Angle Vale,4,South Australia
41066,Ascot Park,4,South Australia
41071,Ashford,4,South Australia
41076,Athelstone,4,South Australia
41081,Athol Park,4,South Australia
41086,Auldana,4,South Australia
41091,Banksia Park,4,South Australia
41096,Beaumont,4,South Australia
41101,Bedford Park,4,South Australia
41106,Belair,4,South Australia
41111,Bellevue Heights,4,South Australia
41116,Beulah Park,4,South Australia
41121,Beverley,4,South Australia
41126,Bibaringa,4,South Australia
41131,Birkenhead,4,South Australia
41136,Black Forest,4,South Australia
41141,Blackwood,4,South Australia
41146,Blair Athol,4,South Australia
41151,Blakeview,4,South Australia
41156,Bolivar,4,South Australia
41161,Bowden,4,South Australia
41166,Brahma Lodge,4,South Australia
41171,Bridgewater,4,South Australia
41176,Brighton,4,South Australia
41181,Broadview,4,South Australia
41186,Brompton,4,South Australia
41191,Brooklyn Park,4,South Australia
41196,Burnside,4,South Australia
41201,Burton,4,South Australia
41206,Camden Park,4,South Australia
41211,Campbelltown,4,South Australia
41216,Cheltenham,4,South Australia
41221,Christie Downs,4,South Australia
41226,Christies Beach,4,South Australia
41231,Clapham,4,South Australia
41236,Clarence Gardens,4,South Australia
41241,Clarence Park,4,South Australia
41246,Clearview,4,South Australia
41251,Clovelly Park,4,South Australia
41256,College Park,4,South Australia
41261,Collinswood,4,South Australia
41266,Colonel Light Gardens,4,South Australia
41271,Coromandel East,4,South Australia
41276,Coromandel Valley,4,South Australia
41281,Cowandilla,4,South Australia
41286,Crafers,4,South Australia
41291,Crafers West,4,South Australia
41296,Craigburn Farm,4,South Australia
41301,Craigmore,4,South Australia
41306,Croydon,4,South Australia
41311,Croydon Park,4,South Australia
41316,Cumberland Park,4,South Australia
41321,Darlington,4,South Australia
41326,Davoren Park,4,South Australia
41331,Daw Park,4,South Australia
41336,Dernancourt,4,South Australia
41341,Devon Park,4,South Australia
41346,Dover Gardens,4,South Australia
41351,Dry Creek,4,South Australia
41356,Dudley Park,4,South Australia
41361,Dulwich,4,South Australia
41366,Eastwood,4,South Australia
41371,Eden Hills,4,South Australia
41376,Edinburgh,4,South Australia
41381,Edwardstown,4,South Australia
41386,Elizabeth,4,South Australia
41391,Elizabeth Downs,4,South Australia
41396,Elizabeth East,4,South Australia
41401,Elizabeth Grove,4,South Australia
41406,Elizabeth North,4,South Australia
41411,Elizabeth Park,4,South Australia
41416,Elizabeth South,4,South Australia
41421,Elizabeth Vale,4,South Australia
41426,Enfield,4,South Australia
41431,Erindale,4,South Australia
41436,Ethelton,4,South Australia
41441,Evandale,4,South Australia
41446,Evanston,4,South Australia
41451,Evanston Gardens,4,South Australia
41456,Evanston Park,4,South Australia
41461,Evanston South,4,South Australia
41466,Everard Park,4,South Australia
41471,Exeter,4,South Australia
41476,Fairview Park,4,South Australia
41481,Felixstow,4,South Australia
41486,Ferryden Park,4,South Australia
41491,Findon,4,South Australia
41496,Firle,4,South Australia
41501,Fitzroy,4,South Australia
41506,Flagstaff Hill,4,South Australia
41511,Flinders Park,4,South Australia
41516,Forestville,4,South Australia
41521,Frewville,4,South Australia
41526,Fulham,4,South Australia
41531,Fulham Gardens,4,South Australia
41536,Fullarton,4,South Australia
41541,Gawler,4,South Australia
41546,Gawler Belt,4,South Australia
41551,Gawler East,4,South Australia
41556,Gawler South,4,South Australia
41561,Gawler West,4,South Australia
41566,Gepps Cross,4,South Australia
41571,Gilberton,4,South Australia
41576,Gilles Plains,4,South Australia
41581,Glandore,4,South Australia
41586,Glanville,4,South Australia
41591,Glen Osmond,4,South Australia
41596,Glenalta,4,South Australia
41601,Glenelg,4,South Australia
41606,Glenelg East,4,South Australia
41611,Glenelg North,4,South Australia
41616,Glenelg South,4,South Australia
41621,Glengowrie,4,South Australia
41626,Glenside,4,South Australia
41631,Glenunga,4,South Australia
41636,Globe Derby Park,4,South Australia
41641,Glynde,4,South Australia
41646,Golden Grove,4,South Australia
41651,Goodwood,4,South Australia
41656,Grange,4,South Australia
41661,Greenacres,4,South Australia
41666,Greenwith,4,South Australia
41671,Hackham,4,South Australia
41676,Hackham West,4,South Australia
41681,Hackney,4,South Australia
41686,Hallett Cove,4,South Australia
41691,Hampstead Gardens,4,South Australia
41696,Happy Valley,4,South Australia
41701,Hawthorn,4,South Australia
41706,Hawthorndene,4,South Australia
41711,Hazelwood Park,4,South Australia
41716,Heathfield,4,South Australia
41721,Heathpool,4,South Australia
41726,Hectorville,4,South Australia
41731,Hendon,4,South Australia
41736,Henley Beach,4,South Australia
41741,Henley Beach South,4,South Australia
41746,Hewett,4,South Australia
41751,Highbury,4,South Australia
41756,Highgate,4,South Australia
41761,Hillbank,4,South Australia
41766,Hillcrest,4,South Australia
41771,Hillier,4,South Australia
41776,Hilton,4,South Australia
41781,Hindmarsh,4,South Australia
41786,Holden Hill,4,South Australia
41791,Hope Valley,4,South Australia
41796,Hove,4,South Australia
41801,Huntfield Heights,4,South Australia
41806,Hyde Park,4,South Australia
41811,Ingle Farm,4,South Australia
41816,Ironbank,4,South Australia
41821,Joslin,4,South Australia
41826,Kensington,4,South Australia
41831,Kensington Gardens,4,South Australia
41836,Kensington Park,4,South Australia
41841,Kent Town,4,South Australia
41846,Keswick,4,South Australia
41851,Kidman Park,4,South Australia
41856,Kilburn,4,South Australia
41861,Kilkenny,4,South Australia
41866,Kings Park,4,South Australia
41871,Kingston Park,4,South Australia
41876,Kingswood,4,South Australia
41881,Klemzig,4,South Australia
41886,Kudla,4,South Australia
41891,Kurralta Park,4,South Australia
41896,Largs Bay,4,South Australia
41901,Largs North,4,South Australia
41906,Leabrook,4,South Australia
41911,Lewiston,4,South Australia
41916,Linden Park,4,South Australia
41921,Lockleys,4,South Australia
41926,Longwood,4,South Australia
41936,Lower Mitcham,4,South Australia
41941,Lynton,4,South Australia
41946,MacDonald Park,4,South Australia
41951,Magill,4,South Australia
41956,Malvern,4,South Australia
41961,Manningham,4,South Australia
41966,Mansfield Park,4,South Australia
41971,Marden,4,South Australia
41976,Marino,4,South Australia
41981,Marion,4,South Australia
41986,Marleston,4,South Australia
41991,Marryatville,4,South Australia
41996,Maslin Beach,4,South Australia
42001,Mawson Lakes,4,South Australia
42006,Maylands,4,South Australia
42011,Medindie,4,South Australia
42016,Medindie Gardens,4,South Australia
42021,Melrose Park,4,South Australia
42026,Mile End,4,South Australia
42031,Millswood,4,South Australia
42036,Mitcham,4,South Australia
42041,Mitchell Park,4,South Australia
42046,Moana,4,South Australia
42051,Modbury,4,South Australia
42056,Modbury Heights,4,South Australia
42061,Modbury North,4,South Australia
42066,Morphett Vale,4,South Australia
42071,Morphettville,4,South Australia
42076,Mount Osmond,4,South Australia
42081,Munno Para,4,South Australia
42086,Munno Para Downs,4,South Australia
42091,Munno Para West,4,South Australia
42096,Mylor,4,South Australia
42101,Myrtle Bank,4,South Australia
42106,Nailsworth,4,South Australia
42111,Netherby,4,South Australia
42116,Netley,4,South Australia
42121,Newton,4,South Australia
42126,Noarlunga Downs,4,South Australia
42131,North Adelaide,4,South Australia
42136,North Brighton,4,South Australia
42141,North Haven,4,South Australia
42146,North Plympton,4,South Australia
42151,Northfield,4,South Australia
42156,Northgate,4,South Australia
42161,Norwood,4,South Australia
42166,Novar Gardens,4,South Australia
42171,O'Halloran Hill,4,South Australia
42176,O'Sullivan Beach,4,South Australia
42181,Oakden,4,South Australia
42186,Oaklands Park,4,South Australia
42191,Old Noarlunga,4,South Australia
42196,Old Reynella,4,South Australia
42201,One Tree Hill,4,South Australia
42206,Onkaparinga Hills,4,South Australia
42211,Osborne,4,South Australia
42216,Ottoway,4,South Australia
42226,Ovingham,4,South Australia
42231,Panorama,4,South Australia
42236,Para Hills,4,South Australia
42241,Para Hills West,4,South Australia
42246,Para Vista,4,South Australia
42251,Paradise,4,South Australia
42261,Parafield Gardens,4,South Australia
42266,Paralowie,4,South Australia
42271,Park Holme,4,South Australia
42276,Parkside,4,South Australia
42281,Pasadena,4,South Australia
42286,Payneham,4,South Australia
42291,Payneham South,4,South Australia
42296,Penfield,4,South Australia
42301,Penfield Gardens,4,South Australia
42306,Pennington,4,South Australia
42311,Peterhead,4,South Australia
42316,Plympton,4,South Australia
42321,Plympton Park,4,South Australia
42326,Pooraka,4,South Australia
42331,Port Adelaide,4,South Australia
42336,Port Noarlunga,4,South Australia
42341,Port Noarlunga South,4,South Australia
42346,Port Willunga,4,South Australia
42351,Prospect,4,South Australia
42356,Queenstown,4,South Australia
42361,Redwood Park,4,South Australia
42371,Renown Park,4,South Australia
42376,Reynella,4,South Australia
42381,Reynella East,4,South Australia
42386,Richmond,4,South Australia
42391,Ridgehaven,4,South Australia
42396,Ridleyton,4,South Australia
42401,Rose Park,4,South Australia
42406,Rosewater,4,South Australia
42411,Rosslyn Park,4,South Australia
42416,Rostrevor,4,South Australia
42421,Royal Park,4,South Australia
42426,Royston Park,4,South Australia
42431,Salisbury,4,South Australia
42436,Salisbury Downs,4,South Australia
42441,Salisbury East,4,South Australia
42446,Salisbury Heights,4,South Australia
42451,Salisbury North,4,South Australia
42456,Salisbury Park,4,South Australia
42461,Salisbury Plain,4,South Australia
42466,Seacliff,4,South Australia
42471,Seacliff Park,4,South Australia
42476,Seacombe Gardens,4,South Australia
42481,Seacombe Heights,4,South Australia
42486,Seaford,4,South Australia
42491,Seaford Rise,4,South Australia
42496,Seaton,4,South Australia
42501,Seaview Downs,4,South Australia
42506,Sefton Park,4,South Australia
42511,Sellicks Beach,4,South Australia
42516,Semaphore,4,South Australia
42521,Semaphore Park,4,South Australia
42526,Semaphore South,4,South Australia
42531,Sheidow Park,4,South Australia
42536,Skye,4,South Australia
42541,Smithfield,4,South Australia
42546,Smithfield Plains,4,South Australia
42551,Somerton Park,4,South Australia
42556,South Brighton,4,South Australia
42561,South Plympton,4,South Australia
42566,Springfield,4,South Australia
42571,St Agnes,4,South Australia
42576,St Georges,4,South Australia
42581,St Marys,4,South Australia
42586,St Morris,4,South Australia
42591,St Peters,4,South Australia
42596,Stepney,4,South Australia
42601,Stirling,4,South Australia
42606,Stonyfell,4,South Australia
42611,Sturt,4,South Australia
42616,Surrey Downs,4,South Australia
42621,Taperoo,4,South Australia
42626,Tea Tree Gully,4,South Australia
42631,Tennyson,4,South Australia
42636,Teringie,4,South Australia
42641,Thebarton,4,South Australia
42646,Thorngate,4,South Australia
42651,Toorak Gardens,4,South Australia
42656,Torrens Park,4,South Australia
42661,Torrensville,4,South Australia
42666,Tranmere,4,South Australia
42671,Trinity Gardens,4,South Australia
42676,Trott Park,4,South Australia
42681,Tusmore,4,South Australia
42686,Uleybury,4,South Australia
42691,Underdale,4,South Australia
42696,Unley,4,South Australia
42701,Unley Park,4,South Australia
42706,Upper Sturt,4,South Australia
42711,Urrbrae,4,South Australia
42716,Vale Park,4,South Australia
42721,Valley View,4,South Australia
42726,Virginia,4,South Australia
42731,Vista,4,South Australia
42736,Walkerville,4,South Australia
42741,Walkley Heights,4,South Australia
42746,Warradale,4,South Australia
42751,Waterloo Corner,4,South Australia
42756,Wattle Park,4,South Australia
42761,Wayville,4,South Australia
42766,Welland,4,South Australia
42771,West Beach,4,South Australia
42776,West Croydon,4,South Australia
42781,West Hindmarsh,4,South Australia
42786,West Lakes,4,South Australia
42791,West Lakes Shore,4,South Australia
42796,West Richmond,4,South Australia
42801,Westbourne Park,4,South Australia
42806,Willaston,4,South Australia
42811,Windsor Gardens,4,South Australia
42816,Wingfield,4,South Australia
42821,Woodcroft,4,South Australia
42826,Woodforde,4,South Australia
42831,Woodville,4,South Australia
42836,Woodville Gardens,4,South Australia
42841,Woodville North,4,South Australia
42846,Woodville Park,4,South Australia
42851,Woodville South,4,South Australia
42856,Woodville West,4,South Australia
42861,Wynn Vale,4,South Australia
42866,Yatala Vale,4,South Australia
49999,Unclassified SA,4,South Australia
51006,Alexander Heights,5,Western Australia
51011,Alfred Cove,5,Western Australia
51021,Applecross,5,Western Australia
51026,Ardross,5,Western Australia
51031,Armadale,5,Western Australia
51036,Ascot,5,Western Australia
51041,Ashby,5,Western Australia
51046,Ashfield,5,Western Australia
51051,Attadale,5,Western Australia
51056,Atwell,5,Western Australia
51061,Balcatta,5,Western Australia
51066,Balga,5,Western Australia
51071,Ballajura,5,Western Australia
51076,Banjup,5,Western Australia
51081,Banksia Grove,5,Western Australia
51086,Bassendean,5,Western Australia
51091,Bateman,5,Western Australia
51096,Bayswater,5,Western Australia
51101,Beaconsfield,5,Western Australia
51106,Beckenham,5,Western Australia
51111,Bedford,5,Western Australia
51116,Beechboro,5,Western Australia
51121,Beeliar,5,Western Australia
51126,Beldon,5,Western Australia
51131,Belhus,5,Western Australia
51136,Bellevue,5,Western Australia
51141,Belmont,5,Western Australia
51146,Bentley,5,Western Australia
51151,Bertram,5,Western Australia
51156,Bibra Lake,5,Western Australia
51161,Bickley,5,Western Australia
51166,Bicton,5,Western Australia
51171,Booragoon,5,Western Australia
51176,Bouvard,5,Western Australia
51181,Boya,5,Western Australia
51186,Brentwood,5,Western Australia
51191,Brookdale,5,Western Australia
51196,Bull Creek,5,Western Australia
51201,Burns,5,Western Australia
51206,Burswood,5,Western Australia
51216,Byford,5,Western Australia
51221,Calista,5,Western Australia
51226,Canning Vale,5,Western Australia
51231,Cannington,5,Western Australia
51236,Carabooda,5,Western Australia
51241,Carine,5,Western Australia
51246,Carlisle,5,Western Australia
51251,Carmel,5,Western Australia
51256,Carramar,5,Western Australia
51266,Caversham,5,Western Australia
51271,Churchlands,5,Western Australia
51276,City Beach,5,Western Australia
51281,Claremont,5,Western Australia
51286,Clarkson,5,Western Australia
51291,Cloverdale,5,Western Australia
51296,Como,5,Western Australia
51301,Connolly,5,Western Australia
51306,Coodanup,5,Western Australia
51311,Coogee,5,Western Australia
51316,Coolbellup,5,Western Australia
51321,Coolbinia,5,Western Australia
51326,Cooloongup,5,Western Australia
51331,Cottesloe,5,Western Australia
51336,Craigie,5,Western Australia
51341,Crawley,5,Western Australia
51351,Currambine,5,Western Australia
51356,Daglish,5,Western Australia
51361,Dalkeith,5,Western Australia
51366,Darling Downs,5,Western Australia
51371,Darlington,5,Western Australia
51376,Dawesville,5,Western Australia
51381,Dianella,5,Western Australia
51386,Doubleview,5,Western Australia
51391,Dudley Park,5,Western Australia
51396,Duncraig,5,Western Australia
51401,East Cannington,5,Western Australia
51406,East Fremantle,5,Western Australia
51411,East Perth,5,Western Australia
51416,East Rockingham,5,Western Australia
51421,East Victoria Park,5,Western Australia
51426,Eden Hill,5,Western Australia
51431,Edgewater,5,Western Australia
51441,Ellenbrook,5,Western Australia
51446,Embleton,5,Western Australia
51451,Erskine,5,Western Australia
51456,Falcon,5,Western Australia
51461,Ferndale,5,Western Australia
51466,Floreat,5,Western Australia
51471,Forrestdale,5,Western Australia
51476,Forrestfield,5,Western Australia
51481,Fremantle,5,Western Australia
51486,Furnissdale,5,Western Australia
51491,Girrawheen,5,Western Australia
51496,Glen Forrest,5,Western Australia
51501,Glendalough,5,Western Australia
51506,Golden Bay,5,Western Australia
51511,Gooseberry Hill,5,Western Australia
51516,Gosnells,5,Western Australia
51521,Greenfields,5,Western Australia
51526,Greenmount,5,Western Australia
51531,Greenwood,5,Western Australia
51536,Guildford,5,Western Australia
51541,Gwelup,5,Western Australia
51546,Halls Head,5,Western Australia
51551,Hamersley,5,Western Australia
51556,Hamilton Hill,5,Western Australia
51561,Hazelmere,5,Western Australia
