"RA_2006_CODE","RA_2006_NAME","SSC_2006_CODE","SSC_2006_NAME","RATIO","PERCENT"
"30","Major Cities of Australia","31043","Barellan Point (Ipswich City)",1,100
"30","Major Cities of Australia","31045","Basin Pocket (Ipswich City)",1,100
"30","Major Cities of Australia","31047","Beenleigh (Gold Coast City)",1,100
"30","Major Cities of Australia","31049","Bellbird Park (Ipswich City)",1,100
"30","Major Cities of Australia","31051","Bellbowrie (Brisbane City)",1,100
"30","Major Cities of Australia","31053","Bellmere (Caboolture Shire)",1,100
"30","Major Cities of Australia","31055","Belmont (Brisbane City)",1,100
"30","Major Cities of Australia","31057","Berrinba (Logan City)",1,100
"30","Major Cities of Australia","31059","Bethania (Gold Coast City)",1,100
"30","Major Cities of Australia","31061","Birkdale (Redland Shire)",1,100
"30","Major Cities of Australia","31063","Blackstone (Ipswich City)",1,100
"30","Major Cities of Australia","31065","Boondall (Brisbane City)",1,100
"30","Major Cities of Australia","31067","Booval (Ipswich City)",1,100
"30","Major Cities of Australia","31069","Boronia Heights (Logan City)",1,100
"30","Major Cities of Australia","31071","Bowen Hills (Brisbane City)",1,100
"30","Major Cities of Australia","31073","Bracken Ridge (Brisbane City)",1,100
"30","Major Cities of Australia","31075","Brassall (Ipswich City)",1,100
"30","Major Cities of Australia","31077","Bray Park (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31079","Brendale (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31081","Bridgeman Downs (Brisbane City)",1,100
"30","Major Cities of Australia","31083","Brighton (Brisbane City)",1,100
"30","Major Cities of Australia","31085","Brookfield (Brisbane City)",1,100
"30","Major Cities of Australia","31087","Browns Plains (Logan City)",1,100
"30","Major Cities of Australia","31089","Bulimba (Brisbane City)",1,100
"30","Major Cities of Australia","31091","Bundamba (Ipswich City)",1,100
"30","Major Cities of Australia","31093","Bunya (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31095","Burpengary (Caboolture Shire)",1,100
"30","Major Cities of Australia","31097","Caboolture South (Caboolture Shire)",1,100
"30","Major Cities of Australia","31099","Caboolture (Caboolture Shire)",1,100
"30","Major Cities of Australia","31101","Calamvale (Brisbane City)",1,100
"30","Major Cities of Australia","31103","Camira (Ipswich City)",1,100
"30","Major Cities of Australia","31105","Camp Hill (Brisbane City)",1,100
"30","Major Cities of Australia","31107","Cannon Hill (Brisbane City)",1,100
"30","Major Cities of Australia","31109","Capalaba West (Brisbane City)",1,100
"30","Major Cities of Australia","31111","Capalaba (Redland Shire)",1,100
"30","Major Cities of Australia","31113","Carina Heights (Brisbane City)",1,100
"30","Major Cities of Australia","31115","Carina (Brisbane City)",1,100
"30","Major Cities of Australia","31117","Carindale (Brisbane City)",1,100
"30","Major Cities of Australia","31119","Carole Park (Brisbane City)",1,100
"30","Major Cities of Australia","31121","Carole Park (Ipswich City)",1,100
"30","Major Cities of Australia","31123","Carseldine (Brisbane City)",1,100
"30","Major Cities of Australia","31125","Cashmere (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31127","Chandler (Brisbane City)",1,100
"30","Major Cities of Australia","31129","Chapel Hill (Brisbane City)",1,100
"30","Major Cities of Australia","31131","Chelmer (Brisbane City)",1,100
"30","Major Cities of Australia","31133","Chermside West (Brisbane City)",1,100
"30","Major Cities of Australia","31135","Chermside (Brisbane City)",1,100
"30","Major Cities of Australia","31137","Churchill (Ipswich City)",1,100
"30","Major Cities of Australia","31139","Chuwar (Ipswich City)",1,100
"30","Major Cities of Australia","31141","City (Brisbane City)",1,100
"30","Major Cities of Australia","31143","Clayfield (Brisbane City)",1,100
"30","Major Cities of Australia","31145","Cleveland (Redland Shire)",1,100
"30","Major Cities of Australia","31147","Clontarf (Redcliffe City)",1,100
"30","Major Cities of Australia","31149","Coalfalls (Ipswich City)",1,100
"30","Major Cities of Australia","31151","Collingwood Park (Ipswich City)",1,100
"30","Major Cities of Australia","31153","Coopers Plains (Brisbane City)",1,100
"30","Major Cities of Australia","31155","Coorparoo (Brisbane City)",1,100
"30","Major Cities of Australia","31157","Corinda (Brisbane City)",1,100
"30","Major Cities of Australia","31159","Cornubia (Logan City)",1,100
"30","Major Cities of Australia","31161","Crestmead (Logan City)",1,100
"30","Major Cities of Australia","31163","Daisy Hill (Logan City)",1,100
"30","Major Cities of Australia","31165","Dakabin (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31167","Darra (Brisbane City)",1,100
"30","Major Cities of Australia","31169","Deagon (Brisbane City)",1,100
"30","Major Cities of Australia","31171","Deception Bay (Caboolture Shire)",1,100
"30","Major Cities of Australia","31173","Dinmore (Ipswich City)",1,100
"30","Major Cities of Australia","31175","Doolandella (Brisbane City)",1,100
"30","Major Cities of Australia","31177","Drewvale (Brisbane City)",1,100
"30","Major Cities of Australia","31179","Durack (Brisbane City)",1,100
"30","Major Cities of Australia","31181","Dutton Park (Brisbane City)",1,100
"30","Major Cities of Australia","31183","Eagle Farm (Brisbane City)",1,100
"30","Major Cities of Australia","31185","Eagleby (Gold Coast City)",1,100
"30","Major Cities of Australia","31187","East Brisbane (Brisbane City)",1,100
"30","Major Cities of Australia","31189","East Ipswich (Ipswich City)",1,100
"30","Major Cities of Australia","31191","Eastern Heights (Ipswich City)",1,100
"30","Major Cities of Australia","31193","Eatons Hill (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31195","Ebbw Vale (Ipswich City)",1,100
"30","Major Cities of Australia","31197","Edens Landing (Gold Coast City)",1,100
"30","Major Cities of Australia","31199","Eight Mile Plains (Brisbane City)",1,100
"30","Major Cities of Australia","31201","Elimbah (Caboolture Shire)",1,100
"30","Major Cities of Australia","31203","Ellen Grove (Brisbane City)",1,100
"30","Major Cities of Australia","31205","Enoggera (Brisbane City)",1,100
"30","Major Cities of Australia","31207","Everton Hills (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31209","Everton Park (Brisbane City)",1,100
"30","Major Cities of Australia","31211","Fairfield (Brisbane City)",1,100
"30","Major Cities of Australia","31213","Ferny Grove (Brisbane City)",1,100
"30","Major Cities of Australia","31215","Ferny Hills (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31217","Fig Tree Pocket (Brisbane City)",1,100
"30","Major Cities of Australia","31219","Fitzgibbon (Brisbane City)",1,100
"30","Major Cities of Australia","31221","Flinders View (Ipswich City)",1,100
"30","Major Cities of Australia","31223","Forest Lake (Brisbane City)",1,100
"30","Major Cities of Australia","31225","Forestdale (Logan City)",1,100
"30","Major Cities of Australia","31227","Fortitude Valley (Brisbane City)",1,100
"30","Major Cities of Australia","31229","Gailes (Ipswich City)",1,100
"30","Major Cities of Australia","31231","Gaythorne (Brisbane City)",1,100
"30","Major Cities of Australia","31233","Geebung (Brisbane City)",1,100
"30","Major Cities of Australia","31235","Goodna (Ipswich City)",1,100
"30","Major Cities of Australia","31237","Gordon Park (Brisbane City)",1,100
"30","Major Cities of Australia","31239","Graceville (Brisbane City)",1,100
"30","Major Cities of Australia","31241","Grange (Brisbane City)",1,100
"30","Major Cities of Australia","31243","Greenbank (Logan City)",1,100
"30","Major Cities of Australia","31245","Greenslopes (Brisbane City)",1,100
"30","Major Cities of Australia","31247","Griffin (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31249","Gumdale (Brisbane City)",1,100
"30","Major Cities of Australia","31251","Hamilton (Brisbane City)",1,100
"30","Major Cities of Australia","31253","Hawthorne (Brisbane City)",1,100
"30","Major Cities of Australia","31255","Heathwood (Brisbane City)",1,100
"30","Major Cities of Australia","31257","Hemmant (Brisbane City)",1,100
"30","Major Cities of Australia","31259","Hendra (Brisbane City)",1,100
"30","Major Cities of Australia","31261","Heritage Park (Logan City)",1,100
"30","Major Cities of Australia","31263","Herston (Brisbane City)",1,100
"30","Major Cities of Australia","31265","Highgate Hill (Brisbane City)",1,100
"30","Major Cities of Australia","31267","Hillcrest (Logan City)",1,100
"30","Major Cities of Australia","31269","Holland Park West (Brisbane City)",1,100
"30","Major Cities of Australia","31271","Holland Park (Brisbane City)",1,100
"30","Major Cities of Australia","31273","Holmview (Gold Coast City)",1,100
"30","Major Cities of Australia","31275","Inala (Brisbane City)",1,100
"30","Major Cities of Australia","31277","Indooroopilly (Brisbane City)",1,100
"30","Major Cities of Australia","31279","Ipswich (Ipswich City)",1,100
"30","Major Cities of Australia","31281","Jamboree Heights (Brisbane City)",1,100
"30","Major Cities of Australia","31283","Jindalee (Brisbane City)",1,100
"30","Major Cities of Australia","31285","Joyner (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31287","Kallangur (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31289","Kangaroo Point (Brisbane City)",1,100
"30","Major Cities of Australia","31291","Karalee (Ipswich City)",1,100
"30","Major Cities of Australia","31293","Karana Downs (Brisbane City)",1,100
"30","Major Cities of Australia","31295","Karawatha (Brisbane City)",1,100
"30","Major Cities of Australia","31297","Kedron (Brisbane City)",1,100
"30","Major Cities of Australia","31299","Kelvin Grove (Brisbane City)",1,100
"30","Major Cities of Australia","31301","Kenmore Hills (Brisbane City)",1,100
"30","Major Cities of Australia","31303","Kenmore (Brisbane City)",1,100
"30","Major Cities of Australia","31305","Keperra (Brisbane City)",1,100
"30","Major Cities of Australia","31307","Kingston (Logan City)",1,100
"30","Major Cities of Australia","31309","Kippa-ring (Redcliffe City)",1,100
"30","Major Cities of Australia","31311","Kuraby (Brisbane City)",1,100
"30","Major Cities of Australia","31313","Larapinta (Brisbane City)",1,100
"30","Major Cities of Australia","31315","Lawnton (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31317","Leichhardt (Ipswich City)",1,100
"30","Major Cities of Australia","31319","Logan Central (Logan City)",1,100
"30","Major Cities of Australia","31321","Loganholme (Logan City)",1,100
"30","Major Cities of Australia","31323","Loganlea (Logan City)",1,100
"30","Major Cities of Australia","31325","Lota (Brisbane City)",1,100
"30","Major Cities of Australia","31327","Lutwyche (Brisbane City)",1,100
"30","Major Cities of Australia","31329","Lytton (Brisbane City)",1,100
"30","Major Cities of Australia","31331","Macgregor (Brisbane City)",1,100
"30","Major Cities of Australia","31333","Mackenzie (Brisbane City)",1,100
"30","Major Cities of Australia","31335","Mango Hill (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31337","Manly West (Brisbane City)",1,100
"30","Major Cities of Australia","31339","Manly (Brisbane City)",1,100
"30","Major Cities of Australia","31341","Mansfield (Brisbane City)",1,100
"30","Major Cities of Australia","31343","Margate (Redcliffe City)",1,100
"30","Major Cities of Australia","31345","Marsden (Logan City)",1,100
"30","Major Cities of Australia","31347","McDowall (Brisbane City)",1,100
"30","Major Cities of Australia","31349","Meadowbrook (Logan City)",1,100
"30","Major Cities of Australia","31351","Middle Park (Brisbane City)",1,100
"30","Major Cities of Australia","31353","Milton (Brisbane City)",1,100
"30","Major Cities of Australia","31355","Mitchelton (Brisbane City)",1,100
"30","Major Cities of Australia","31357","Moores Pocket (Ipswich City)",1,100
"30","Major Cities of Australia","31359","Moorooka (Brisbane City)",1,100
"30","Major Cities of Australia","31361","Morayfield (Caboolture Shire)",1,100
"30","Major Cities of Australia","31363","Morningside (Brisbane City)",1,100
"30","Major Cities of Australia","31365","Mount Gravatt East (Brisbane City)",1,100
"30","Major Cities of Australia","31367","Mount Gravatt (Brisbane City)",1,100
"30","Major Cities of Australia","31369","Mount Ommaney (Brisbane City)",1,100
"30","Major Cities of Australia","31371","Mount Warren Park (Gold Coast City)",1,100
"30","Major Cities of Australia","31373","Munruben (Beaudesert Shire)",1,100
"30","Major Cities of Australia","31375","Murarrie (Brisbane City)",1,100
"30","Major Cities of Australia","31377","Murrumba Downs (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31379","Narangba (Caboolture Shire)",1,100
"30","Major Cities of Australia","31381","Nathan (Brisbane City)",1,100
"30","Major Cities of Australia","31383","New Farm (Brisbane City)",1,100
"30","Major Cities of Australia","31385","Newmarket (Brisbane City)",1,100
"30","Major Cities of Australia","31387","Newstead (Brisbane City)",1,100
"30","Major Cities of Australia","31389","Newtown (Ipswich City)",1,100
"30","Major Cities of Australia","31391","Norman Park (Brisbane City)",1,100
"30","Major Cities of Australia","31393","North Booval (Ipswich City)",1,100
"30","Major Cities of Australia","31395","North Ipswich (Ipswich City)",1,100
"30","Major Cities of Australia","31397","North Tivoli (Ipswich City)",1,100
"30","Major Cities of Australia","31399","Northgate (Brisbane City)",1,100
"30","Major Cities of Australia","31401","Nudgee Beach (Brisbane City)",1,100
"30","Major Cities of Australia","31403","Nudgee (Brisbane City)",1,100
"30","Major Cities of Australia","31405","Nundah (Brisbane City)",1,100
"30","Major Cities of Australia","31407","One Mile (Ipswich City)",1,100
"30","Major Cities of Australia","31409","Ormeau Hills (Gold Coast City)",1,100
"30","Major Cities of Australia","31411","Ormeau (Gold Coast City)",1,100
"30","Major Cities of Australia","31413","Ormiston (Redland Shire)",1,100
"30","Major Cities of Australia","31415","Oxley (Brisbane City)",1,100
"30","Major Cities of Australia","31417","Paddington (Brisbane City)",1,100
"30","Major Cities of Australia","31419","Pallara (Brisbane City)",1,100
"30","Major Cities of Australia","31421","Park Ridge South (Beaudesert Shire)",1,100
"30","Major Cities of Australia","31423","Park Ridge (Logan City)",1,100
"30","Major Cities of Australia","31425","Parkinson (Brisbane City)",1,100
"30","Major Cities of Australia","31427","Petrie (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31429","Pimpama (Gold Coast City)",1,100
"30","Major Cities of Australia","31431","Pinkenba (Brisbane City)",1,100
"30","Major Cities of Australia","31433","Raceview (Ipswich City)",1,100
"30","Major Cities of Australia","31435","Ransome (Brisbane City)",1,100
"30","Major Cities of Australia","31437","Red Hill (Brisbane City)",1,100
"30","Major Cities of Australia","31439","Redbank Plains (Ipswich City)",1,100
"30","Major Cities of Australia","31441","Redbank (Ipswich City)",1,100
"30","Major Cities of Australia","31443","Redcliffe (Redcliffe City)",1,100
"30","Major Cities of Australia","31445","Redland Bay (Redland Shire)",1,100
"30","Major Cities of Australia","31447","Regents Park (Logan City)",1,100
"30","Major Cities of Australia","31449","Richlands (Brisbane City)",1,100
"30","Major Cities of Australia","31451","Ripley (Ipswich City)",1,100
"30","Major Cities of Australia","31453","Riverhills (Brisbane City)",1,100
"30","Major Cities of Australia","31455","Riverview (Ipswich City)",1,100
"30","Major Cities of Australia","31457","Robertson (Brisbane City)",1,100
"30","Major Cities of Australia","31459","Rochedale South (Logan City)",1,100
"30","Major Cities of Australia","31461","Rocklea (Brisbane City)",1,100
"30","Major Cities of Australia","31463","Rothwell (Redcliffe City)",1,100
"30","Major Cities of Australia","31465","Runcorn (Brisbane City)",1,100
"30","Major Cities of Australia","31467","Sadliers Crossing (Ipswich City)",1,100
"30","Major Cities of Australia","31469","Salisbury (Brisbane City)",1,100
"30","Major Cities of Australia","31471","Sandgate (Brisbane City)",1,100
"30","Major Cities of Australia","31473","Scarborough (Redcliffe City)",1,100
"30","Major Cities of Australia","31475","Seven Hills (Brisbane City)",1,100
"30","Major Cities of Australia","31477","Seventeen Mile Rocks (Brisbane City)",1,100
"30","Major Cities of Australia","31479","Shailer Park (Logan City)",1,100
"30","Major Cities of Australia","31481","Sherwood (Brisbane City)",1,100
"30","Major Cities of Australia","31483","Shorncliffe (Brisbane City)",1,100
"30","Major Cities of Australia","31485","Silkstone (Ipswich City)",1,100
"30","Major Cities of Australia","31487","Sinnamon Park (Brisbane City)",1,100
"30","Major Cities of Australia","31489","Slacks Creek (Logan City)",1,100
"30","Major Cities of Australia","31491","South Brisbane (Brisbane City)",1,100
"30","Major Cities of Australia","31493","Spring Hill (Brisbane City)",1,100
"30","Major Cities of Australia","31495","Springfield (Ipswich City)",1,100
"30","Major Cities of Australia","31497","Springwood (Logan City)",1,100
"30","Major Cities of Australia","31499","St Lucia (Brisbane City)",1,100
"30","Major Cities of Australia","31501","Stafford Heights (Brisbane City)",1,100
"30","Major Cities of Australia","31503","Stafford (Brisbane City)",1,100
"30","Major Cities of Australia","31505","Strathpine (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31507","Stretton (Brisbane City)",1,100
"30","Major Cities of Australia","31509","Sumner (Brisbane City)",1,100
"30","Major Cities of Australia","31511","Sunnybank Hills (Brisbane City)",1,100
"30","Major Cities of Australia","31513","Sunnybank (Brisbane City)",1,100
"30","Major Cities of Australia","31515","Taigum (Brisbane City)",1,100
"30","Major Cities of Australia","31517","Tanah Merah (Logan City)",1,100
"30","Major Cities of Australia","31519","Taringa (Brisbane City)",1,100
"30","Major Cities of Australia","31521","Tarragindi (Brisbane City)",1,100
"30","Major Cities of Australia","31523","Tennyson (Brisbane City)",1,100
"30","Major Cities of Australia","31525","The Gap (Brisbane City)",1,100
"30","Major Cities of Australia","31527","Thorneside (Redland Shire)",1,100
"30","Major Cities of Australia","31529","Thornlands (Redland Shire)",1,100
"30","Major Cities of Australia","31531","Tingalpa (Brisbane City)",1,100
"30","Major Cities of Australia","31533","Tivoli (Ipswich City)",1,100
"30","Major Cities of Australia","31535","Toowong (Brisbane City)",1,100
"30","Major Cities of Australia","31537","Underwood (Logan City)",1,100
"30","Major Cities of Australia","31539","Upper Caboolture (Caboolture Shire)",1,100
"30","Major Cities of Australia","31541","Upper Kedron (Brisbane City)",1,100
"30","Major Cities of Australia","31543","Upper Mount Gravatt (Brisbane City)",1,100
"30","Major Cities of Australia","31545","Victoria Point (Redland Shire)",1,100
"30","Major Cities of Australia","31547","Virginia (Brisbane City)",1,100
"30","Major Cities of Australia","31549","Wacol (Brisbane City)",1,100
"30","Major Cities of Australia","31551","Wakerley (Brisbane City)",1,100
"30","Major Cities of Australia","31553","Walloon (Ipswich City)",1,100
"30","Major Cities of Australia","31555","Warner (Pine Rivers Shire)",1,100
"30","Major Cities of Australia","31557","Waterford West (Logan City)",1,100
"30","Major Cities of Australia","31559","Waterford (Gold Coast City)",1,100
"30","Major Cities of Australia","31561","Wavell Heights (Brisbane City)",1,100
"30","Major Cities of Australia","31563","Wellington Point (Redland Shire)",1,100
"30","Major Cities of Australia","31565","West End (Brisbane City)",1,100
"30","Major Cities of Australia","31567","West Ipswich (Ipswich City)",1,100
"30","Major Cities of Australia","31569","Westlake (Brisbane City)",1,100
"30","Major Cities of Australia","31571","Willawong (Brisbane City)",1,100
"30","Major Cities of Australia","31573","Wilston (Brisbane City)",1,100
"30","Major Cities of Australia","31575","Windaroo (Gold Coast City)",1,100
"30","Major Cities of Australia","31577","Windsor (Brisbane City)",1,100
"30","Major Cities of Australia","31579","Wishart (Brisbane City)",1,100
"30","Major Cities of Australia","31581","Woodend (Ipswich City)",1,100
"30","Major Cities of Australia","31583","Woodridge (Logan City)",1,100
"30","Major Cities of Australia","31585","Woody Point (Redcliffe City)",1,100
"30","Major Cities of Australia","31587","Woolloongabba (Brisbane City)",1,100
"30","Major Cities of Australia","31589","Wooloowin (Brisbane City)",1,100
"30","Major Cities of Australia","31591","Wynnum West (Brisbane City)",1,100
"30","Major Cities of Australia","31593","Wynnum (Brisbane City)",1,100
"30","Major Cities of Australia","31595","Yamanto (Ipswich City)",1,100
"30","Major Cities of Australia","31597","Yatala (Gold Coast City)",1,100
"30","Major Cities of Australia","31599","Yeerongpilly (Brisbane City)",1,100
"30","Major Cities of Australia","31601","Yeronga (Brisbane City)",1,100
"30","Major Cities of Australia","31603","Zillmere (Brisbane City)",1,100
"30","Major Cities of Australia","32006","Arundel (Gold Coast City)",1,100
"30","Major Cities of Australia","32011","Ashmore (Gold Coast City)",1,100
"30","Major Cities of Australia","32016","Benowa (Gold Coast City)",1,100
"30","Major Cities of Australia","32021","Biggera Waters (Gold Coast City)",1,100
"30","Major Cities of Australia","32026","Bilinga (Gold Coast City)",1,100
"30","Major Cities of Australia","32031","Bonogin (Gold Coast City)",1,100
"30","Major Cities of Australia","32036","Broadbeach Waters (Gold Coast City)",1,100
"30","Major Cities of Australia","32041","Broadbeach (Gold Coast City)",1,100
"30","Major Cities of Australia","32046","Bundall (Gold Coast City)",1,100
"30","Major Cities of Australia","32051","Burleigh Heads (Gold Coast City)",1,100
"30","Major Cities of Australia","32056","Burleigh Waters (Gold Coast City)",1,100
"30","Major Cities of Australia","32061","Carrara (Gold Coast City)",1,100
"30","Major Cities of Australia","32066","Clear Island Waters (Gold Coast City)",1,100
"30","Major Cities of Australia","32071","Coolangatta (Gold Coast City)",1,100
"30","Major Cities of Australia","32076","Coombabah (Gold Coast City)",1,100
"30","Major Cities of Australia","32081","Coomera (Gold Coast City)",1,100
"30","Major Cities of Australia","32086","Currumbin Waters (Gold Coast City)",1,100
"30","Major Cities of Australia","32091","Currumbin (Gold Coast City)",1,100
"30","Major Cities of Australia","32096","Elanora (Gold Coast City)",1,100
"30","Major Cities of Australia","32101","Helensvale (Gold Coast City)",1,100
"30","Major Cities of Australia","32106","Highland Park (Gold Coast City)",1,100
"30","Major Cities of Australia","32111","Hollywell (Gold Coast City)",1,100
"30","Major Cities of Australia","32116","Hope Island (Gold Coast City)",1,100
"30","Major Cities of Australia","32121","Labrador (Gold Coast City)",1,100
"30","Major Cities of Australia","32126","Main Beach (Gold Coast City)",1,100
"30","Major Cities of Australia","32131","Mermaid Beach (Gold Coast City)",1,100
"30","Major Cities of Australia","32136","Mermaid Waters (Gold Coast City)",1,100
"30","Major Cities of Australia","32141","Merrimac (Gold Coast City)",1,100
"30","Major Cities of Australia","32146","Miami (Gold Coast City)",1,100
"30","Major Cities of Australia","32151","Molendinar (Gold Coast City)",1,100
"30","Major Cities of Australia","32156","Mudgeeraba (Gold Coast City)",1,100
"30","Major Cities of Australia","32161","Nerang (Gold Coast City)",1,100
"30","Major Cities of Australia","32166","Oxenford (Gold Coast City)",1,100
"30","Major Cities of Australia","32171","Pacific Pines (Gold Coast City)",1,100
"30","Major Cities of Australia","32176","Palm Beach (Gold Coast City)",1,100
"30","Major Cities of Australia","32181","Paradise Point (Gold Coast City)",1,100
"30","Major Cities of Australia","32186","Parkwood (Gold Coast City)",1,100
"30","Major Cities of Australia","32191","Reedy Creek (Gold Coast City)",1,100
"30","Major Cities of Australia","32196","Robina (Gold Coast City)",1,100
"30","Major Cities of Australia","32201","Runaway Bay (Gold Coast City)",1,100
"30","Major Cities of Australia","32206","Southport (Gold Coast City)",1,100
"30","Major Cities of Australia","32211","Surfers Paradise (Gold Coast City)",1,100
"30","Major Cities of Australia","32216","Tallai (Gold Coast City)",1,100
"30","Major Cities of Australia","32221","Tallebudgera Valley (Gold Coast City)",1,100
"30","Major Cities of Australia","32226","Tallebudgera (Gold Coast City)",1,100
"30","Major Cities of Australia","32231","Tugun (Gold Coast City)",1,100
"30","Major Cities of Australia","32236","Upper Coomera (Gold Coast City)",1,100
"30","Major Cities of Australia","32241","Varsity Lakes (Gold Coast City)",1,100
"30","Major Cities of Australia","32246","Worongary (Gold Coast City)",1,100
"30","Major Cities of Australia","33006","Alexandra Headland (Maroochy Shire)",1,100
"30","Major Cities of Australia","33011","Aroona (Caloundra City)",1,100
"30","Major Cities of Australia","33016","Battery Hill (Caloundra City)",1,100
"30","Major Cities of Australia","33021","Bli Bli (Maroochy Shire)",1,100
"30","Major Cities of Australia","33026","Bokarina (Caloundra City)",1,100
"30","Major Cities of Australia","33031","Buddina (Caloundra City)",1,100
"30","Major Cities of Australia","33036","Buderim (Maroochy Shire)",1,100
"30","Major Cities of Australia","33041","Caloundra West (Caloundra City)",1,100
"30","Major Cities of Australia","33046","Caloundra (Caloundra City)",1,100
"30","Major Cities of Australia","33051","Castaways Beach (Noosa Shire)",1,100
"30","Major Cities of Australia","33056","Coolum Beach (Maroochy Shire)",1,100
"30","Major Cities of Australia","33061","Currimundi (Caloundra City)",1,100
"30","Major Cities of Australia","33066","Dicky Beach (Caloundra City)",1,100
"30","Major Cities of Australia","33071","Golden Beach (Caloundra City)",1,100
"30","Major Cities of Australia","33076","Kings Beach (Caloundra City)",1,100
"30","Major Cities of Australia","33081","Kuluin (Maroochy Shire)",1,100
"30","Major Cities of Australia","33086","Kunda Park (Maroochy Shire)",1,100
"30","Major Cities of Australia","33091","Little Mountain (Caloundra City)",1,100
"30","Major Cities of Australia","33096","Marcoola (Maroochy Shire)",1,100
"30","Major Cities of Australia","33101","Marcus Beach (Noosa Shire)",1,100
"30","Major Cities of Australia","33106","Maroochydore (Maroochy Shire)",1,100
"30","Major Cities of Australia","33111","Minyama (Caloundra City)",1,100
"30","Major Cities of Australia","33116","Moffat Beach (Caloundra City)",1,100
"30","Major Cities of Australia","33121","Mons (Maroochy Shire)",1,100
"30","Major Cities of Australia","33126","Mooloolaba (Maroochy Shire)",1,100
"30","Major Cities of Australia","33131","Mount Coolum (Maroochy Shire)",1,100
"30","Major Cities of Australia","33136","Mountain Creek (Maroochy Shire)",1,100
"30","Major Cities of Australia","33141","Mudjimba (Maroochy Shire)",1,100
"30","Major Cities of Australia","33146","Noosa Heads (Noosa Shire)",1,100
"30","Major Cities of Australia","33151","Noosaville (Noosa Shire)",1,100
"30","Major Cities of Australia","33156","Pacific Paradise (Maroochy Shire)",1,100
"30","Major Cities of Australia","33161","Parrearra (Caloundra City)",1,100
"30","Major Cities of Australia","33166","Pelican Waters (Caloundra City)",1,100
"30","Major Cities of Australia","33171","Peregian Beach (Maroochy Shire)",1,100
"30","Major Cities of Australia","33176","Peregian Beach (Noosa Shire)",1,100
"30","Major Cities of Australia","33181","Point Arkwright (Maroochy Shire)",1,100
"30","Major Cities of Australia","33186","Shelly Beach (Caloundra City)",1,100
"30","Major Cities of Australia","33191","Sippy Downs (Maroochy Shire)",1,100
"30","Major Cities of Australia","33196","Sunrise Beach (Noosa Shire)",1,100
"30","Major Cities of Australia","33201","Sunshine Beach (Noosa Shire)",1,100
"30","Major Cities of Australia","33206","Tanawha (Maroochy Shire)",1,100
"30","Major Cities of Australia","33211","Tewantin (Noosa Shire)",1,100
"30","Major Cities of Australia","33216","Twin Waters (Maroochy Shire)",1,100
"30","Major Cities of Australia","33221","Warana (Caloundra City)",1,100
"30","Major Cities of Australia","33226","Wurtulla (Caloundra City)",1,100
"30","Major Cities of Australia","33231","Yaroomba (Maroochy Shire)",1,100
"30","Major Cities of Australia","35017","Advancetown (Gold Coast City)",1,100
"30","Major Cities of Australia","35031","Alberton (Gold Coast City)",1,100
"30","Major Cities of Australia","35073","Anstead (Brisbane City - Bal)",1,100
"30","Major Cities of Australia","35105","Augustine Heights (Ipswich City)",1,100
"30","Major Cities of Australia","35125","Bahrs Scrub (Gold Coast City)",1,100
"30","Major Cities of Australia","35201","Beachmere (Caboolture Shire)",0.8683,86.83
"30","Major Cities of Australia","35203","Beachmere (Caboolture Shire - Bal)",1,100
"30","Major Cities of Australia","35221","Belivah (Gold Coast City)",1,100
"30","Major Cities of Australia","35229","Bellmere (Caboolture Shire - Bal)",1,100
"30","Major Cities of Australia","35231","Bells Creek (Caloundra City)",1,100
"30","Major Cities of Australia","35233","Belmont (Brisbane City - Bal)",1,100
"30","Major Cities of Australia","35287","Bli Bli (Maroochy Shire - Bal)",0.6681,66.81
"30","Major Cities of Australia","35319","Bonogin (Gold Coast City - Bal)",1,100
"30","Major Cities of Australia","35397","Brookfield (Brisbane City - Bal)",1,100
"30","Major Cities of Australia","35401","Brookwater (Ipswich City)",1,100
"30","Major Cities of Australia","35411","Buccan (Beaudesert Shire)",1,100
"30","Major Cities of Australia","35443","Bunya (Pine Rivers Shire - Bal)",1,100
"30","Major Cities of Australia","35445","Burbank (Brisbane City)",1,100
"30","Major Cities of Australia","35455","Burpengary (Caboolture Shire - Bal)",1,100
"30","Major Cities of Australia","35477","Caboolture (Caboolture Shire - Bal)",0.8091,80.91
"30","Major Cities of Australia","35511","Capalaba West (Brisbane City - Bal)",1,100
"30","Major Cities of Australia","35525","Carbrook (Logan City)",1,100
