"RA_2006_CODE","RA_2006_NAME","SSC_2006_CODE","SSC_2006_NAME","RATIO","PERCENT"
"12","Outer Regional Australia","17233","Galore",1,100
"12","Outer Regional Australia","17239","Ganmain",1,100
"12","Outer Regional Australia","17241","Garah",0.1437,14.37
"12","Outer Regional Australia","17243","Garema",1,100
"12","Outer Regional Australia","17245","Garoo",1,100
"12","Outer Regional Australia","17255","Geurie",1,100
"12","Outer Regional Australia","17257","Giants Creek",1,100
"12","Outer Regional Australia","17261","Gilgai",1,100
"12","Outer Regional Australia","17263","Gilgandra",1,100
"12","Outer Regional Australia","17267","Gillenbah",1,100
"12","Outer Regional Australia","17271","Gilmandyke",1,100
"12","Outer Regional Australia","17275","Gin Gin",1,100
"12","Outer Regional Australia","17281","Gladstone",1,100
"12","Outer Regional Australia","17289","Glen Innes",1,100
"12","Outer Regional Australia","17293","Glencoe",1,100
"12","Outer Regional Australia","17301","Gleniffer",1,100
"12","Outer Regional Australia","17305","Glenreagh",1,100
"12","Outer Regional Australia","17317","Gloucester",0.2123,21.23
"12","Outer Regional Australia","17319","Godfreys Creek",1,100
"12","Outer Regional Australia","17321","Gogeldrie",1,100
"12","Outer Regional Australia","17323","Gol Gol",1,100
"12","Outer Regional Australia","17325","Gollan",1,100
"12","Outer Regional Australia","17327","Golspie",1,100
"12","Outer Regional Australia","17333","Goodnight",1,100
"12","Outer Regional Australia","17339","Goolgowi",1,100
"12","Outer Regional Australia","17341","Goolhi",1,100
"12","Outer Regional Australia","17343","Goolma",1,100
"12","Outer Regional Australia","17345","Gooloogong",1,100
"12","Outer Regional Australia","17355","Gowang",1,100
"12","Outer Regional Australia","17357","Gowrie (Tamworth Regional)",1,100
"12","Outer Regional Australia","17367","Gravesend",1,100
"12","Outer Regional Australia","17379","Greenethorpe",1,100
"12","Outer Regional Australia","17393","Grenfell",1,100
"12","Outer Regional Australia","17397","Griffith",1,100
"12","Outer Regional Australia","17399","Grogan",1,100
"12","Outer Regional Australia","17401","Grong Grong",1,100
"12","Outer Regional Australia","17409","Gulargambone",0.8065,80.65
"12","Outer Regional Australia","17411","Gulf Creek",1,100
"12","Outer Regional Australia","17413","Gulgong",0.8889,88.89
"12","Outer Regional Australia","17415","Gulmarrad",0.2769,27.69
"12","Outer Regional Australia","17417","Gum Flat",1,100
"12","Outer Regional Australia","17421","Gumble",1,100
"12","Outer Regional Australia","17425","Gumma",1,100
"12","Outer Regional Australia","17435","Gundy",1,100
"12","Outer Regional Australia","17437","Gunnedah",1,100
"12","Outer Regional Australia","17441","Gurranang",1,100
"12","Outer Regional Australia","17447","Guyra",1,100
"12","Outer Regional Australia","17453","Halls Creek",1,100
"12","Outer Regional Australia","17461","Hanging Rock (Tamworth Regional)",1,100
"12","Outer Regional Australia","17465","Hanwood",1,100
"12","Outer Regional Australia","17469","Hargraves",1,100
"12","Outer Regional Australia","17479","Hat Head",1,100
"12","Outer Regional Australia","17487","Hay",0.8739,87.39
"12","Outer Regional Australia","17489","Hay South",1,100
"12","Outer Regional Australia","17503","Hernani",1,100
"12","Outer Regional Australia","17507","Hill End",1,100
"12","Outer Regional Australia","17511","Hillgrove (Armidale Dumaresq)",1,100
"12","Outer Regional Australia","17533","Hopefield",0.4355,43.55
"12","Outer Regional Australia","17539","Horton Valley",1,100
"12","Outer Regional Australia","17541","Hovells Creek",1,100
"12","Outer Regional Australia","17543","Howell",1,100
"12","Outer Regional Australia","17547","Humula",1,100
"12","Outer Regional Australia","17557","Hyandra",1,100
"12","Outer Regional Australia","17559","Hyland Park",1,100
"12","Outer Regional Australia","17571","Inverell",1,100
"12","Outer Regional Australia","17573","Invergowrie",1,100
"12","Outer Regional Australia","17577","Jacks Creek",1,100
"12","Outer Regional Australia","17587","Jemalong",1,100
"12","Outer Regional Australia","17589","Jennings",1,100
"12","Outer Regional Australia","17591","Jerilderie",1,100
"12","Outer Regional Australia","17593","Jerrabattgulla",1,100
"12","Outer Regional Australia","17601","Jimenbuen",1,100
"12","Outer Regional Australia","17603","Jindabyne",1,100
"12","Outer Regional Australia","17607","Jingera",1,100
"12","Outer Regional Australia","17615","Jugiong",1,100
"12","Outer Regional Australia","17623","Kalang",1,100
"12","Outer Regional Australia","17625","Kalaru",1,100
"12","Outer Regional Australia","17627","Kalkite",1,100
"12","Outer Regional Australia","17629","Kamarah",1,100
"12","Outer Regional Australia","17647","Kars Springs",1,100
"12","Outer Regional Australia","17663","Kelvin",1,100
"12","Outer Regional Australia","17679","Kentucky",1,100
"12","Outer Regional Australia","17681","Keri Keri",1,100
"12","Outer Regional Australia","17685","Khancoban",1,100
"12","Outer Regional Australia","17695","Kianga",1,100
"12","Outer Regional Australia","17697","Kickabil",1,100
"12","Outer Regional Australia","17701","Kikiamah",1,100
"12","Outer Regional Australia","17703","Kikoira",1,100
"12","Outer Regional Australia","17711","Kimbriki",1,100
"12","Outer Regional Australia","17713","Kinchela",1,100
"12","Outer Regional Australia","17725","Kingstown",1,100
"12","Outer Regional Australia","17729","Kioloa",1,100
"12","Outer Regional Australia","17737","Koorawatha",1,100
"12","Outer Regional Australia","17743","Koraleigh",1,100
"12","Outer Regional Australia","17745","Koreelah",1,100
"12","Outer Regional Australia","17749","Kosciuszko National Park",1,100
"12","Outer Regional Australia","17751","Krambach",1,100
"12","Outer Regional Australia","17755","Kundabung",1,100
"12","Outer Regional Australia","17757","Kungala",1,100
"12","Outer Regional Australia","17769","Kyalite",1,100
"12","Outer Regional Australia","17771","Kybeyan",1,100
"12","Outer Regional Australia","17781","Laguna",0.1455,14.55
"12","Outer Regional Australia","17785","Lake Cargelligo",0.8904,89.04
"12","Outer Regional Australia","17791","Lake Cowal",1,100
"12","Outer Regional Australia","17797","Lake Wyangan",1,100
"12","Outer Regional Australia","17803","Lambs Valley (Glen Innes Severn)",1,100
"12","Outer Regional Australia","17805","Lanitza",1,100
"12","Outer Regional Australia","17823","Lawrence",0.5629,56.29
"12","Outer Regional Australia","17825","Leadville",1,100
"12","Outer Regional Australia","17827","Leechs Gully",1,100
"12","Outer Regional Australia","17829","Leeton",1,100
"12","Outer Regional Australia","17831","Legume",1,100
"12","Outer Regional Australia","17833","Leigh",1,100
"12","Outer Regional Australia","17851","Limbri",1,100
"12","Outer Regional Australia","17865","Little Billabong",1,100
"12","Outer Regional Australia","17879","Lockhart",1,100
"12","Outer Regional Australia","17901","Lowanna",1,100
"12","Outer Regional Australia","17907","Lower Creek",1,100
"12","Outer Regional Australia","17909","Lower Duck Creek",1,100
"12","Outer Regional Australia","17923","Lue",1,100
"12","Outer Regional Australia","17931","Macksville",1,100
"12","Outer Regional Australia","17937","Maimuru",1,100
"12","Outer Regional Australia","17947","Mallan",1,100
"12","Outer Regional Australia","17949","Mallanganee",1,100
"12","Outer Regional Australia","17957","Mandurama",0.5963,59.63
"12","Outer Regional Australia","17963","Manildra",1,100
"12","Outer Regional Australia","17965","Manilla",1,100
"12","Outer Regional Australia","17967","Manning Point",1,100
"12","Outer Regional Australia","17971","Maragle",1,100
"12","Outer Regional Australia","17985","Marrar",0.3311,33.11
"12","Outer Regional Australia","17997","Maryland (Tenterfield)",1,100
"12","Outer Regional Australia","18001","Mathoura",1,100
"12","Outer Regional Australia","18003","Matong",1,100
"12","Outer Regional Australia","18007","Maules Creek",1,100
"12","Outer Regional Australia","18017","Meermaul",1,100
"12","Outer Regional Australia","18027","Mendooran",1,100
"12","Outer Regional Australia","18033","Merimbula",1,100
"12","Outer Regional Australia","18037","Merriwa",1,100
"12","Outer Regional Australia","18039","Merrygoen",1,100
"12","Outer Regional Australia","18041","Merungle Hill",1,100
"12","Outer Regional Australia","18047","Middle Brook",1,100
"12","Outer Regional Australia","18055","Mila",1,100
"12","Outer Regional Australia","18057","Milbrulong",1,100
"12","Outer Regional Australia","18065","Millingandi",1,100
"12","Outer Regional Australia","18075","Milvale",1,100
"12","Outer Regional Australia","18081","Minnie Water",1,100
"12","Outer Regional Australia","18083","Minore",1,100
"12","Outer Regional Australia","18089","Mirrool",1,100
"12","Outer Regional Australia","18103","Mogriguy",1,100
"12","Outer Regional Australia","18105","Mole River",1,100
"12","Outer Regional Australia","18107","Mollyan",1,100
"12","Outer Regional Australia","18113","Molong",0.1443,14.43
"12","Outer Regional Australia","18117","Monteagle",1,100
"12","Outer Regional Australia","18119","Montefiores",1,100
"12","Outer Regional Australia","18121","Moobi",1,100
"12","Outer Regional Australia","18123","Moolarben",1,100
"12","Outer Regional Australia","18125","Moona",1,100
"12","Outer Regional Australia","18127","Moonan Flat",1,100
"12","Outer Regional Australia","18129","Moonbah",1,100
"12","Outer Regional Australia","18137","Mooral Creek",1,100
"12","Outer Regional Australia","18141","Moore Creek",0.4204,42.04
"12","Outer Regional Australia","18149","Moppy",1,100
"12","Outer Regional Australia","18151","Morago",1,100
"12","Outer Regional Australia","18153","Moree",0.9902,99.02
"12","Outer Regional Australia","18163","Mortons Creek",1,100
"12","Outer Regional Australia","18167","Morundah",1,100
"12","Outer Regional Australia","18169","Moruya",0.2291,22.91
"12","Outer Regional Australia","18179","Moulamein",1,100
"12","Outer Regional Australia","18185","Mount George",1,100
"12","Outer Regional Australia","18195","Mount Mackenzie",1,100
"12","Outer Regional Australia","18203","Mount Russell",1,100
"12","Outer Regional Australia","18205","Mount Seaview",1,100
"12","Outer Regional Australia","18229","Mullaley",1,100
"12","Outer Regional Australia","18239","Mulyandry",1,100
"12","Outer Regional Australia","18241","Mumbil",1,100
"12","Outer Regional Australia","18245","Mundarlo",1,100
"12","Outer Regional Australia","18247","Munderoo",1,100
"12","Outer Regional Australia","18253","Murga",1,100
"12","Outer Regional Australia","18255","Murrami",1,100
"12","Outer Regional Australia","18257","Murray Downs",1,100
"12","Outer Regional Australia","18261","Murringo",1,100
"12","Outer Regional Australia","18267","Murrurundi",1,100
"12","Outer Regional Australia","18275","Myall Creek",1,100
"12","Outer Regional Australia","18277","Mylestom",1,100
"12","Outer Regional Australia","18281","Mystery Bay",1,100
"12","Outer Regional Australia","18285","Nambucca Heads",1,100
"12","Outer Regional Australia","18287","Nana Glen",1,100
"12","Outer Regional Australia","18289","Nangus",1,100
"12","Outer Regional Australia","18293","Narooma",1,100
"12","Outer Regional Australia","18295","Narrabri",1,100
"12","Outer Regional Australia","18297","Narrandera",1,100
"12","Outer Regional Australia","18301","Narrawa",0.388,38.8
"12","Outer Regional Australia","18305","Narromine",1,100
"12","Outer Regional Australia","18325","Nericon",1,100
"12","Outer Regional Australia","18329","Nerrigundah",1,100
"12","Outer Regional Australia","18331","Nethercote",1,100
"12","Outer Regional Australia","18333","Neurea",1,100
"12","Outer Regional Australia","18335","Nevertire",1,100
"12","Outer Regional Australia","18341","New Mexico",1,100
"12","Outer Regional Australia","18351","Newton Boyd",1,100
"12","Outer Regional Australia","18353","Niangala",1,100
"12","Outer Regional Australia","18357","Nimmitabel",1,100
"12","Outer Regional Australia","18369","North Bank",1,100
"12","Outer Regional Australia","18373","North Bellingen",1,100
"12","Outer Regional Australia","18385","North Macksville",1,100
"12","Outer Regional Australia","18387","North Narooma",1,100
"12","Outer Regional Australia","18397","North Star",1,100
"12","Outer Regional Australia","18407","Nowendoc",1,100
"12","Outer Regional Australia","18417","Nullamanna",1,100
"12","Outer Regional Australia","18419","Numbugga",1,100
"12","Outer Regional Australia","18427","Nundle",1,100
"12","Outer Regional Australia","18431","Nymboida",1,100
"12","Outer Regional Australia","18441","Oaklands",1,100
"12","Outer Regional Australia","18445","Oakwood",1,100
"12","Outer Regional Australia","18447","Oberne Creek",1,100
"12","Outer Regional Australia","18451","Obley",1,100
"12","Outer Regional Australia","18455","Old Adaminaby",1,100
"12","Outer Regional Australia","18459","Old Bonalbo",1,100
"12","Outer Regional Australia","18463","Old Grevillia",1,100
"12","Outer Regional Australia","18469","Ootha",1,100
"12","Outer Regional Australia","18493","Palarang",1,100
"12","Outer Regional Australia","18495","Pallamallawa",1,100
"12","Outer Regional Australia","18499","Pambula",1,100
"12","Outer Regional Australia","18501","Pambula Beach",1,100
"12","Outer Regional Australia","18505","Parkes",1,100
"12","Outer Regional Australia","18507","Parkville",1,100
"12","Outer Regional Australia","18515","Peak Hill",1,100
"12","Outer Regional Australia","18531","Piambong",1,100
"12","Outer Regional Australia","18537","Pillar Valley",1,100
"12","Outer Regional Australia","18543","Pindaroi",1,100
"12","Outer Regional Australia","18549","Pleasant Hills",1,100
"12","Outer Regional Australia","18555","Ponto",1,100
"12","Outer Regional Australia","18561","Porters Retreat",1,100
"12","Outer Regional Australia","18567","Potato Point",1,100
"12","Outer Regional Australia","18571","Premer",1,100
"12","Outer Regional Australia","18575","Pucawan",1,100
"12","Outer Regional Australia","18579","Punchbowl (Clarence Valley)",1,100
"12","Outer Regional Australia","18583","Putty",1,100
"12","Outer Regional Australia","18585","Quaama",1,100
"12","Outer Regional Australia","18589","Quandialla",1,100
"12","Outer Regional Australia","18593","Quipolly",1,100
"12","Outer Regional Australia","18595","Quirindi",1,100
"12","Outer Regional Australia","18603","Raleigh",1,100
"12","Outer Regional Australia","18605","Ramornie",1,100
"12","Outer Regional Australia","18607","Rand",1,100
"12","Outer Regional Australia","18609","Rankins Springs",1,100
"12","Outer Regional Australia","18611","Rannock",1,100
"12","Outer Regional Australia","18617","Ravenswood",1,100
"12","Outer Regional Australia","18627","Red Range",1,100
"12","Outer Regional Australia","18635","Reefton",1,100
"12","Outer Regional Australia","18639","Retreat",1,100
"12","Outer Regional Australia","18641","Riamukka",1,100
"12","Outer Regional Australia","18649","Rivertree",1,100
"12","Outer Regional Australia","18651","Riverview (Gwydir)",1,100
"12","Outer Regional Australia","18657","Rock Flat",1,100
"12","Outer Regional Australia","18663","Rocky River (Uralla)",1,100
"12","Outer Regional Australia","18673","Rosemeath",1,100
"12","Outer Regional Australia","18675","Rosewood (Tumbarumba)",1,100
"12","Outer Regional Australia","18693","Rufus River",1,100
"12","Outer Regional Australia","18697","Rushes Creek",1,100
"12","Outer Regional Australia","18705","Rye Park",1,100
"12","Outer Regional Australia","18717","Salisbury",1,100
"12","Outer Regional Australia","18719","Salisbury Plains",1,100
"12","Outer Regional Australia","18729","Sandigo",1,100
"12","Outer Regional Australia","18735","Sandy Flat",1,100
"12","Outer Regional Australia","18737","Sandy Hollow",1,100
"12","Outer Regional Australia","18743","Sapphire",1,100
"12","Outer Regional Australia","18747","Saumarez Ponds",1,100
"12","Outer Regional Australia","18755","Scotts Creek",1,100
"12","Outer Regional Australia","18757","Scotts Head",1,100
"12","Outer Regional Australia","18771","Shannon Vale",1,100
"12","Outer Regional Australia","18773","Shannons Flat",1,100
"12","Outer Regional Australia","18781","Silverton",1,100
"12","Outer Regional Australia","18797","Smithtown",1,100
"12","Outer Regional Australia","18799","Snowy Plains",1,100
"12","Outer Regional Australia","18807","Somerton",1,100
"12","Outer Regional Australia","18811","South Arm (Nambucca)",1,100
"12","Outer Regional Australia","18829","South Guyra",1,100
"12","Outer Regional Australia","18843","South Pambula",1,100
"12","Outer Regional Australia","18847","South Urunga",1,100
"12","Outer Regional Australia","18849","South West Rocks",1,100
"12","Outer Regional Australia","18855","Speewa",1,100
"12","Outer Regional Australia","18867","Spring Ridge",1,100
"12","Outer Regional Australia","18871","Springfield (Cooma-Monaro)",1,100
"12","Outer Regional Australia","18875","St Albans",1,100
"12","Outer Regional Australia","18877","St Fillans",1,100
"12","Outer Regional Australia","18883","Stanbridge",1,100
"12","Outer Regional Australia","18889","Stannum",1,100
"12","Outer Regional Australia","18895","Steinbrook",1,100
"12","Outer Regional Australia","18897","Stockinbingal",1,100
"12","Outer Regional Australia","18901","Stratford",1,100
"12","Outer Regional Australia","18907","Stuart Town",1,100
"12","Outer Regional Australia","18909","Stuarts Point",1,100
"12","Outer Regional Australia","18911","Stubbo",1,100
"12","Outer Regional Australia","18935","Swan Vale",1,100
"12","Outer Regional Australia","18939","Tabulam",1,100
"12","Outer Regional Australia","18945","Talbingo",1,100
"12","Outer Regional Australia","18947","Tallimba",1,100
"12","Outer Regional Australia","18953","Tambar Springs",1,100
"12","Outer Regional Australia","18969","Tarban",1,100
"12","Outer Regional Australia","18973","Tarcutta",0.5553,55.53
"12","Outer Regional Australia","18979","Tarraganda",1,100
"12","Outer Regional Australia","18983","Tathra",1,100
"12","Outer Regional Australia","18989","Taylors Flat",1,100
"12","Outer Regional Australia","18997","Temagog",1,100
"12","Outer Regional Australia","18999","Temora",1,100
"12","Outer Regional Australia","19003","Tenandra",1,100
"12","Outer Regional Australia","19007","Tenterfield",1,100
"12","Outer Regional Australia","19015","Terramungamine",1,100
"12","Outer Regional Australia","19021","Thalgarrah",1,100
"12","Outer Regional Australia","19023","Tharbogang",1,100
"12","Outer Regional Australia","19035","The Risk",1,100
"12","Outer Regional Australia","19045","Thora",1,100
"12","Outer Regional Australia","19051","Tia",1,100
"12","Outer Regional Australia","19055","Tichborne",1,100
"12","Outer Regional Australia","19057","Tilba Tilba",1,100
"12","Outer Regional Australia","19063","Tingha",1,100
"12","Outer Regional Australia","19069","Tocumwal",0.1561,15.61
"12","Outer Regional Australia","19077","Tomalla",1,100
"12","Outer Regional Australia","19081","Tomingley",1,100
"12","Outer Regional Australia","19083","Tonderburine",1,100
"12","Outer Regional Australia","19085","Toogong",1,100
"12","Outer Regional Australia","19087","Tooleybuc",1,100
"12","Outer Regional Australia","19089","Tooraweenah",1,100
"12","Outer Regional Australia","19095","Towamba",1,100
"12","Outer Regional Australia","19103","Trangie",1,100
"12","Outer Regional Australia","19107","Triangle Flat",1,100
"12","Outer Regional Australia","19111","Trundle",1,100
"12","Outer Regional Australia","19113","Trunkey Creek",1,100
"12","Outer Regional Australia","19115","Tucabia",1,100
"12","Outer Regional Australia","19119","Tullakool",1,100
"12","Outer Regional Australia","19121","Tullamore",1,100
"12","Outer Regional Australia","19125","Tumbarumba",1,100
"12","Outer Regional Australia","19133","Tumut Plains",1,100
"12","Outer Regional Australia","19139","Tura Beach",1,100
"12","Outer Regional Australia","19141","Turill",1,100
"12","Outer Regional Australia","19145","Tuross Head",1,100
"12","Outer Regional Australia","19159","Tyndale",1,100
"12","Outer Regional Australia","19161","Uarbry",1,100
"12","Outer Regional Australia","19165","Ulamambri",1,100
"12","Outer Regional Australia","19171","Ulong",1,100
"12","Outer Regional Australia","19173","Ungarie",0.8676,86.76
"12","Outer Regional Australia","19177","Upper Fine Flower",1,100
"12","Outer Regional Australia","19183","Upper Manilla",1,100
"12","Outer Regional Australia","19187","Upper Orara",1,100
"12","Outer Regional Australia","19189","Upper Pappinbarra",1,100
"12","Outer Regional Australia","19191","Upper Rollands Plains",1,100
"12","Outer Regional Australia","19193","Upper Rouchel",1,100
"12","Outer Regional Australia","19195","Upper Taylors Arm",1,100
"12","Outer Regional Australia","19197","Upper Tooloom",1,100
"12","Outer Regional Australia","19203","Uralla",0.0912,9.12
"12","Outer Regional Australia","19205","Urana",1,100
"12","Outer Regional Australia","19209","Urbenville",1,100
"12","Outer Regional Australia","19219","Valla",1,100
"12","Outer Regional Australia","19221","Valla Beach",1,100
"12","Outer Regional Australia","19225","Verges Creek",1,100
"12","Outer Regional Australia","19227","Verona",1,100
"12","Outer Regional Australia","19235","Wakool",1,100
"12","Outer Regional Australia","19237","Walbundrie",1,100
"12","Outer Regional Australia","19239","Walcha",1,100
"12","Outer Regional Australia","19245","Wallabadah",1,100
"12","Outer Regional Australia","19251","Wallaga Lake",1,100
"12","Outer Regional Australia","19253","Wallagoot",1,100
"12","Outer Regional Australia","19257","Wallangra",1,100
"12","Outer Regional Australia","19263","Wallendbeen",0.4717,47.17
"12","Outer Regional Australia","19267","Walleroobie",1,100
"12","Outer Regional Australia","19269","Walmer",1,100
"12","Outer Regional Australia","19279","Wandella",1,100
"12","Outer Regional Australia","19281","Wandsworth",1,100
"12","Outer Regional Australia","19283","Wang Wauk",1,100
"12","Outer Regional Australia","19285","Wanganella",1,100
"12","Outer Regional Australia","19291","Wantagong",1,100
"12","Outer Regional Australia","19293","Wapengo",1,100
"12","Outer Regional Australia","19297","Wards River",1,100
"12","Outer Regional Australia","19299","Warialda",1,100
"12","Outer Regional Australia","19301","Warialda Rail",1,100
"12","Outer Regional Australia","19307","Warraderry",1,100
"12","Outer Regional Australia","19311","Warragoon",1,100
"12","Outer Regional Australia","19313","Warren",1,100
"12","Outer Regional Australia","19317","Warroo",1,100
"12","Outer Regional Australia","19329","Waukivory",1,100
"12","Outer Regional Australia","19331","Waverly",1,100
"12","Outer Regional Australia","19333","Way Way",1,100
"12","Outer Regional Australia","19335","Wean",1,100
"12","Outer Regional Australia","19341","Wee Waa",1,100
"12","Outer Regional Australia","19345","Weetaliba (Warrumbungle Shire)",1,100
"12","Outer Regional Australia","19347","Weethalle",1,100
"12","Outer Regional Australia","19349","Welaregang",1,100
"12","Outer Regional Australia","19353","Wellingrove",1,100
"12","Outer Regional Australia","19355","Wellington",1,100
"12","Outer Regional Australia","19357","Wells Crossing",1,100
"12","Outer Regional Australia","19361","Wentworth",0.7891,78.91
"12","Outer Regional Australia","19369","Werris Creek",0.0687,6.87
"12","Outer Regional Australia","19387","West Wyalong",1,100
"12","Outer Regional Australia","19393","Wherrol Flat",1,100
"12","Outer Regional Australia","19399","Whitton",1,100
"12","Outer Regional Australia","19407","Willala",1,100
"12","Outer Regional Australia","19409","Willawarrin",1,100
"12","Outer Regional Australia","19411","Willbriggie",1,100
"12","Outer Regional Australia","19415","Willow Tree",1,100
"12","Outer Regional Australia","19425","Windellama",0.4071,40.71
"12","Outer Regional Australia","19429","Windeyer",0.5109,51.09
"12","Outer Regional Australia","19441","Wingen",1,100
"12","Outer Regional Australia","19445","Wittitrin",1,100
"12","Outer Regional Australia","19447","Wollar",1,100
"12","Outer Regional Australia","19451","Wollomombi",1,100
"12","Outer Regional Australia","19455","Wolumla",1,100
"12","Outer Regional Australia","19457","Womboota",1,100
"12","Outer Regional Australia","19461","Wongarbon",0.3228,32.28
"12","Outer Regional Australia","19467","Woodenbong",1,100
"12","Outer Regional Australia","19469","Woodford (Clarence Valley)",1,100
"12","Outer Regional Australia","19473","Woodsreef",1,100
"12","Outer Regional Australia","19479","Woolbrook",1,100
"12","Outer Regional Australia","19483","Wooli",1,100
"12","Outer Regional Australia","19487","Woolomin",1,100
"12","Outer Regional Australia","19491","Woomargama",1,100
"12","Outer Regional Australia","19495","Wootton",1,100
"12","Outer Regional Australia","19501","Wrathall",1,100
"12","Outer Regional Australia","19503","Wyalong",1,100
"12","Outer Regional Australia","19505","Wyangala",1,100
"12","Outer Regional Australia","19515","Wyndham",1,100
"12","Outer Regional Australia","19519","Yallaroi",1,100
"12","Outer Regional Australia","19523","Yanco",1,100
"12","Outer Regional Australia","19529","Yarragal",1,100
"12","Outer Regional Australia","19533","Yarrahapinni",1,100
"12","Outer Regional Australia","19539","Yarranbella",1,100
"12","Outer Regional Australia","19541","Yarravel",0.3776,37.76
"12","Outer Regional Australia","19543","Yarrawonga",1,100
"12","Outer Regional Australia","19545","Yarrowford",1,100
"12","Outer Regional Australia","19547","Yarrowitch",1,100
"12","Outer Regional Australia","19549","Yarrowyck",1,100
"12","Outer Regional Australia","19557","Yaven Creek",1,100
"12","Outer Regional Australia","19561","Yenda",1,100
"12","Outer Regional Australia","19563","Yeoval",1,100
"12","Outer Regional Australia","19565","Yerong Creek",1,100
"12","Outer Regional Australia","19571","Yetman",1,100
"12","Outer Regional Australia","19573","Yoogali",1,100
"12","Outer Regional Australia","19577","Young",0.0557,5.57
"13","Remote Australia","16033","Albert",1,100
"13","Remote Australia","16137","Balranald",0.07,7
"13","Remote Australia","16157","Baradine",0.8693,86.93
"13","Remote Australia","16307","Black Hollow",1,100
"13","Remote Australia","16349","Bobadah",1,100
"13","Remote Australia","16359","Bogan (Warren)",1,100
"13","Remote Australia","16393","Bonshaw",1,100
"13","Remote Australia","16399","Booligal",1,100
"13","Remote Australia","16405","Boomi",1,100
"13","Remote Australia","16409","Boona Mount",1,100
"13","Remote Australia","16427","Bourbah",1,100
"13","Remote Australia","16429","Bourke",0.8639,86.39
"13","Remote Australia","16463","Brewarrina",0.9467,94.67
"13","Remote Australia","16495","Broken Hill",0.0071,0.71
"13","Remote Australia","16533","Bullarah",1,100
"13","Remote Australia","16565","Burcher",0.4355,43.55
"13","Remote Australia","16583","Burren Junction",1,100
"13","Remote Australia","16649","Canonba",1,100
"13","Remote Australia","16665","Carinda",1,100
"13","Remote Australia","16669","Carrathool",0.2105,21.05
"13","Remote Australia","16733","Cobar",1,100
"13","Remote Australia","16743","Collarenebri",1,100
"13","Remote Australia","16765","Come By Chance",1,100
"13","Remote Australia","16769","Condobolin",0.0261,2.61
"13","Remote Australia","16789","Coolabah",1,100
"13","Remote Australia","16811","Coonamble",1,100
"13","Remote Australia","16903","Cumborah",0.4222,42.22
"13","Remote Australia","16911","Curlew Waters",1,100
"13","Remote Australia","17003","Drildool",1,100
"13","Remote Australia","17133","Euabalong",1,100
"13","Remote Australia","17241","Garah",0.8563,85.63
"13","Remote Australia","17265","Gilgooma",1,100
"13","Remote Australia","17409","Gulargambone",0.1935,19.35
"13","Remote Australia","17427","Gunbar",1,100
"13","Remote Australia","17449","Gwabegar",1,100
"13","Remote Australia","17481","Hatfield",1,100
"13","Remote Australia","17487","Hay",0.1261,12.61
"13","Remote Australia","17499","Hermidale",1,100
"13","Remote Australia","17513","Hillston",1,100
"13","Remote Australia","17673","Kenebri",1,100
"13","Remote Australia","17687","Kiacatoo",1,100
"13","Remote Australia","17785","Lake Cargelligo",0.1096,10.96
"13","Remote Australia","17845","Lightning Ridge",1,100
"13","Remote Australia","17987","Marthaguy",1,100
"13","Remote Australia","18005","Maude",1,100
"13","Remote Australia","18029","Menindee",0.9435,94.35
"13","Remote Australia","18031","Merah North",1,100
"13","Remote Australia","18063","Millie",1,100
"13","Remote Australia","18153","Moree",0.0098,0.98
"13","Remote Australia","18187","Mount Harris",1,100
"13","Remote Australia","18251","Mungindi",1,100
"13","Remote Australia","18259","Murrin Bridge",1,100
"13","Remote Australia","18291","Naradhan",1,100
"13","Remote Australia","18429","Nymagee",1,100
"13","Remote Australia","18433","Nyngan",1,100
"13","Remote Australia","18485","Oxley (Balranald)",1,100
"13","Remote Australia","18491","Packsaddle",0.5385,53.85
"13","Remote Australia","18539","Pilliga",1,100
"13","Remote Australia","18557","Pooncarie",1,100
"13","Remote Australia","18587","Quambone",1,100
"13","Remote Australia","18681","Roto",1,100
"13","Remote Australia","18687","Rowena",1,100
"13","Remote Australia","18865","Spring Plains",1,100
"13","Remote Australia","19029","The Marra",1,100
"13","Remote Australia","19093","Tottenham",1,100
"13","Remote Australia","19123","Tullibigeal",1,100
"13","Remote Australia","19173","Ungarie",0.1324,13.24
"13","Remote Australia","19241","Walgett",1,100
"13","Remote Australia","19343","Weemelah",1,100
"13","Remote Australia","19361","Wentworth",0.2109,21.09
"13","Remote Australia","19437","Wingadee",1,100
"13","Remote Australia","19459","Wonboyn",1,100
"14","Very Remote Australia","16055","Angledool",1,100
"14","Very Remote Australia","16429","Bourke",0.1361,13.61
"14","Very Remote Australia","16463","Brewarrina",0.0533,5.33
"14","Very Remote Australia","16595","Byrock",1,100
"14","Very Remote Australia","16749","Collerina",1,100
"14","Very Remote Australia","16903","Cumborah",0.5778,57.78
"14","Very Remote Australia","17115","Enngonia",1,100
"14","Very Remote Australia","17209","Fords Bridge",1,100
"14","Very Remote Australia","17329","Gongolgon",1,100
"14","Very Remote Australia","17335","Goodooga",1,100
"14","Very Remote Australia","17419","Gumbalie",1,100
"14","Very Remote Australia","17549","Hungerford",1,100
"14","Very Remote Australia","17575","Ivanhoe",1,100
"14","Very Remote Australia","17899","Louth",1,100
"14","Very Remote Australia","18029","Menindee",0.0565,5.65
