mass_var,dist_spec,target_key,source,target,dist,mass_source,mass_target,gravity,gravity_rank
n_supermarkets,radial_distance,2107,2096,2107,0.14699335403253713,0.1,3,14,56
n_supermarkets,radial_distance,2107,2097,2107,0.1063640266136844,4,3,1061,213
n_supermarkets,radial_distance,2107,2099,2107,0.11933798497431022,4,3,843,211
n_supermarkets,radial_distance,2107,2100,2107,0.14084085399492938,2,3,302,201
n_supermarkets,radial_distance,2107,2101,2107,0.08690927992786741,1,3,397,207
n_supermarkets,radial_distance,2107,2102,2107,0.06334104701536679,0.1,3,75,128
n_supermarkets,radial_distance,2107,2103,2107,0.04827643100004364,2,3,2574,214
n_supermarkets,radial_distance,2107,2104,2107,0.04564243859986874,0.1,3,144,160
n_supermarkets,radial_distance,2107,2105,2107,0.04551926143640205,0.1,3,145,161
n_supermarkets,radial_distance,2107,2106,2107,0.025985103119238438,0.1,3,444,209
n_supermarkets,radial_distance,2107,2108,2107,0.033914833711792956,0.1,3,261,197
n_supermarkets,radial_distance,2107,2109,2107,0.25294047994090496,0.1,3,5,39
n_supermarkets,radial_distance,2107,2110,2107,0.2656738705450472,2,3,85,140
n_supermarkets,radial_distance,2107,2111,2107,0.2788106445797455,1,3,39,84
n_supermarkets,radial_distance,2107,2112,2107,0.2797362359627523,3,3,115,154
n_supermarkets,radial_distance,2107,2113,2107,0.2506216676028988,2,3,96,143
n_supermarkets,radial_distance,2107,2114,2107,0.298217402071809,5,3,169,168
n_supermarkets,radial_distance,2107,2115,2107,0.3194532975715939,0.1,3,3,25
n_supermarkets,radial_distance,2107,2116,2107,0.3366626270057336,2,3,53,99
n_supermarkets,radial_distance,2107,2117,2107,0.3278850064709589,3,3,84,137
n_supermarkets,radial_distance,2107,2118,2107,0.3136182789359704,2,3,61,111
n_supermarkets,radial_distance,2107,2119,2107,0.28611608442941205,0.1,3,4,35
n_supermarkets,radial_distance,2107,2120,2107,0.26604265364429663,4,3,170,169
n_supermarkets,radial_distance,2107,2121,2107,0.27934142271266715,2,3,77,131
n_supermarkets,radial_distance,2107,2122,2107,0.2763346972223642,6,3,236,194
n_supermarkets,radial_distance,2107,2123,2107,0.3709465390016251,0.1,3,2,13
n_supermarkets,radial_distance,2107,2125,2107,0.3131420243185223,0.1,3,3,25
n_supermarkets,radial_distance,2107,2126,2107,0.29221520181793337,1,3,35,82
n_supermarkets,radial_distance,2107,2127,2107,0.329167750455606,0.1,3,3,25
n_supermarkets,radial_distance,2107,2128,2107,0.34363895422075214,0.1,3,3,25
n_supermarkets,radial_distance,2107,2129,2107,0.34161319886108304,1,3,26,68
n_supermarkets,radial_distance,2107,2130,2107,0.32075425491702997,1,3,29,72
n_supermarkets,radial_distance,2107,2131,2107,0.3240846465391357,12,3,343,206
n_supermarkets,radial_distance,2107,2132,2107,0.3242644341723813,2,3,57,108
n_supermarkets,radial_distance,2107,2133,2107,0.3452046900152147,0.1,3,3,25
n_supermarkets,radial_distance,2107,2134,2107,0.3302403787109591,2,3,55,105
n_supermarkets,radial_distance,2107,2135,2107,0.3456056710575901,4,3,100,150
n_supermarkets,radial_distance,2107,2136,2107,0.35595331873189334,0.1,3,2,13
n_supermarkets,radial_distance,2107,2137,2107,0.3137164137431034,2,3,61,111
n_supermarkets,radial_distance,2107,2138,2107,0.3135965656205651,1,3,31,75
n_supermarkets,radial_distance,2107,2139,2107,0.30623265513149034,0.1,3,3,25
n_supermarkets,radial_distance,2107,2140,2107,0.3393782626530157,6,3,156,165
n_supermarkets,radial_distance,2107,2141,2107,0.3631422613525982,8,3,182,178
n_supermarkets,radial_distance,2107,2142,2107,0.36731396799768157,10,3,222,190
n_supermarkets,radial_distance,2107,2143,2107,0.39288028323588614,2,3,39,84
n_supermarkets,radial_distance,2107,2144,2107,0.37192373520876987,13,3,282,199
n_supermarkets,radial_distance,2107,2145,2107,0.4131236575592533,12,3,211,186
n_supermarkets,radial_distance,2107,2146,2107,0.40315066149870177,5,3,92,142
n_supermarkets,radial_distance,2107,2147,2107,0.41066258163352604,3,3,53,99
n_supermarkets,radial_distance,2107,2148,2107,0.4514365513158791,12,3,177,174
n_supermarkets,radial_distance,2107,2150,2107,0.36640551329968557,11,3,246,195
n_supermarkets,radial_distance,2107,2151,2107,0.34471900434170283,1,3,25,67
n_supermarkets,radial_distance,2107,2152,2107,0.3647004416447691,2,3,45,95
n_supermarkets,radial_distance,2107,2153,2107,0.36951991413987684,4,3,88,141
n_supermarkets,radial_distance,2107,2154,2107,0.33815087704486463,3,3,79,134
n_supermarkets,radial_distance,2107,2155,2107,0.3905288733698959,2,3,39,84
n_supermarkets,radial_distance,2107,2156,2107,0.3531413977583888,1,3,24,66
n_supermarkets,radial_distance,2107,2157,2107,0.30696317513865845,0.1,3,3,25
n_supermarkets,radial_distance,2107,2158,2107,0.2916531882094907,2,3,71,122
n_supermarkets,radial_distance,2107,2159,2107,0.24785590375799854,0.1,3,5,39
n_supermarkets,radial_distance,2107,2160,2107,0.3977848383407924,6,3,114,152
n_supermarkets,radial_distance,2107,2161,2107,0.4104033469530337,1,3,18,62
n_supermarkets,radial_distance,2107,2162,2107,0.4067234509105437,3,3,54,102
n_supermarkets,radial_distance,2107,2163,2107,0.4295251526483832,0.1,3,2,13
n_supermarkets,radial_distance,2107,2164,2107,0.45928556231950807,0.1,3,1,1
n_supermarkets,radial_distance,2107,2165,2107,0.44667925810626885,10,3,150,163
n_supermarkets,radial_distance,2107,2166,2107,0.4661930497497183,16,3,221,189
n_supermarkets,radial_distance,2107,2167,2107,0.548277200278383,0.1,3,1,1
n_supermarkets,radial_distance,2107,2168,2107,0.5287289357915446,3,3,32,77
n_supermarkets,radial_distance,2107,2170,2107,0.5052000506006545,19,3,223,191
n_supermarkets,radial_distance,2107,2171,2107,0.5598341635241912,1,3,10,47
n_supermarkets,radial_distance,2107,2172,2107,0.47875000731847245,0.1,3,1,1
n_supermarkets,radial_distance,2107,2173,2107,0.597764091227806,0.1,3,1,1
n_supermarkets,radial_distance,2107,2174,2107,0.5718067603522741,0.1,3,1,1
n_supermarkets,radial_distance,2107,2175,2107,0.5199143434568655,1,3,11,50
n_supermarkets,radial_distance,2107,2176,2107,0.5007110127740771,6,3,72,123
n_supermarkets,radial_distance,2107,2177,2107,0.513914127742517,1,3,11,50
n_supermarkets,radial_distance,2107,2178,2107,0.5758082608655642,0.1,3,1,1
n_supermarkets,radial_distance,2107,2179,2107,0.6127913761749153,0.1,3,1,1
n_supermarkets,radial_distance,2107,2190,2107,0.3796830123704803,2,3,42,91
n_supermarkets,radial_distance,2107,2191,2107,0.3618654479587675,0.1,3,2,13
n_supermarkets,radial_distance,2107,2192,2107,0.37073774233771073,2,3,44,94
n_supermarkets,radial_distance,2107,2193,2107,0.34354144383183294,3,3,76,129
n_supermarkets,radial_distance,2107,2194,2107,0.3572548217354673,8,3,188,181
n_supermarkets,radial_distance,2107,2195,2107,0.3828555605838957,12,3,246,195
n_supermarkets,radial_distance,2107,2196,2107,0.39804030417707725,0.1,3,2,13
n_supermarkets,radial_distance,2107,2197,2107,0.4228662170212093,2,3,34,80
n_supermarkets,radial_distance,2107,2198,2107,0.43538139224222633,0.1,3,2,13
n_supermarkets,radial_distance,2107,2199,2107,0.40820734660893215,3,3,54,102
n_supermarkets,radial_distance,2107,2200,2107,0.4244307652074645,11,3,183,179
n_supermarkets,radial_distance,2107,2203,2107,0.3287111413537693,3,3,83,136
n_supermarkets,radial_distance,2107,2204,2107,0.3261020144394183,8,3,226,192
n_supermarkets,radial_distance,2107,2205,2107,0.3521444507430051,2,3,48,97
n_supermarkets,radial_distance,2107,2206,2107,0.3534634654100684,0.1,3,2,13
n_supermarkets,radial_distance,2107,2207,2107,0.3750809987007355,1,3,21,65
n_supermarkets,radial_distance,2107,2208,2107,0.3807636026878028,0.1,3,2,13
n_supermarkets,radial_distance,2107,2209,2107,0.40048409553620795,3,3,56,106
n_supermarkets,radial_distance,2107,2210,2107,0.42772297097231166,7,3,115,154
n_supermarkets,radial_distance,2107,2211,2107,0.43579966605215603,2,3,32,77
n_supermarkets,radial_distance,2107,2212,2107,0.4436609495482065,2,3,30,73
n_supermarkets,radial_distance,2107,2213,2107,0.46327803707963255,1,3,14,56
n_supermarkets,radial_distance,2107,2214,2107,0.4599106176575652,0.1,3,1,1
n_supermarkets,radial_distance,2107,2216,2107,0.36651017022802557,8,3,179,175
n_supermarkets,radial_distance,2107,2217,2107,0.3892636123405788,5,3,99,148
n_supermarkets,radial_distance,2107,2218,2107,0.3959923367645556,4,3,77,131
n_supermarkets,radial_distance,2107,2219,2107,0.40850475818085746,2,3,36,83
n_supermarkets,radial_distance,2107,2220,2107,0.4013557082093626,4,3,74,126
n_supermarkets,radial_distance,2107,2221,2107,0.41598419677281095,1,3,17,61
n_supermarkets,radial_distance,2107,2222,2107,0.4083745164089634,3,3,54,102
n_supermarkets,radial_distance,2107,2223,2107,0.4265828836034833,1,3,16,60
n_supermarkets,radial_distance,2107,2224,2107,0.4418716850764039,2,3,31,75
n_supermarkets,radial_distance,2107,2225,2107,0.44453946894134355,0.1,3,2,13
n_supermarkets,radial_distance,2107,2226,2107,0.46038659711300395,2,3,28,71
n_supermarkets,radial_distance,2107,2227,2107,0.47389926231930607,4,3,53,99
n_supermarkets,radial_distance,2107,2228,2107,0.4604348164812983,3,3,42,91
n_supermarkets,radial_distance,2107,2229,2107,0.459104236064909,3,3,43,93
n_supermarkets,radial_distance,2107,2230,2107,0.455800383068327,1,3,14,56
n_supermarkets,radial_distance,2107,2231,2107,0.41157171994494807,0.1,3,2,13
n_supermarkets,radial_distance,2107,2232,2107,0.48001459020433085,1,3,13,54
n_supermarkets,radial_distance,2107,2233,2107,0.547365515414626,3,3,30,73
n_supermarkets,radial_distance,2107,2234,2107,0.4994291369236434,1,3,12,53
n_supermarkets,radial_distance,2107,2747,2107,0.5808051927868418,7,3,62,115
n_supermarkets,radial_distance,2107,2748,2107,0.6193341277540564,0.1,3,1,1
n_supermarkets,radial_distance,2107,2749,2107,0.6384416377036035,0.1,3,1,1
n_supermarkets,radial_distance,2107,2750,2107,0.6568406770413454,8,3,56,106
n_supermarkets,radial_distance,2107,2759,2107,0.5600571960572126,2,3,19,64
n_supermarkets,radial_distance,2107,2760,2107,0.5580099050165664,4,3,39,84
n_supermarkets,radial_distance,2107,2761,2107,0.48771377713021224,1,3,13,54
n_supermarkets,radial_distance,2107,2762,2107,0.456978222832154,0.1,3,1,1
n_supermarkets,radial_distance,2107,2763,2107,0.443572193167964,4,3,61,111
n_supermarkets,radial_distance,2107,2765,2107,0.46721978037834033,0.1,3,1,1
n_supermarkets,radial_distance,2107,2766,2107,0.506385514185168,5,3,58,109
n_supermarkets,radial_distance,2107,2767,2107,0.4715949064526654,2,3,27,70
n_supermarkets,radial_distance,2107,2768,2107,0.405563497003995,0.1,3,2,13
n_supermarkets,radial_distance,2107,2769,2107,0.4251856366015243,0.1,3,2,13
n_supermarkets,radial_distance,2107,2770,2107,0.5252299022339169,9,3,98,146
n_supermarkets,radial_distance,2107,2107,2107,NA,NA,NA,2574,214
n_shoppingCentres,radial_distance,2026,2000,2026,0.06768519290450856,13,0.1,284,213
n_shoppingCentres,radial_distance,2026,2006,2026,0.08522574760435998,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2007,2026,0.0751092207033994,0.1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2008,2026,0.0757936347587296,1,0.1,17,208
n_shoppingCentres,radial_distance,2026,2009,2026,0.0815972202076043,0.1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2010,2026,0.057985427070340316,0.1,0.1,3,183
n_shoppingCentres,radial_distance,2026,2011,2026,0.051834051599541256,0.1,0.1,4,191
n_shoppingCentres,radial_distance,2026,2015,2026,0.08154417513332247,0.1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2016,2026,0.0659692950138738,0.1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2017,2026,0.06605261522225032,0.1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2018,2026,0.07288340799082241,0.1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2019,2026,0.09006628188805448,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2020,2026,0.10362050082804473,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2021,2026,0.044384345191761085,0.1,0.1,5,193
n_shoppingCentres,radial_distance,2026,2022,2026,0.024041902687970462,2,0.1,346,214
n_shoppingCentres,radial_distance,2026,2023,2026,0.019011678833461162,0.1,0.1,28,210
n_shoppingCentres,radial_distance,2026,2024,2026,0.017573826183669795,0.1,0.1,32,211
n_shoppingCentres,radial_distance,2026,2025,2026,0.02872672698348538,0.1,0.1,12,205
n_shoppingCentres,radial_distance,2026,2027,2026,0.0386894125815378,0.1,0.1,7,198
n_shoppingCentres,radial_distance,2026,2028,2026,0.031014143348355967,0.1,0.1,10,203
n_shoppingCentres,radial_distance,2026,2029,2026,0.016138145393595912,0.1,0.1,38,212
n_shoppingCentres,radial_distance,2026,2030,2026,0.032792885109771616,0.1,0.1,9,202
n_shoppingCentres,radial_distance,2026,2031,2026,0.03818833537753405,0.1,0.1,7,198
n_shoppingCentres,radial_distance,2026,2032,2026,0.05706192569746804,0.1,0.1,3,183
n_shoppingCentres,radial_distance,2026,2033,2026,0.058233779414115845,0.1,0.1,3,183
n_shoppingCentres,radial_distance,2026,2034,2026,0.039182726516245436,0.1,0.1,7,198
n_shoppingCentres,radial_distance,2026,2035,2026,0.06355461046221142,0.1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2036,2026,0.08786679730922707,1,0.1,13,206
n_shoppingCentres,radial_distance,2026,2037,2026,0.08786955322523231,1,0.1,13,206
n_shoppingCentres,radial_distance,2026,2038,2026,0.10148544493711219,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2039,2026,0.10213354670268704,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2040,2026,0.11555207235770272,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2041,2026,0.0963587566425832,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2042,2026,0.0954257367199532,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2043,2026,0.08766901183004779,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2044,2026,0.10755095380309335,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2045,2026,0.13298482410044465,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2046,2026,0.1432587481868234,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2047,2026,0.12511568250677388,1,0.1,6,196
n_shoppingCentres,radial_distance,2026,2048,2026,0.1065407744684399,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2049,2026,0.12033065808865091,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2050,2026,0.09513757731873917,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2052,2026,0.0507496351964323,0.1,0.1,4,191
n_shoppingCentres,radial_distance,2026,2060,2026,0.0843547988428517,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2061,2026,0.07167492445724032,0.1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2062,2026,0.08911664668813797,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2063,2026,0.0958039255994248,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2064,2026,0.11693176615598813,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2065,2026,0.10096574109300853,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2066,2026,0.1326358181509187,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2067,2026,0.1329922460007691,4,0.1,23,209
n_shoppingCentres,radial_distance,2026,2068,2026,0.11050330059084382,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2069,2026,0.1319746785393481,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2070,2026,0.15296191552765934,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2071,2026,0.16490649262570173,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2072,2026,0.17926804218034212,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2073,2026,0.19369689528025025,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2074,2026,0.22268678191578617,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2075,2026,0.19704250211953583,1,0.1,3,183
n_shoppingCentres,radial_distance,2026,2076,2026,0.23365471822803863,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2077,2026,0.27174904067302663,1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2079,2026,0.2657586824473149,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2080,2026,0.2792794878489185,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2081,2026,0.32817552954765394,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2082,2026,0.3171702914432944,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2083,2026,0.3131076617383073,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2084,2026,0.24943018943127485,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2085,2026,0.1768273665237494,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2086,2026,0.14965323180608925,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2087,2026,0.13557771236708838,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2088,2026,0.06667718958398035,0.1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2089,2026,0.07602402007827237,0.1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2090,2026,0.07545695508034014,0.1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2092,2026,0.10225481569594101,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2093,2026,0.09568708346220532,1,0.1,11,204
n_shoppingCentres,radial_distance,2026,2094,2026,0.09561531041502495,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2095,2026,0.08679889678014795,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2096,2026,0.11634444200374901,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2097,2026,0.15693490554451864,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2099,2026,0.1480637472921442,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2100,2026,0.13776528892045223,1,0.1,5,193
n_shoppingCentres,radial_distance,2026,2101,2026,0.1949888140691039,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2102,2026,0.20250374843105923,1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2103,2026,0.21595848148369914,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2104,2026,0.22836541798663298,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2105,2026,0.2392694933965998,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2106,2026,0.23702305106670657,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2107,2026,0.2626789826159813,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2108,2026,0.2962386055732214,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2109,2026,0.19780802531092276,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2110,2026,0.1363875881561409,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2111,2026,0.15599844464515886,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2112,2026,0.18015674008157434,1,0.1,3,183
n_shoppingCentres,radial_distance,2026,2113,2026,0.17174834183529342,1,0.1,3,183
n_shoppingCentres,radial_distance,2026,2114,2026,0.20639981576133407,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2115,2026,0.2264636470161166,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2116,2026,0.24491801287533008,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2117,2026,0.25055331672869385,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2118,2026,0.2540612139068067,1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2119,2026,0.24769024990875074,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2120,2026,0.25541786836518365,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2121,2026,0.22638710628770872,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2122,2026,0.20878141412569368,1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2123,2026,0.2821206684094165,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2125,2026,0.2777348857151211,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2126,2026,0.2817082685052967,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2127,2026,0.21067296425330367,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2128,2026,0.23290821748237525,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2129,2026,0.20239264005238147,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2130,2026,0.13537513745610796,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2131,2026,0.14627629019085867,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2132,2026,0.15723589045541214,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2133,2026,0.16959276808967996,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2134,2026,0.16905467418731512,2,0.1,7,198
n_shoppingCentres,radial_distance,2026,2135,2026,0.1909969238758776,1,0.1,3,183
n_shoppingCentres,radial_distance,2026,2136,2026,0.18973487216164303,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2137,2026,0.17265432028052186,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2138,2026,0.18984514526453236,1,0.1,3,183
n_shoppingCentres,radial_distance,2026,2139,2026,0.1852079412971642,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2140,2026,0.1990923981212163,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2141,2026,0.22615933768092628,1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2142,2026,0.25997080348396306,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2143,2026,0.24617329823306416,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2144,2026,0.2487367342367258,1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2145,2026,0.3275274337931242,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2146,2026,0.33456074416233983,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2147,2026,0.35719926204664637,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2148,2026,0.38687984100960243,1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2150,2026,0.276098649126243,1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2151,2026,0.2787854049780468,1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2152,2026,0.2965505785567951,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2153,2026,0.3255656708299673,1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2154,2026,0.31698210962664275,1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2155,2026,0.3873658536678995,1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2156,2026,0.3830775964547368,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2157,2026,0.4244780749992983,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2158,2026,0.3191956721050785,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2159,2026,0.35704589061456193,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2160,2026,0.2946259369246373,1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2161,2026,0.293203530654508,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2162,2026,0.26960249201682607,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2163,2026,0.29424956360840254,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2164,2026,0.3579275345536125,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2165,2026,0.32663203636314597,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2166,2026,0.33461403236692144,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2167,2026,0.38766072902045845,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2168,2026,0.3966350798441204,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2170,2026,0.35644934169205333,2,0.1,2,163
n_shoppingCentres,radial_distance,2026,2171,2026,0.4317964868602437,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2172,2026,0.30173343096399596,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2173,2026,0.3998337079002907,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2174,2026,0.42124199260527023,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2175,2026,0.42760568520115716,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2176,2026,0.3888327032854592,1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2177,2026,0.3913249585486397,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2178,2026,0.47296405471391095,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2179,2026,0.47502127681783896,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2190,2026,0.21694759509548575,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2191,2026,0.1872054573073942,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2192,2026,0.18545396383229593,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2193,2026,0.1532374048009561,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2194,2026,0.17121090565109914,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2195,2026,0.20195451135010833,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2196,2026,0.21564426060495917,1,0.1,2,163
n_shoppingCentres,radial_distance,2026,2197,2026,0.2762919626371097,1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2198,2026,0.2850081181657956,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2199,2026,0.25260215910629613,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2200,2026,0.2601230464742349,1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2203,2026,0.13366554187267402,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2204,2026,0.11887511717299579,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2205,2026,0.1334238619944536,0.1,0.1,1,120
n_shoppingCentres,radial_distance,2026,2206,2026,0.15064623705746374,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2207,2026,0.16209730412730208,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2208,2026,0.18019845885244595,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2209,2026,0.20380345539294073,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2210,2026,0.2318140578895786,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2211,2026,0.24912573538331637,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2212,2026,0.2653022907447293,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2213,2026,0.28269670835320465,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2214,2026,0.29511280720024247,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2216,2026,0.14034880879355555,1,0.1,5,193
n_shoppingCentres,radial_distance,2026,2217,2026,0.15907686261706636,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2218,2026,0.17318599237129143,0.1,0.1,0,1
n_shoppingCentres,radial_distance,2026,2219,2026,0.17240059160359725,0.1,0.1,0,1
