source,target,dist
2000,2026,21.55
2006,2026,25.1
2007,2026,20.583333333333332
2008,2026,22.533333333333335
2009,2026,21.583333333333332
2010,2026,15.283333333333333
2011,2026,17.933333333333334
2015,2026,25.95
2016,2026,20.9
2017,2026,21.316666666666666
2018,2026,22.8
2019,2026,27.866666666666667
2020,2026,27.966666666666665
2021,2026,11.166666666666666
2022,2026,8.833333333333334
2023,2026,7.7
2024,2026,7.2
2025,2026,9.783333333333333
2026,2026,0
2027,2026,14.066666666666666
2028,2026,11.666666666666666
2029,2026,10.833333333333334
2030,2026,12.5
2031,2026,14.016666666666667
2032,2026,19.683333333333334
2033,2026,18.5
2034,2026,13.916666666666666
2035,2026,20.583333333333332
2036,2026,25.916666666666668
2037,2026,23.283333333333335
2038,2026,23.55
2039,2026,21.183333333333334
2040,2026,24.583333333333332
2041,2026,21.666666666666668
2042,2026,28.783333333333335
2043,2026,27.433333333333334
2044,2026,33
2045,2026,26.75
2046,2026,29.3
2047,2026,25.683333333333334
2048,2026,27.266666666666666
2049,2026,29.483333333333334
2050,2026,27.016666666666666
2052,2026,20.833333333333332
2060,2026,23.133333333333333
2061,2026,21.266666666666666
2062,2026,21.066666666666666
2063,2026,24.616666666666667
2064,2026,23.183333333333334
2065,2026,24.35
2066,2026,23.866666666666667
2067,2026,24.85
2068,2026,24.35
2069,2026,29.916666666666668
2070,2026,32.35
2071,2026,34.166666666666664
2072,2026,33.3
2073,2026,29.966666666666665
2074,2026,45.11666666666667
2075,2026,37.45
2076,2026,40.36666666666667
2077,2026,48.1
2079,2026,44.9
2080,2026,47.88333333333333
2081,2026,60.38333333333333
2082,2026,52.75
2083,2026,60.96666666666667
2084,2026,54.28333333333333
2085,2026,41.416666666666664
2086,2026,37.21666666666667
2087,2026,34.06666666666667
2088,2026,24.166666666666668
2089,2026,22.916666666666668
2090,2026,20.8
2092,2026,32.833333333333336
2093,2026,34.15
2094,2026,34.3
2095,2026,40.516666666666666
2096,2026,40.71666666666667
2097,2026,47.05
2099,2026,43.266666666666666
2100,2026,38.016666666666666
2101,2026,49.85
2102,2026,51.266666666666666
2103,2026,52.93333333333333
2104,2026,53.56666666666667
2106,2026,56.2
2107,2026,62.03333333333333
2108,2026,80.31666666666666
2109,2026,31.866666666666667
2110,2026,29.633333333333333
2111,2026,31.3
2112,2026,33.55
2113,2026,29.966666666666665
2114,2026,39.416666666666664
2115,2026,39.5
2116,2026,42.7
2117,2026,42.6
2118,2026,37.05
2119,2026,32.86666666666667
2120,2026,38.55
2121,2026,31.95
2122,2026,33.88333333333333
2123,2026,17.783333333333335
2125,2026,37.86666666666667
2126,2026,36.11666666666667
2127,2026,35.31666666666667
2128,2026,37.016666666666666
2129,2026,35.666666666666664
2130,2026,32.31666666666667
2131,2026,33.06666666666667
2132,2026,31.816666666666666
2133,2026,33.916666666666664
2134,2026,36.266666666666666
2135,2026,36.233333333333334
2136,2026,40.46666666666667
2137,2026,34.06666666666667
2138,2026,33.916666666666664
2139,2026,37.28333333333333
2140,2026,33.28333333333333
2141,2026,39.833333333333336
2142,2026,40.18333333333333
2143,2026,48.88333333333333
2144,2026,42.233333333333334
2145,2026,45.583333333333336
2146,2026,45.63333333333333
2147,2026,43.63333333333333
2148,2026,47.416666666666664
2150,2026,40.9
2151,2026,39.15
2152,2026,39.53333333333333
2153,2026,38.53333333333333
2154,2026,43.35
2155,2026,51.96666666666667
2156,2026,54.016666666666666
2157,2026,60.3
2158,2026,43.8
2159,2026,61.8
2160,2026,41.6
2161,2026,46.55
2162,2026,48.63333333333333
2163,2026,51.85
2164,2026,52.983333333333334
2165,2026,51.56666666666667
2166,2026,54.36666666666667
2167,2026,53.833333333333336
2168,2026,53.31666666666667
2170,2026,45.31666666666667
2171,2026,54.21666666666667
2172,2026,49.766666666666666
2173,2026,61.166666666666664
2174,2026,51.61666666666667
2175,2026,52.95
2176,2026,56.93333333333333
2177,2026,55.45
2178,2026,58.166666666666664
2179,2026,56.516666666666666
2190,2026,42.25
2191,2026,38.5
2192,2026,38.4
2193,2026,35.43333333333333
2194,2026,38.516666666666666
2195,2026,38.81666666666667
2196,2026,38.7
2197,2026,49.516666666666666
2198,2026,47.56666666666667
2199,2026,46.85
2200,2026,41.3
2203,2026,34.166666666666664
2204,2026,34.21666666666667
2205,2026,29.866666666666667
2206,2026,39.11666666666667
2207,2026,36.86666666666667
2208,2026,32.61666666666667
2209,2026,37.7
2210,2026,39.56666666666667
2211,2026,41.3
2212,2026,40.75
2213,2026,43.3
2214,2026,41.1
2216,2026,31
2217,2026,34.916666666666664
2218,2026,37.666666666666664
2219,2026,38.21666666666667
2220,2026,37.983333333333334
2221,2026,40.31666666666667
2222,2026,39.68333333333333
2223,2026,46.1
2224,2026,44.06666666666667
2225,2026,51.666666666666664
2226,2026,53.38333333333333
2227,2026,51.81666666666667
2228,2026,47.833333333333336
2229,2026,46.86666666666667
2230,2026,53.68333333333333
2231,2026,53.25
2232,2026,50.666666666666664
2233,2026,64.38333333333334
2234,2026,47.5
2747,2026,61.03333333333333
2748,2026,60.71666666666667
2749,2026,71.45
2750,2026,65.51666666666667
2759,2026,55.483333333333334
2760,2026,58.86666666666667
2761,2026,46.833333333333336
2762,2026,53.56666666666667
2763,2026,48.28333333333333
2765,2026,57.25
2766,2026,48.9
2767,2026,49.06666666666667
2768,2026,44.8
2769,2026,50.61666666666667
2770,2026,53.03333333333333
2000,2145,30.5
2006,2145,30.816666666666666
2007,2145,32.68333333333333
2008,2145,31.633333333333333
2009,2145,30.55
2010,2145,37.71666666666667
2011,2145,36.516666666666666
2015,2145,37.6
2016,2145,35.18333333333333
2017,2145,38.55
2018,2145,37.55
2019,2145,43.7
2020,2145,41.3
2021,2145,38.266666666666666
2022,2145,39.86666666666667
2023,2145,37.71666666666667
2024,2145,44.13333333333333
2025,2145,36.28333333333333
2026,2145,44.75
2027,2145,34.35
2028,2145,35.46666666666667
2029,2145,40.56666666666667
2030,2145,43.46666666666667
2031,2145,40.916666666666664
2032,2145,42.733333333333334
2033,2145,35.516666666666666
2034,2145,46.81666666666667
2035,2145,43.666666666666664
2036,2145,47.61666666666667
2037,2145,30.166666666666668
2038,2145,27.716666666666665
2039,2145,28.116666666666667
2040,2145,24.5
2041,2145,29.366666666666667
2042,2145,31.6
2043,2145,34.45
2044,2145,35.13333333333333
2045,2145,21.016666666666666
2046,2145,26.4
2047,2145,26.85
2048,2145,26.05
2049,2145,23.75
2050,2145,28.4
2052,2145,41.06666666666667
2060,2145,35.85
2061,2145,35.55
2062,2145,35.833333333333336
2063,2145,38.93333333333333
2064,2145,34
2065,2145,37.96666666666667
2066,2145,34.36666666666667
2067,2145,34.95
2068,2145,41.2
2069,2145,40.7
2070,2145,34.86666666666667
2071,2145,34.983333333333334
2072,2145,34.31666666666667
2073,2145,30.983333333333334
2074,2145,46.13333333333333
2075,2145,38.46666666666667
2076,2145,32.68333333333333
2077,2145,37.06666666666667
2079,2145,34
2080,2145,36.983333333333334
2081,2145,49.483333333333334
2082,2145,41.86666666666667
2083,2145,50.083333333333336
2084,2145,55.31666666666667
2085,2145,48.21666666666667
2086,2145,49
2087,2145,45.85
2088,2145,41.2
2089,2145,36.5
2090,2145,36.13333333333333
2092,2145,49.85
2093,2145,51.166666666666664
2094,2145,51.31666666666667
2095,2145,57.55
2096,2145,57.75
2097,2145,58.25
2099,2145,54.45
2100,2145,53.38333333333333
2101,2145,50.88333333333333
2102,2145,55.9
2103,2145,56.75
2104,2145,54.583333333333336
2106,2145,60.3
2107,2145,66.13333333333334
2108,2145,81.33333333333333
2109,2145,31.233333333333334
2110,2145,28
2111,2145,26.55
2112,2145,24.216666666666665
2113,2145,31.216666666666665
2114,2145,22.45
2115,2145,18.216666666666665
2116,2145,17.316666666666666
2117,2145,15.716666666666667
2118,2145,19.133333333333333
2119,2145,26.833333333333332
2120,2145,29.8
2121,2145,24.033333333333335
2122,2145,28.05
2123,2145,33.06666666666667
2125,2145,27.533333333333335
2126,2145,26.2
2127,2145,16.216666666666665
2128,2145,16.116666666666667
2129,2145,17.383333333333333
2130,2145,25.05
2131,2145,24.216666666666665
2132,2145,23.716666666666665
2133,2145,27.8
2134,2145,22
2135,2145,21.333333333333332
2136,2145,21.65
2137,2145,20.1
2138,2145,19.95
2139,2145,21.7
2140,2145,16.65
2141,2145,19.5
2142,2145,12
2143,2145,26.783333333333335
2144,2145,19.5
2145,2145,0
2146,2145,9.333333333333334
2147,2145,16.983333333333334
2148,2145,12.75
2150,2145,15.666666666666666
2151,2145,17.966666666666665
2152,2145,12.85
2153,2145,20.166666666666668
2154,2145,27.5
2155,2145,31.633333333333333
2156,2145,42.2
2157,2145,51.45
2158,2145,34.95
2159,2145,52.95
2160,2145,10.966666666666667
2161,2145,16.866666666666667
2162,2145,23.616666666666667
2163,2145,22.1
2164,2145,13.166666666666666
2165,2145,16.133333333333333
2166,2145,22.216666666666665
2167,2145,33.166666666666664
2168,2145,26.933333333333334
2170,2145,31.566666666666666
2171,2145,26.833333333333332
2172,2145,37.68333333333333
2173,2145,47.25
2174,2145,30.883333333333333
2175,2145,19.95
2176,2145,20.85
2177,2145,23.15
2178,2145,24.183333333333334
2179,2145,32.81666666666667
2190,2145,23.966666666666665
2191,2145,25.166666666666668
2192,2145,30.4
2193,2145,27.9
2194,2145,31.183333333333334
2195,2145,26.483333333333334
2196,2145,28.566666666666666
2197,2145,25.483333333333334
2198,2145,23.766666666666666
2199,2145,26.7
2200,2145,29.516666666666666
2203,2145,27.716666666666665
2204,2145,28.783333333333335
2205,2145,37.63333333333333
2206,2145,35.06666666666667
2207,2145,39.55
2208,2145,34.766666666666666
2209,2145,31.533333333333335
2210,2145,35.733333333333334
2211,2145,36.36666666666667
2212,2145,34.766666666666666
2213,2145,33.95
2214,2145,30.033333333333335
2216,2145,40.53333333333333
2217,2145,45.05
2218,2145,41.266666666666666
2219,2145,46.85
2220,2145,35.31666666666667
2221,2145,40.7
2222,2145,34.38333333333333
2223,2145,40.8
2224,2145,44.43333333333333
2225,2145,52.05
2226,2145,51.3
2227,2145,52.2
2228,2145,50.46666666666667
2229,2145,52.81666666666667
2230,2145,60.1
2231,2145,59.86666666666667
2232,2145,47.7
2233,2145,63.65
2234,2145,42.583333333333336
2747,2145,28.033333333333335
2748,2145,27.716666666666665
2749,2145,38.45
2750,2145,32.5
2759,2145,22.483333333333334
2760,2145,27.133333333333333
2761,2145,20.65
2762,2145,27.616666666666667
2763,2145,29.65
2765,2145,36.916666666666664
2766,2145,15.9
2767,2145,22.55
2768,2145,24.466666666666665
2769,2145,30.283333333333335
2770,2145,22.683333333333334
2000,2107,52.31666666666667
2006,2107,57.25
2007,2107,52.75
2008,2107,55.03333333333333
2009,2107,51.15
2010,2107,55.6
2011,2107,54.18333333333333
2015,2107,58.85
2016,2107,55.88333333333333
2017,2107,55.766666666666666
2018,2107,56.36666666666667
2019,2107,60.93333333333333
2020,2107,60.11666666666667
2021,2107,54.1
2022,2107,58.166666666666664
2023,2107,57.45
2024,2107,62.43333333333333
2025,2107,56.016666666666666
2026,2107,63.25
2027,2107,54.1
2028,2107,55.2
2029,2107,60.3
2030,2107,63.2
2031,2107,58.03333333333333
2032,2107,61.233333333333334
2033,2107,54.333333333333336
2034,2107,63.93333333333333
2035,2107,62.483333333333334
2036,2107,66.68333333333334
2037,2107,54.416666666666664
2038,2107,56.53333333333333
2039,2107,57.05
2040,2107,57.55
2041,2107,54.63333333333333
2042,2107,60.8
2043,2107,62.233333333333334
2044,2107,65.98333333333333
2045,2107,61.81666666666667
2046,2107,57.916666666666664
2047,2107,55
2048,2107,60
2049,2107,64.55
2050,2107,58.36666666666667
2052,2107,59.71666666666667
2060,2107,48.13333333333333
2061,2107,50.81666666666667
2062,2107,46.083333333333336
2063,2107,44.016666666666666
2064,2107,43.733333333333334
2065,2107,47.35
2066,2107,45.56666666666667
2067,2107,41.46666666666667
2068,2107,39.5
2069,2107,33.85
2070,2107,42.35
2071,2107,37.516666666666666
2072,2107,36.46666666666667
2073,2107,37.4
2074,2107,41.8
2075,2107,30.6
2076,2107,37.71666666666667
2077,2107,46.45
2079,2107,48.083333333333336
2080,2107,51.06666666666667
2081,2107,63.55
2082,2107,55.93333333333333
2083,2107,64.15
2084,2107,32.43333333333333
2085,2107,30.983333333333334
2086,2107,30.283333333333335
2087,2107,33.8
2088,2107,44
2089,2107,49.18333333333333
2090,2107,43.916666666666664
2092,2107,32.483333333333334
2093,2107,38.166666666666664
2094,2107,40.11666666666667
2095,2107,44.2
2096,2107,34.833333333333336
2097,2107,24.216666666666665
2099,2107,27.5
2100,2107,33.63333333333333
2101,2107,20.983333333333334
2102,2107,16.866666666666667
2103,2107,11.85
2104,2107,17.25
2106,2107,8.45
2107,2107,0
2108,2107,56.95
2109,2107,45.7
2110,2107,50.86666666666667
2111,2107,52.11666666666667
2112,2107,47.88333333333333
2113,2107,44.516666666666666
2114,2107,52.55
2115,2107,54.8
2116,2107,59.85
2117,2107,56.416666666666664
2118,2107,50.88333333333333
2119,2107,46.7
2120,2107,48.06666666666667
2121,2107,45.78333333333333
2122,2107,47.63333333333333
2123,2107,52.416666666666664
2125,2107,51.7
2126,2107,49.95
2127,2107,57.75
2128,2107,59.81666666666667
2129,2107,57.25
2130,2107,65.85
2131,2107,65.03333333333333
2132,2107,64.93333333333334
2133,2107,67.53333333333333
2134,2107,63
2135,2107,61.2
2136,2107,61.516666666666666
2137,2107,56.833333333333336
2138,2107,53.68333333333333
2139,2107,55.95
2140,2107,54.5
2141,2107,61.416666666666664
2142,2107,63.15
2143,2107,68.83333333333333
2144,2107,65.2
2145,2107,65.03333333333333
2146,2107,59.46666666666667
2147,2107,57.46666666666667
2148,2107,63.833333333333336
2150,2107,61.28333333333333
2151,2107,52.983333333333334
2152,2107,53.36666666666667
2153,2107,52.36666666666667
2154,2107,57.166666666666664
2155,2107,65.8
2156,2107,67.85
2157,2107,73.78333333333333
2158,2107,57.63333333333333
2159,2107,72.08333333333333
2160,2107,64.56666666666666
2161,2107,69.5
2162,2107,70.21666666666667
2163,2107,74.8
2164,2107,74.55
2165,2107,74.53333333333333
2166,2107,80.01666666666667
2167,2107,83
2168,2107,80.11666666666666
2170,2107,77.46666666666667
2171,2107,76.66666666666667
2172,2107,81.91666666666667
2173,2107,93.31666666666666
2174,2107,80.71666666666667
2175,2107,69.78333333333333
2176,2107,73.75
2177,2107,75.61666666666666
2178,2107,74
2179,2107,82.65
2190,2107,63.833333333333336
2191,2107,65.01666666666667
2192,2107,70.26666666666667
2193,2107,68.7
2194,2107,70
2195,2107,66.35
2196,2107,68.43333333333334
2197,2107,70.96666666666667
2198,2107,72.98333333333333
2199,2107,67.9
2200,2107,69.36666666666666
2203,2107,68.51666666666667
2204,2107,69.58333333333333
2205,2107,62.016666666666666
2206,2107,71.26666666666667
2207,2107,69.01666666666667
2208,2107,64.76666666666667
2209,2107,71.4
2210,2107,71.71666666666667
2211,2107,73.45
2212,2107,72.91666666666667
2213,2107,75.45
2214,2107,73.25
2216,2107,63.15
2217,2107,67.06666666666666
2218,2107,69.81666666666666
2219,2107,70.36666666666666
2220,2107,70.13333333333334
2221,2107,72.46666666666667
2222,2107,74.25
2223,2107,80.66666666666667
2224,2107,76.21666666666667
2225,2107,83.81666666666666
2226,2107,85.53333333333333
2227,2107,83.96666666666667
2228,2107,79.98333333333333
2229,2107,79.01666666666667
2230,2107,85.83333333333333
2231,2107,85.4
2232,2107,82.81666666666666
2233,2107,96.53333333333333
2234,2107,79.66666666666667
2747,2107,77.31666666666666
2748,2107,77.78333333333333
2749,2107,87.8
2750,2107,82.58333333333333
2759,2107,72.55
2760,2107,72.68333333333334
2761,2107,60.666666666666664
2762,2107,67.4
2763,2107,62.1
2765,2107,71.08333333333333
2766,2107,66.6
2767,2107,62.9
2768,2107,58.61666666666667
2769,2107,64.43333333333334
2770,2107,66.85
