source,target,dist
2000,2026,42.61666666666667
2006,2026,57.7
2007,2026,57.06666666666667
2008,2026,51.8
2009,2026,64.36666666666666
2010,2026,39.416666666666664
2011,2026,40.03333333333333
2015,2026,61.916666666666664
2016,2026,57.61666666666667
2017,2026,58.7
2018,2026,64.38333333333334
2019,2026,74.43333333333334
2021,2026,29.983333333333334
2022,2026,20.35
2023,2026,23.6
2024,2026,31.733333333333334
2025,2026,28.366666666666667
2026,2026,0
2027,2026,43.833333333333336
2028,2026,31.3
2029,2026,42.083333333333336
2030,2026,26.166666666666668
2031,2026,39.31666666666667
2032,2026,48.3
2033,2026,49.833333333333336
2034,2026,44.93333333333333
2035,2026,51.666666666666664
2036,2026,73.51666666666667
2037,2026,62.916666666666664
2038,2026,65.2
2039,2026,58.6
2040,2026,72.48333333333333
2041,2026,62.21666666666667
2042,2026,63.15
2043,2026,56.516666666666666
2044,2026,60.8
2045,2026,76.93333333333334
2046,2026,77.9
2047,2026,59.68333333333333
2048,2026,70.7
2049,2026,61.7
2050,2026,62.733333333333334
2052,2026,44.85
2060,2026,65.85
2061,2026,61.38333333333333
2062,2026,68.38333333333334
2063,2026,81.4
2064,2026,57.3
2065,2026,73.78333333333333
2066,2026,68.9
2067,2026,74.8
2068,2026,78.01666666666667
2069,2026,78.76666666666667
2070,2026,88.06666666666666
2071,2026,85.25
2072,2026,79.56666666666666
2073,2026,106.7
2074,2026,118.93333333333334
2075,2026,95.66666666666667
2076,2026,118.05
2077,2026,108.3
2079,2026,132.46666666666667
2080,2026,121.91666666666667
2081,2026,190.86666666666667
2082,2026,139.05
2083,2026,120.6
2086,2026,84.91666666666667
2087,2026,98.23333333333333
2088,2026,78.78333333333333
2089,2026,67.36666666666666
2090,2026,68.36666666666666
2092,2026,98.78333333333333
2093,2026,96.48333333333333
2094,2026,91.86666666666666
2095,2026,89.21666666666667
2096,2026,101.18333333333334
2097,2026,108.16666666666667
2099,2026,95.86666666666666
2100,2026,94.46666666666667
2101,2026,140.55
2102,2026,124.48333333333333
2103,2026,115.35
2104,2026,146.16666666666666
2105,2026,172.5
2106,2026,133.35
2107,2026,144.06666666666666
2108,2026,182.1
2109,2026,100.68333333333334
2110,2026,74.06666666666666
2111,2026,77.4
2112,2026,79.03333333333333
2113,2026,77.85
2114,2026,85.53333333333333
2115,2026,97.65
2116,2026,101.13333333333334
2117,2026,104.85
2118,2026,102.13333333333334
2119,2026,86.51666666666667
2120,2026,92.11666666666666
2121,2026,76.33333333333333
2122,2026,107.93333333333334
2123,2026,40.88333333333333
2125,2026,113.85
2126,2026,113.68333333333334
2127,2026,102.65
2128,2026,107.63333333333334
2129,2026,70.38333333333334
2130,2026,65.75
2131,2026,65.25
2132,2026,66.91666666666667
2133,2026,74.96666666666667
2134,2026,61.983333333333334
2135,2026,75
2136,2026,104.11666666666666
2137,2026,104.51666666666667
2138,2026,77.56666666666666
2139,2026,88.96666666666667
2140,2026,77.63333333333334
2141,2026,85
2142,2026,89.45
2143,2026,98.13333333333334
2144,2026,78.85
2145,2026,104.1
2146,2026,99.6
2147,2026,112.23333333333333
2148,2026,128.03333333333333
2150,2026,76.45
2151,2026,100.95
2152,2026,103.95
2153,2026,93.3
2154,2026,116.25
2155,2026,119.98333333333333
2156,2026,130.25
2158,2026,122.58333333333333
2160,2026,96
2161,2026,91.25
2162,2026,88.98333333333333
2163,2026,95.6
2164,2026,113.31666666666666
2165,2026,104.63333333333334
2166,2026,96.73333333333333
2167,2026,90.16666666666667
2168,2026,141.8
2170,2026,129.05
2171,2026,128.7
2172,2026,91.18333333333334
2174,2026,109
2175,2026,155.55
2176,2026,137.43333333333334
2177,2026,132.91666666666666
2178,2026,166.45
2179,2026,102.88333333333334
2190,2026,106.11666666666666
2191,2026,86.13333333333334
2192,2026,68.5
2193,2026,67.3
2194,2026,66.86666666666666
2195,2026,75.76666666666667
2196,2026,78.31666666666666
2197,2026,108.03333333333333
2198,2026,105.66666666666667
2199,2026,92.1
2200,2026,81.31666666666666
2203,2026,90.55
2204,2026,62.416666666666664
2205,2026,54.916666666666664
2206,2026,75.25
2207,2026,77.08333333333333
2208,2026,77.66666666666667
2209,2026,83.71666666666667
2210,2026,86.51666666666667
2211,2026,90.73333333333333
2212,2026,75.73333333333333
2213,2026,80.68333333333334
2214,2026,94.23333333333333
