source,target,dist
2216,2026,72.98333333333333
2217,2026,75.41666666666667
2218,2026,67.15
2219,2026,77.06666666666666
2220,2026,78.46666666666667
2221,2026,84.16666666666667
2222,2026,72.95
2223,2026,77.36666666666666
2224,2026,94.31666666666666
2225,2026,96.2
2226,2026,77.78333333333333
2227,2026,97.88333333333334
2228,2026,81.6
2229,2026,96.53333333333333
2230,2026,106.63333333333334
2231,2026,108.5
2232,2026,81.9
2234,2026,112.53333333333333
2747,2026,126.06666666666666
2750,2026,141.43333333333334
2759,2026,131.21666666666667
2760,2026,123.18333333333334
2761,2026,127.43333333333334
2762,2026,108.9
2763,2026,107.46666666666667
2765,2026,125.06666666666666
2766,2026,121.25
2767,2026,113.8
2768,2026,123.96666666666667
2769,2026,111.6
2770,2026,122.53333333333333
2000,2145,62.916666666666664
2006,2145,80.45
2007,2145,81.1
2008,2145,62.43333333333333
2009,2145,101.86666666666666
2010,2145,75
2011,2145,85.03333333333333
2015,2145,87.75
2016,2145,63.416666666666664
2017,2145,80.35
2018,2145,106.76666666666667
2019,2145,98.18333333333334
2021,2145,107.71666666666667
2022,2145,89.7
2023,2145,104.78333333333333
2024,2145,107.7
2025,2145,93.93333333333334
2026,2145,106.36666666666666
2027,2145,89.7
2028,2145,89.55
2029,2145,101.56666666666666
2030,2145,107.95
2031,2145,91.11666666666666
2032,2145,91.55
2033,2145,103.6
2034,2145,107.75
2035,2145,98.1
2036,2145,112.26666666666667
2037,2145,106.38333333333334
2038,2145,89.05
2039,2145,88.05
2040,2145,97.23333333333333
2041,2145,107.96666666666667
2042,2145,74.91666666666667
2043,2145,85.73333333333333
2044,2145,101.56666666666666
2045,2145,91.9
2046,2145,89.46666666666667
2047,2145,83.36666666666666
2048,2145,87.88333333333334
2049,2145,83.4
2050,2145,85
2052,2145,97.05
2060,2145,81.96666666666667
2061,2145,83.13333333333334
2062,2145,92.66666666666667
2063,2145,100.15
2064,2145,96.71666666666667
2065,2145,93.5
2066,2145,94.53333333333333
2067,2145,90.45
2068,2145,100.03333333333333
2069,2145,99.01666666666667
2070,2145,106.81666666666666
2071,2145,99.43333333333334
2072,2145,94.31666666666666
2073,2145,104.1
2074,2145,152.68333333333334
2075,2145,112.25
2076,2145,120.43333333333334
2077,2145,104.33333333333333
2079,2145,155.53333333333333
2080,2145,125.66666666666667
2081,2145,183.61666666666667
2082,2145,142.8
2083,2145,129.35
2086,2145,108.8
2087,2145,119.05
2088,2145,101.05
2089,2145,92.93333333333334
2090,2145,93.93333333333334
2092,2145,130.53333333333333
2093,2145,122.13333333333334
2094,2145,118.05
2095,2145,140.96666666666667
2096,2145,121.93333333333334
2097,2145,135.91666666666666
2099,2145,118.56666666666666
2100,2145,117.11666666666666
2101,2145,165.3
2102,2145,167.23333333333332
2103,2145,143.1
2104,2145,179.91666666666666
2105,2145,197.25
2106,2145,151.95
2107,2145,168.81666666666666
2108,2145,206.85
2109,2145,74.51666666666667
2110,2145,90.95
2111,2145,73.45
2112,2145,77.48333333333333
2113,2145,90.13333333333334
2114,2145,58.5
2115,2145,50.78333333333333
2116,2145,50.2
2117,2145,54.18333333333333
2118,2145,54.916666666666664
2119,2145,92.4
2120,2145,101.86666666666666
2121,2145,61.65
2122,2145,78.53333333333333
2123,2145,54.35
2125,2145,102.38333333333334
2126,2145,76.93333333333334
2127,2145,86.68333333333334
2128,2145,94.31666666666666
2129,2145,57.56666666666667
2130,2145,84.33333333333333
2131,2145,71.73333333333333
2132,2145,76.3
2133,2145,85.55
2134,2145,66.41666666666667
2135,2145,71.66666666666667
2136,2145,80.01666666666667
2137,2145,89.26666666666667
2138,2145,72.48333333333333
2139,2145,80.35
2140,2145,76.95
2141,2145,50.65
2142,2145,58.63333333333333
2143,2145,82.38333333333334
2144,2145,59.416666666666664
2145,2145,0
2146,2145,54.35
2147,2145,61.56666666666667
2148,2145,53.31666666666667
2150,2145,48.05
2151,2145,62.5
2152,2145,52.2
2153,2145,62.28333333333333
2154,2145,77.11666666666666
2155,2145,81.73333333333333
2156,2145,121
2158,2145,91.28333333333333
2160,2145,32.233333333333334
2161,2145,40.3
2162,2145,71.66666666666667
2163,2145,70.26666666666667
2164,2145,46.8
2165,2145,70.05
2166,2145,49.13333333333333
2167,2145,62.88333333333333
2168,2145,63.55
2170,2145,93.8
2171,2145,93.98333333333333
2172,2145,96.61666666666666
2174,2145,75.16666666666667
2175,2145,81.3
2176,2145,86.38333333333334
2177,2145,56.96666666666667
2178,2145,92.2
2179,2145,70.05
2190,2145,82.4
2191,2145,78.18333333333334
2192,2145,86.98333333333333
2193,2145,100.11666666666666
2194,2145,87.5
2195,2145,88.05
2196,2145,84.3
2197,2145,77.96666666666667
2198,2145,87.41666666666667
2199,2145,74.81666666666666
2200,2145,89.91666666666667
2203,2145,92.1
2204,2145,92.85
2205,2145,98.61666666666666
2206,2145,104.68333333333334
2207,2145,107.46666666666667
2208,2145,105.06666666666666
2209,2145,95
2210,2145,106.71666666666667
2211,2145,110.65
2212,2145,91.61666666666666
2213,2145,90.73333333333333
2214,2145,90.18333333333334
2216,2145,103.28333333333333
2217,2145,105.8
2218,2145,97.43333333333334
2219,2145,115.4
2220,2145,106.11666666666666
2221,2145,110.91666666666667
2222,2145,102.73333333333333
2223,2145,107.15
2224,2145,120.8
2225,2145,136.15
2226,2145,116.16666666666667
2227,2145,122.63333333333334
2228,2145,119.98333333333333
2229,2145,121.28333333333333
2230,2145,131.38333333333333
2231,2145,142.7
2232,2145,115.28333333333333
2234,2145,118.9
2747,2145,92.91666666666667
2750,2145,128.66666666666666
2759,2145,100.78333333333333
2760,2145,84.93333333333334
2761,2145,98.2
2762,2145,68.1
2763,2145,67.31666666666666
2765,2145,98.81666666666666
2766,2145,76.16666666666667
2767,2145,75.55
2768,2145,67.13333333333334
2769,2145,106.23333333333333
2770,2145,83.66666666666667
2000,2107,105.01666666666667
2006,2107,133.86666666666667
2007,2107,126.31666666666666
2008,2107,118.7
2009,2107,127.36666666666666
2010,2107,125.95
2011,2107,121.28333333333333
2015,2107,135.9
2016,2107,119.28333333333333
2017,2107,135.35
2018,2107,147.01666666666668
2019,2107,148.43333333333334
2021,2107,134.03333333333333
2022,2107,129.95
2023,2107,145.03333333333333
2024,2107,147.95
2025,2107,135.75
2026,2107,144.61666666666667
2027,2107,129.95
2028,2107,141.61666666666667
2029,2107,152.2
2030,2107,154.2
2031,2107,136.36666666666667
2032,2107,142.7
2033,2107,138.98333333333332
2034,2107,148
2035,2107,145.15
2036,2107,155.83333333333334
2037,2107,138.23333333333332
2038,2107,139.3
2039,2107,122.16666666666667
2040,2107,140.36666666666667
2041,2107,121.21666666666667
2042,2107,118.76666666666667
2043,2107,115.76666666666667
2044,2107,137.93333333333334
2045,2107,152.9
2046,2107,147.85
2047,2107,141.18333333333334
2048,2107,125.06666666666666
2049,2107,124.38333333333334
2050,2107,135.26666666666668
2052,2107,145.3
2060,2107,108.56666666666666
2061,2107,114.38333333333334
2062,2107,103.88333333333334
2063,2107,120.4
2064,2107,110.16666666666667
2065,2107,106.75
2066,2107,117.18333333333334
2067,2107,100.25
2068,2107,108.23333333333333
2069,2107,93.25
2070,2107,119.9
2071,2107,113.78333333333333
2072,2107,114.46666666666667
2073,2107,99.53333333333333
2074,2107,142.93333333333334
2075,2107,76.4
2076,2107,116.06666666666666
2077,2107,116.83333333333333
2079,2107,166.46666666666667
2080,2107,155.91666666666666
2081,2107,234.86666666666667
2082,2107,173.05
2083,2107,184.13333333333333
2086,2107,92.28333333333333
2087,2107,105.7
2088,2107,96.11666666666666
2089,2107,101.21666666666667
2090,2107,97.5
2092,2107,102.58333333333333
2093,2107,100.65
2094,2107,87.7
2095,2107,94.23333333333333
2096,2107,82.2
2097,2107,62.016666666666666
2099,2107,56.8
2100,2107,76.85
2101,2107,71.73333333333333
2102,2107,49.78333333333333
2103,2107,31.416666666666668
2104,2107,61.166666666666664
2105,2107,87.5
2106,2107,25.466666666666665
2107,2107,0
2108,2107,97.1
2109,2107,114.26666666666667
2110,2107,137.21666666666667
2111,2107,147.41666666666666
2112,2107,133.08333333333334
2113,2107,105.88333333333334
2114,2107,146.55
2115,2107,166.03333333333333
2116,2107,170.98333333333332
2117,2107,171.33333333333334
2118,2107,160.6
2119,2107,146.41666666666666
2120,2107,133.23333333333332
2121,2107,121.45
2122,2107,126.01666666666667
2123,2107,111.6
2125,2107,155.18333333333334
2126,2107,135.93333333333334
2127,2107,163.65
2128,2107,181.63333333333333
2129,2107,140.63333333333333
2130,2107,136.33333333333334
2131,2107,132.93333333333334
2132,2107,137.5
2133,2107,145.71666666666667
2134,2107,124.66666666666667
2135,2107,148.33333333333334
2136,2107,167.7
2137,2107,165.51666666666668
2138,2107,142.18333333333334
2139,2107,151.6
2140,2107,143.38333333333333
2141,2107,148
2142,2107,152.08333333333334
2143,2107,153.96666666666667
2144,2107,144.46666666666667
2145,2107,167.33333333333334
2146,2107,160.6
2147,2107,169.58333333333334
2148,2107,191.81666666666666
2150,2107,148.08333333333334
2151,2107,158.35
2152,2107,155.95
2153,2107,146.3
2154,2107,137.18333333333334
2155,2107,161.98333333333332
2156,2107,173.25
2158,2107,161.53333333333333
2160,2107,162.63333333333333
2161,2107,153.88333333333333
2162,2107,152.98333333333332
2163,2107,159.6
2164,2107,191.75
2165,2107,174.61666666666667
2166,2107,161.71666666666667
2167,2107,167.21666666666667
2168,2107,203.8
2170,2107,203.05
2171,2107,206.7
2172,2107,167.01666666666668
2174,2107,177
2175,2107,225.55
2176,2107,212.86666666666667
2177,2107,202.11666666666667
2178,2107,236.45
2179,2107,171.88333333333333
2190,2107,170.21666666666667
2191,2107,148.76666666666668
2192,2107,139.13333333333333
2193,2107,134.98333333333332
2194,2107,134.55
2195,2107,146.4
2196,2107,143.95
2197,2107,171.28333333333333
2198,2107,169.66666666666666
2199,2107,154.73333333333332
2200,2107,148.95
2203,2107,144.83333333333334
2204,2107,132.86666666666667
2205,2107,138.23333333333332
2206,2107,135.25
2207,2107,149.55
2208,2107,137.66666666666666
2209,2107,143.71666666666667
2210,2107,149.51666666666668
2211,2107,160.73333333333332
2212,2107,145.66666666666666
2213,2107,149.88333333333333
2214,2107,169.63333333333333
2216,2107,143.61666666666667
2217,2107,142.9
2218,2107,147.43333333333334
2219,2107,150.61666666666667
2220,2107,146.15
2221,2107,166.38333333333333
2222,2107,171.98333333333332
2223,2107,144.01666666666668
2224,2107,173.96666666666667
2225,2107,176.21666666666667
2226,2107,152.43333333333334
2227,2107,177.88333333333333
2228,2107,156.25
2229,2107,176.53333333333333
2230,2107,181.63333333333333
2231,2107,192.71666666666667
2232,2107,156.55
2234,2107,184.15
2747,2107,192.16666666666666
2750,2107,213.68333333333334
2759,2107,199.68333333333334
2760,2107,185.18333333333334
2761,2107,197.43333333333334
2762,2107,172.46666666666667
2763,2107,168.11666666666667
2765,2107,205.06666666666666
2766,2107,191.83333333333334
2767,2107,175.8
2768,2107,158.26666666666668
2769,2107,160.25
2770,2107,193.86666666666667
